ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
831	ENSG00000080603	SRCAP	chr16	+	30721188	30721476	30720712	30720978	30722121	30722286	831	177,213,97,230,214,151,13,104,168,19,18	6,3,0,4,9,4,0,5,6,0,2	295,373,100,84,111,271,205,162,80	3,0,0,2,0,0,6,2,0	388	100	1.32650054463e-06	0.00013406644607	0.884,0.948,1.0,0.937,0.86,0.907,1.0,0.843,0.878,1.0,0.699	0.962,1.0,1.0,0.915,1.0,1.0,0.898,0.954,1.0	-0.065
849	ENSG00000107331	ABCA2	chr9	-	137023837	137023840	137022940	137023052	137024142	137024236	849	37,128,116,135,51,190,18,52,79,42,19	40,36,26,52,49,17,2,40,51,17,9	174,183,52,93,115,148,119,118,11	69,53,14,15,10,25,17,23,6	103	100	0.00103839164723	0.0331798299184	0.473,0.775,0.812,0.716,0.503,0.916,0.897,0.558,0.601,0.706,0.672	0.71,0.77,0.783,0.858,0.918,0.852,0.872,0.833,0.64	-0.11
1329	ENSG00000118058	KMT2A	chr11	+	118439023	118439122	118436456	118436944	118468774	118468844	1329	14,10,8,26,17,3,2,22,5,10,14	5,10,7,29,34,8,4,20,35,14,4	0,0,26,0,0,16,0,1,8	11,19,8,8,4,9,14,14,4	199	100	0.00107025661023	0.0339425117944	0.585,0.334,0.365,0.311,0.201,0.159,0.201,0.356,0.067,0.264,0.638	0.0,0.0,0.62,0.0,0.0,0.472,0.0,0.035,0.501	0.136
1352	ENSG00000267106	ZNF561-AS1	chr19	+	9626783	9627806	9621262	9621350	9632227	9632417	1352	28,27,28,27,16,33,31,27,18,21,35	3,4,0,0,4,4,0,0,2,0,0	18,18,53,48,70,32,25,42,1	0,2,0,2,0,0,0,0,0	1123	100	2.3085029891e-06	0.000213205222506	0.454,0.375,1.0,1.0,0.263,0.424,1.0,1.0,0.445,1.0,1.0	1.0,0.445,1.0,0.681,1.0,1.0,1.0,1.0,1.0	-0.179
1814	ENSG00000155926	SLA	chr8	-	133074852	133075130	133060099	133060200	133102552	133102602	1814	61,10,15,40,29,21,9,24,82,54,10	14,14,0,13,22,0,8,21,46,31,4	112,23,23,32,46,40,30,24,7	14,10,1,0,9,7,0,1,0	378	100	0.00018595597324	0.00811899547884	0.535,0.159,1.0,0.449,0.259,1.0,0.229,0.232,0.32,0.315,0.398	0.679,0.378,0.859,1.0,0.575,0.602,1.0,0.864,1.0	-0.328
1919	ENSG00000110076	NRXN2	chr11	-	64626462	64626552	64622752	64623078	64630401	64630573	1919	88,62,66,117,153,121,11,100,139,52,38	67,45,26,107,160,42,4,65,75,11,11	142,90,29,62,66,90,75,31,18	72,62,27,57,109,69,56,90,27	190	100	0.00082565476348	0.0276217683014	0.409,0.42,0.572,0.365,0.335,0.603,0.591,0.447,0.494,0.713,0.645	0.509,0.433,0.361,0.364,0.242,0.407,0.413,0.153,0.26	0.159
2030	ENSG00000174373	RALGAPA1	chr14	-	35548507	35548538	35538351	35539690	35549109	35549234	2030	15,61,38,102,43,46,44,23,43,55,32	0,0,0,7,0,0,4,4,1,2,1	39,35,21,31,72,71,53,41,33	0,7,5,0,0,0,10,3,5	131	100	0.00108116809831	0.0342099192483	1.0,1.0,1.0,0.918,1.0,1.0,0.894,0.814,0.97,0.955,0.961	1.0,0.792,0.762,1.0,1.0,1.0,0.802,0.913,0.834	0.055
2202	ENSG00000169891	REPS2	chrX	+	17074113	17074159	17069939	17069993	17103717	17103779	2202	51,22,23,79,99,35,80,125,119,102,120	24,30,18,39,35,17,24,53,41,39,52	52,39,77,13,36,70,61,42,19	53,35,37,11,15,45,58,33,64	146	100	0.000899534723499	0.0294713304518	0.593,0.334,0.467,0.581,0.66,0.585,0.695,0.618,0.665,0.642,0.612	0.402,0.433,0.588,0.447,0.622,0.516,0.419,0.466,0.169	0.135
2210	ENSG00000162601	MYSM1	chr1	-	58667037	58667226	58661405	58661511	58667846	58667921	2210	100,63,49,129,108,39,91,159,132,164,113	0,0,0,0,0,3,0,0,4,1,6	71,62,69,62,48,72,78,45,45	11,0,0,26,4,0,0,0,0	289	100	1.04159188813e-05	0.000734467159173	1.0,1.0,1.0,1.0,1.0,0.818,1.0,1.0,0.919,0.983,0.867	0.691,1.0,1.0,0.452,0.806,1.0,1.0,1.0,1.0	0.079
2232	ENSG00000074755	ZZEF1	chr17	-	4109652	4109863	4105692	4105809	4112608	4112808	2232	24,40,35,67,53,36,60,53,59,62,24	0,0,2,0,0,2,0,0,1,0,0	65,84,43,12,50,40,58,50,57	7,0,6,12,1,1,0,0,0	311	100	1.08336480142e-06	0.000112058706348	1.0,1.0,0.849,1.0,1.0,0.853,1.0,1.0,0.95,1.0,1.0	0.749,1.0,0.697,0.243,0.941,0.928,1.0,1.0,1.0	0.129
2695	ENSG00000169062	UPF3A	chr13	+	114286518	114286629	114282836	114282943	114298839	114299000	2695	51,27,64,50,53,31,111,53,47,48,55	9,0,7,0,17,0,0,0,1,0,0	33,39,30,35,13,34,42,24,17	10,2,0,4,5,8,8,12,4	211	100	1.48760216179e-06	0.000147644514558	0.729,1.0,0.812,1.0,0.596,1.0,1.0,1.0,0.957,1.0,1.0	0.61,0.902,1.0,0.806,0.552,0.668,0.713,0.487,0.668	0.206
2863	ENSG00000283930	PLD5P1	chr10	+	38115194	38115290	38096573	38096632	38159635	38159828	2863	10,5,8,10,2,6,7,5,9,3,3	1,6,2,7,6,4,0,5,1,3,0	3,2,2,3,16,11,4,7,2	0,0,0,0,2,4,0,0,2	196	100	2.54827483326e-06	0.00022999371465	0.836,0.298,0.671,0.422,0.145,0.434,1.0,0.338,0.821,0.338,1.0	1.0,1.0,1.0,1.0,0.803,0.584,1.0,1.0,0.338	-0.285
2887	ENSG00000135913	USP37	chr2	-	218534608	218534706	218529955	218530040	218546220	218546298	2887	120,152,108,101,150,67,139,145,154,179,195	12,9,16,7,0,10,16,8,5,2,27	167,108,108,110,182,154,133,96,31	21,4,30,51,84,23,7,22,0	198	100	0.000283687673793	0.0116003978532	0.835,0.895,0.773,0.879,1.0,0.772,0.814,0.902,0.94,0.978,0.785	0.801,0.932,0.645,0.521,0.523,0.772,0.906,0.688,1.0	0.116
3012	ENSG00000262412	NA	chr10	+	27262956	27263214	27243087	27243384	27281287	27281383	3012	48,7,5,24,29,1,27,32,19,39,64	4,0,0,0,1,0,2,0,2,0,0	7,9,42,21,39,42,38,21,41	0,0,0,0,0,18,6,2,5	358	100	7.65584819873e-07	8.32458465321e-05	0.77,1.0,1.0,1.0,0.89,1.0,0.79,1.0,0.726,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.395,0.639,0.746,0.696	0.094
3176	ENSG00000144048	DUSP11	chr2	-	73767160	73767207	73766827	73766903	73769264	73769325	3176	38,17,18,64,28,15,66,86,86,57,64	15,4,0,10,17,0,27,26,17,21,33	38,22,46,18,15,19,40,14,12	21,11,45,6,10,16,19,5,9	147	100	0.000510651468781	0.0186617748356	0.633,0.743,1.0,0.813,0.528,1.0,0.624,0.692,0.775,0.649,0.569	0.552,0.576,0.41,0.671,0.505,0.447,0.589,0.656,0.476	0.187
3222	ENSG00000131508	UBE2D2	chr5	+	139562243	139562407	139561166	139561815	139600371	139600435	3222	0,4,0,13,7,3,3,21,2,4,4	38,31,29,71,56,28,52,92,90,105,48	2,9,0,3,26,17,5,2,10	74,53,55,12,19,66,30,30,5	264	100	0.00170545188414	0.0495717415446	0.0,0.047,0.0,0.065,0.045,0.039,0.021,0.08,0.008,0.014,0.031	0.01,0.06,0.0,0.087,0.341,0.089,0.059,0.025,0.431	-0.091
3305	ENSG00000143363	PRUNE1	chr1	+	151017811	151017904	151008419	151008671	151024610	151024795	3305	3,5,9,21,14,6,2,20,7,1,2	0,0,1,2,2,0,4,0,4,0,2	18,12,6,16,12,23,26,21,16	3,0,0,0,0,0,0,0,0	193	100	0.00157214235893	0.0464678799105	1.0,1.0,0.823,0.845,0.784,1.0,0.206,1.0,0.476,1.0,0.341	0.757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.203
3373	ENSG00000234127	TRIM26	chr6	-	30201034	30201138	30198665	30199153	30213304	30213427	3373	9,8,13,25,19,13,1,21,11,21,7	2,0,4,4,3,5,12,4,2,0,6	31,15,29,2,18,48,8,6,48	0,0,2,0,0,0,2,0,0	204	100	7.96029908656e-14	9.87130751671e-11	0.688,1.0,0.614,0.754,0.756,0.56,0.039,0.72,0.729,1.0,0.364	1.0,1.0,0.877,1.0,1.0,1.0,0.662,1.0,1.0	-0.292
3453	ENSG00000225470	JPX	chrX	+	73994839	73994961	73944181	73944662	74062035	74062148	3453	29,28,53,31,7,58,2,21,7,15,6	2,0,1,1,1,2,0,0,0,10,2	13,22,6,16,1,9,22,9,8	0,1,0,0,0,0,0,0,0	222	100	0.000797030752454	0.0268759841202	0.867,1.0,0.96,0.933,0.759,0.929,1.0,1.0,1.0,0.403,0.575	1.0,0.908,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.133
3481	ENSG00000225470	JPX	chrX	+	73998767	73998844	73994557	73994961	74004269	74004529	3481	19,11,33,23,13,35,2,27,19,19,12	7,6,12,14,3,15,7,6,5,4,1	18,23,28,8,11,5,19,2,1	0,4,3,0,0,0,3,6,0	177	100	0.000381747150297	0.0147314356607	0.605,0.509,0.608,0.481,0.71,0.569,0.139,0.718,0.682,0.729,0.871	1.0,0.765,0.841,1.0,1.0,1.0,0.782,0.158,1.0	-0.237
3485	ENSG00000225470	JPX	chrX	+	73998767	74000496	73994839	73994961	74004269	74007534	3485	715,689,630,677,425,551,719,788,313,569,810	7,6,12,14,3,15,7,6,5,4,1	409,509,882,681,860,382,801,268,259	0,4,3,0,0,0,3,6,0	1829	100	1.58809404516e-08	3.18675613433e-06	0.848,0.863,0.742,0.726,0.886,0.668,0.849,0.878,0.774,0.886,0.978	1.0,0.874,0.941,1.0,1.0,1.0,0.936,0.709,1.0	-0.113
3486	ENSG00000225470	JPX	chrX	+	73998953	74000496	73994839	73994961	74004269	74007534	3486	702,674,618,660,419,516,707,768,302,560,805	7,6,12,14,3,15,7,6,5,4,1	402,484,855,660,845,369,781,260,250	0,4,3,0,0,0,3,6,0	1643	100	1.26024591873e-08	2.59493099005e-06	0.859,0.872,0.758,0.742,0.895,0.677,0.86,0.886,0.786,0.895,0.98	1.0,0.88,0.945,1.0,1.0,1.0,0.941,0.725,1.0	-0.106
3490	ENSG00000225470	JPX	chrX	+	73999354	74000496	73994839	73994961	74004269	74004543	3490	638,601,579,598,387,436,671,716,267,545,791	7,6,12,14,3,15,7,6,5,4,1	366,405,785,631,811,333,709,245,239	0,4,3,0,0,0,3,6,0	1242	100	5.63561430855e-09	1.30394173748e-06	0.88,0.89,0.795,0.775,0.912,0.701,0.885,0.906,0.811,0.916,0.985	1.0,0.891,0.955,1.0,1.0,1.0,0.95,0.767,1.0	-0.092
3748	ENSG00000224897	POT1-AS1	chr7	+	125125824	125125977	125020332	125020413	125186043	125186492	3748	6,6,12,7,12,10,9,15,12,14,19	1,2,0,4,0,0,1,2,3,6,1	6,5,14,11,8,15,17,8,6	0,0,5,0,1,0,1,0,0	253	100	2.24688002759e-07	2.9841054287e-05	0.703,0.542,1.0,0.409,1.0,1.0,0.781,0.748,0.613,0.48,0.882	1.0,1.0,0.525,1.0,0.76,1.0,0.87,1.0,1.0	-0.164
4015	ENSG00000133835	HSD17B4	chr5	+	119471635	119471700	119456314	119456368	119473907	119474015	4015	98,26,8,88,63,12,84,94,63,54,61	305,154,134,466,321,145,482,505,431,181,194	16,24,133,14,0,37,55,24,15	351,289,511,306,385,406,539,293,235	165	100	0	0.0	0.163,0.093,0.035,0.103,0.106,0.048,0.096,0.101,0.081,0.153,0.16	0.027,0.048,0.136,0.027,0.0,0.052,0.058,0.047,0.037	0.056
4059	ENSG00000259070	LINC00639	chr14	-	38890740	38890798	38835541	38839204	38948177	38948243	4059	117,108,147,77,62,118,134,86,80,82,146	38,72,44,16,25,47,61,21,37,52,63	96,88,100,44,108,68,54,97,5	62,31,32,71,110,99,97,69,30	158	100	3.1756209801e-05	0.00188026064962	0.661,0.487,0.679,0.753,0.611,0.614,0.582,0.722,0.578,0.5,0.595	0.495,0.642,0.664,0.282,0.383,0.303,0.261,0.471,0.095	0.217
4065	ENSG00000259070	LINC00639	chr14	-	38941519	38941695	38838840	38839204	38945335	38945478	4065	35,32,17,16,2,35,34,27,7,29,19	0,0,0,0,0,0,0,0,0,2,0	15,13,10,44,8,15,25,17,10	0,1,2,0,0,12,0,2,0	276	100	0.000794214435802	0.0267973923637	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84,1.0	1.0,0.825,0.644,1.0,1.0,0.312,1.0,0.755,1.0	0.148
4067	ENSG00000259070	LINC00639	chr14	-	38941519	38941695	38838840	38839204	38948177	38948246	4067	35,41,17,18,2,32,34,27,8,30,19	38,72,44,16,25,47,61,21,37,52,63	19,13,10,44,8,35,25,17,10	62,31,32,71,110,99,97,69,30	276	100	8.23110005437e-05	0.00414809857808	0.25,0.171,0.123,0.29,0.028,0.198,0.168,0.318,0.073,0.173,0.099	0.1,0.132,0.102,0.183,0.026,0.114,0.085,0.082,0.108	0.068
4097	ENSG00000114062	UBE3A	chr15	-	25408571	25408684	25407066	25407262	25409087	25409207	4097	78,131,131,174,153,273,141,209,148,151,133	13,0,1,7,12,1,3,15,12,15,2	32,56,78,93,59,113,80,57,34	25,7,4,16,17,12,5,6,0	213	100	3.03801834362e-05	0.00181436110667	0.738,1.0,0.984,0.921,0.857,0.992,0.957,0.867,0.853,0.825,0.969	0.375,0.79,0.902,0.732,0.62,0.816,0.883,0.817,1.0	0.135
4098	ENSG00000114062	UBE3A	chr15	-	25408619	25408684	25405460	25405502	25409087	25409207	4098	73,128,132,174,149,275,141,206,145,151,133	22,8,4,26,15,7,22,10,33,28,12	31,52,75,97,59,123,76,57,47	7,14,17,18,21,27,10,18,16	165	100	8.02720964921e-07	8.66860097989e-05	0.668,0.907,0.952,0.802,0.858,0.96,0.795,0.926,0.727,0.766,0.87	0.729,0.692,0.728,0.766,0.63,0.734,0.822,0.657,0.64	0.128
4100	ENSG00000114062	UBE3A	chr15	-	25408619	25408684	25407066	25407212	25409087	25409207	4100	72,127,130,171,147,271,143,202,144,149,137	19,2,4,5,0,2,1,34,2,0,2	31,55,82,93,59,115,79,57,34	0,2,0,0,0,0,0,2,0	165	100	6.49027231958e-09	1.46783892382e-06	0.697,0.975,0.952,0.954,1.0,0.988,0.989,0.783,0.978,1.0,0.976	1.0,0.943,1.0,1.0,1.0,1.0,1.0,0.945,1.0	-0.052
4102	ENSG00000114062	UBE3A	chr15	-	25408619	25408684	25407066	25407262	25409087	25409207	4102	77,136,139,177,166,305,141,222,160,154,134	13,0,1,7,12,1,3,15,12,15,2	48,61,84,98,62,134,85,64,45	25,7,4,16,17,12,5,6,0	165	100	4.71356339804e-06	0.000380275685664	0.782,1.0,0.988,0.939,0.893,0.995,0.966,0.9,0.89,0.862,0.976	0.538,0.841,0.927,0.788,0.689,0.871,0.912,0.866,1.0	0.101
4105	ENSG00000114062	UBE3A	chr15	-	25411907	25411971	25405460	25405502	25438488	25438524	4105	3,5,4,8,8,3,0,14,14,2,3	10,11,12,50,18,13,10,19,34,7,3	0,6,1,0,2,6,5,0,0	43,31,9,2,8,23,7,17,6	164	100	0.000365053466195	0.0141964379317	0.155,0.217,0.169,0.089,0.213,0.123,0.0,0.31,0.201,0.148,0.379	0.0,0.106,0.063,0.0,0.132,0.137,0.303,0.0,0.0	0.1
4330	ENSG00000198363	ASPH	chr8	-	61643944	61644001	61643385	61643433	61644599	61644632	4330	415,288,201,513,560,272,719,777,489,841,635	27,39,56,49,53,38,90,67,50,90,86	270,176,398,191,261,288,411,204,161	90,23,38,131,91,58,72,49,74	157	100	7.06712378618e-08	1.11743579339e-05	0.907,0.825,0.696,0.87,0.871,0.82,0.836,0.881,0.862,0.856,0.825	0.656,0.83,0.87,0.482,0.646,0.76,0.784,0.726,0.581	0.137
4379	ENSG00000131051	RBM39	chr20	-	35729461	35729527	35729311	35729365	35731940	35732135	4379	956,972,564,924,928,696,1388,1166,909,1521,1918	6,10,6,3,3,5,16,15,8,19,53	1013,767,1120,464,1097,1056,957,647,610	37,2,6,178,20,10,52,24,13	166	100	5.43197820058e-09	1.27013920781e-06	0.99,0.983,0.983,0.995,0.995,0.988,0.981,0.979,0.986,0.98,0.956	0.943,0.996,0.991,0.611,0.971,0.985,0.917,0.942,0.966	0.059
4381	ENSG00000131051	RBM39	chr20	-	35729461	35729551	35729311	35729365	35731940	35732135	4381	169,249,111,235,236,150,234,314,245,391,409	6,10,6,3,3,5,16,15,8,19,53	187,153,259,64,199,250,186,121,110	37,2,6,178,20,10,52,24,13	190	100	0.000347884805919	0.0136830557698	0.937,0.929,0.907,0.976,0.976,0.94,0.885,0.917,0.942,0.915,0.802	0.727,0.976,0.958,0.159,0.84,0.929,0.653,0.726,0.817	0.167
4389	ENSG00000131051	RBM39	chr20	-	35740524	35740597	35738967	35739017	35740823	35740887	4389	114,136,105,190,148,191,309,230,140,200,223	584,237,211,537,456,180,1449,913,502,1251,1431	67,38,250,79,71,110,48,90,182	649,383,792,571,717,726,1085,471,291	173	100	1.08920397146e-08	2.28104526592e-06	0.101,0.249,0.223,0.17,0.158,0.38,0.11,0.127,0.139,0.085,0.083	0.056,0.054,0.154,0.074,0.054,0.081,0.025,0.099,0.266	0.07
4404	ENSG00000116299	ELAPOR1	chr1	+	109185044	109185133	109173687	109173837	109188176	109188354	4404	165,22,5,174,199,8,109,258,170,304,212	0,0,0,1,1,0,0,6,2,5,2	109,192,259,47,93,108,178,99,22	2,10,10,8,17,0,7,1,0	189	100	4.86820583845e-11	2.30594165479e-08	1.0,1.0,1.0,0.989,0.991,1.0,1.0,0.958,0.978,0.97,0.982	0.966,0.91,0.932,0.757,0.743,1.0,0.931,0.981,1.0	0.075
4469	ENSG00000174306	ZHX3	chr20	-	41201285	41201384	41178447	41185201	41202056	41204041	4469	0,7,0,3,2,2,0,5,4,0,0	18,45,24,91,52,61,1,39,84,4,11	5,8,5,32,0,3,0,1,2	45,58,14,9,17,25,35,24,29	199	100	0.00028952598099	0.0117997874512	0.0,0.073,0.0,0.016,0.019,0.016,0.0,0.061,0.023,0.0,0.0	0.053,0.065,0.152,0.641,0.0,0.057,0.0,0.021,0.033	-0.095
4573	ENSG00000159348	CYB5R1	chr1	-	202966527	202966600	202965886	202966109	202966748	202966898	4573	18,46,11,51,42,20,16,75,72,33,10	0,2,0,4,4,4,0,6,0,6,1	53,68,45,35,46,66,37,36,40	6,0,0,0,0,0,0,0,0	173	100	5.55267386515e-08	9.1466627433e-06	1.0,0.93,1.0,0.881,0.859,0.743,1.0,0.878,1.0,0.761,0.853	0.836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.081
4599	ENSG00000198625	MDM4	chr1	+	204537429	204537497	204532190	204532246	204538208	204538308	4599	97,134,58,142,118,101,94,103,109,127,121	25,25,9,35,17,21,51,19,18,16,29	92,67,103,2,15,82,64,74,24	67,14,26,99,92,38,29,20,57	168	100	6.26575385687e-07	7.01345020454e-05	0.698,0.761,0.793,0.707,0.805,0.741,0.523,0.763,0.783,0.825,0.713	0.45,0.74,0.702,0.012,0.088,0.562,0.568,0.688,0.2	0.292
4600	ENSG00000198625	MDM4	chr1	+	204537458	204537497	204532190	204532246	204538208	204538308	4600	34,32,20,35,27,31,27,17,30,45,28	25,25,9,35,17,21,51,19,18,16,29	13,11,37,2,10,2,0,10,6	67,14,26,99,92,38,29,20,57	139	100	4.10782519111e-15	6.86915507639e-12	0.495,0.479,0.615,0.418,0.533,0.515,0.276,0.392,0.545,0.669,0.41	0.122,0.361,0.506,0.014,0.073,0.036,0.0,0.265,0.07	0.325
4723	ENSG00000151914	DST	chr6	-	56464684	56464756	56463564	56463764	56466077	56466195	4723	343,429,428,741,472,465,373,489,428,563,418	49,128,59,134,94,176,41,100,164,90,72	301,366,545,67,249,372,383,285,47	117,105,71,84,139,93,107,83,42	172	100	0.000648782232837	0.0226952456131	0.803,0.661,0.808,0.763,0.745,0.606,0.841,0.74,0.603,0.784,0.771	0.599,0.67,0.817,0.317,0.51,0.699,0.675,0.666,0.394	0.145
4738	ENSG00000151914	DST	chr6	-	56529447	56529774	56528840	56528925	56529973	56530133	4738	696,1031,524,1441,756,835,1229,995,732,1212,1236	597,775,672,699,598,698,651,689,775,946,879	775,629,1234,1799,2010,1249,1413,813,860	610,569,689,431,557,619,704,331,71	427	100	0.000101226280117	0.00489782535353	0.214,0.238,0.154,0.326,0.228,0.219,0.307,0.253,0.181,0.231,0.248	0.229,0.206,0.295,0.494,0.458,0.321,0.32,0.365,0.739	-0.145
4898	ENSG00000086758	HUWE1	chrX	-	53625785	53626034	53625156	53625258	53627409	53627515	4898	225,168,109,252,227,104,91,195,348,231,228	56,86,80,106,79,87,38,62,85,87,73	319,267,223,127,290,216,226,109,80	44,66,41,37,42,65,46,45,27	349	100	0.000128343567844	0.00595427626813	0.535,0.359,0.281,0.405,0.452,0.255,0.407,0.474,0.54,0.432,0.472	0.675,0.537,0.609,0.496,0.664,0.488,0.585,0.41,0.459	-0.128
4937	ENSG00000115594	IL1R1	chr2	+	102157718	102157785	102153940	102154017	102164773	102164953	4937	8,21,21,37,15,11,14,22,4,23,7	2,10,0,6,0,0,0,0,0,0,4	4,16,13,49,60,44,35,25,125	0,0,0,0,0,0,0,0,2	167	100	1.70985396661e-05	0.00110615324079	0.705,0.557,1.0,0.787,1.0,1.0,1.0,1.0,1.0,1.0,0.512	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974	-0.128
4955	ENSG00000105737	GRIK5	chr19	-	42063300	42063525	42062757	42062855	42065222	42065387	4955	30,12,8,29,20,11,16,28,10,12,10	36,43,31,76,54,34,3,19,35,9,8	29,30,35,39,43,8,32,22,23	51,32,7,5,14,32,5,18,6	325	100	0.000231605021453	0.0097948087023	0.204,0.079,0.074,0.105,0.102,0.091,0.621,0.312,0.081,0.291,0.278	0.149,0.224,0.606,0.706,0.486,0.071,0.663,0.273,0.541	-0.21
