ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2380	ENSG00000291133	NA	chr7	-	35150087	35150274	35150216	35150274	35147735	35147882	2380	15,6,10,35,27,12,17,36,14,16,17	2,0,0,6,6,3,2,0,2,0,6	13,4,20,2,18,33,9,5,8	0,0,0,0,0,0,0,0,0	229	100	3.42847972234e-12	2.04953328383e-09	0.766,1.0,1.0,0.718,0.663,0.636,0.788,1.0,0.753,1.0,0.553	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.193
2421	ENSG00000197140	ADAM32	chr8	+	39165029	39169997	39165029	39165196	39221609	39221702	2421	151,100,62,168,178,33,194,142,137,182,178	8,0,2,5,0,1,37,9,2,6,7	133,111,218,119,218,154,315,137,36	2,1,4,8,0,0,1,0,0	4901	100	0.00103217293147	0.0223637468485	0.278,1.0,0.387,0.407,1.0,0.402,0.097,0.244,0.583,0.382,0.342	0.576,0.694,0.527,0.233,1.0,1.0,0.865,1.0,1.0	-0.3
2434	ENSG00000177082	WDR73	chr15	-	84645972	84646348	84646183	84646348	84645470	84645836	2434	11,35,29,45,12,15,8,29,26,6,7	17,24,12,19,29,20,3,32,21,8,8	55,55,33,23,29,22,44,29,18	9,11,2,0,0,10,20,11,22	311	100	7.87170378147e-06	0.000460856774963	0.172,0.319,0.437,0.432,0.117,0.194,0.462,0.226,0.285,0.194,0.22	0.663,0.617,0.841,1.0,1.0,0.414,0.414,0.459,0.208	-0.346
2435	ENSG00000177082	WDR73	chr15	-	84653631	84654000	84653699	84654000	84652713	84652802	2435	5,4,9,13,18,9,7,16,21,18,22	0,4,3,0,7,1,0,5,0,5,2	12,12,13,10,13,15,12,5,27	0,0,0,0,3,0,0,0,0	168	100	8.71632765964e-11	3.30083538763e-08	1.0,0.373,0.641,1.0,0.605,0.843,1.0,0.656,1.0,0.682,0.868	1.0,1.0,1.0,1.0,0.721,1.0,1.0,1.0,1.0	-0.181
2437	ENSG00000117222	RBBP5	chr1	-	205094872	205095064	205094986	205095064	205086141	205088815	2437	60,32,25,61,75,20,63,90,65,90,94	0,2,0,6,3,3,1,3,12,0,0	89,60,102,84,83,51,147,73,17	0,0,0,0,0,2,0,0,0	214	100	1.36835015541e-08	2.53581486247e-06	1.0,0.882,1.0,0.826,0.921,0.757,0.967,0.933,0.717,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.923,1.0,1.0,1.0	-0.082
2496	ENSG00000160226	CFAP410	chr21	-	44334060	44335804	44335757	44335804	44333032	44333262	2496	35,122,38,136,106,88,18,44,63,4,7	12,2,18,39,31,10,6,29,27,5,3	193,224,46,103,56,81,116,59,7	24,12,3,2,6,2,21,6,16	1797	100	0.00201861901431	0.0380566485165	0.14,0.772,0.105,0.163,0.16,0.329,0.143,0.078,0.115,0.043,0.115	0.309,0.51,0.46,0.741,0.342,0.693,0.235,0.354,0.024	-0.211
2504	ENSG00000033867	SLC4A7	chr3	-	27433915	27434104	27433954	27434104	27424036	27424152	2504	45,35,29,31,27,13,116,95,76,128,55	5,6,0,5,3,0,4,18,8,20,10	41,41,103,44,87,24,53,25,4	3,5,2,0,0,0,1,0,0	139	100	3.24398286011e-11	1.41275453558e-08	0.866,0.808,1.0,0.817,0.866,1.0,0.954,0.792,0.872,0.822,0.798	0.908,0.855,0.974,1.0,1.0,1.0,0.974,1.0,1.0	-0.096
2658	ENSG00000160781	PAQR6	chr1	-	156244689	156244911	156244760	156244911	156243320	156244403	2658	20,47,42,33,34,117,9,13,13,5,7	26,108,95,139,95,262,14,70,40,12,10	15,17,6,6,2,22,0,15,14	67,76,34,13,21,54,52,52,78	171	100	7.66519339001e-05	0.0028170394273	0.31,0.203,0.205,0.122,0.173,0.207,0.273,0.098,0.16,0.196,0.29	0.116,0.116,0.094,0.213,0.053,0.192,0.0,0.144,0.095	0.09
2678	ENSG00000197580	BCO2	chr11	+	112193473	112193994	112193473	112193697	112199698	112199827	2678	52,17,24,24,21,8,23,16,44,28,41	0,0,0,4,5,0,0,3,2,2,0	33,27,55,40,48,44,45,26,14	0,0,0,3,0,0,0,0,0	397	100	0.00253454599653	0.0457057880534	1.0,1.0,1.0,0.602,0.514,1.0,1.0,0.573,0.847,0.779,1.0	1.0,1.0,1.0,0.771,1.0,1.0,1.0,1.0,1.0	-0.128
2737	ENSG00000215386	MIR99AHG	chr21	+	16589352	16589574	16589352	16589540	16594339	16594454	2737	3,4,3,23,17,3,6,14,16,7,6	0,0,0,1,0,0,0,1,10,5,6	21,13,12,7,13,17,9,11,1	0,0,0,0,0,0,2,0,0	134	100	1.38982817411e-05	0.000729241168464	1.0,1.0,1.0,0.945,1.0,1.0,1.0,0.913,0.544,0.511,0.427	1.0,1.0,1.0,1.0,1.0,1.0,0.771,1.0,1.0	-0.125
2738	ENSG00000215386	MIR99AHG	chr21	+	16589352	16589736	16589352	16589540	16594339	16594454	2738	10,19,8,39,25,8,11,37,39,25,22	0,0,0,1,0,0,0,1,10,5,6	35,27,32,16,17,24,23,22,5	0,0,0,0,0,0,2,0,0	296	100	1.80819865969e-07	2.21822680646e-05	1.0,1.0,1.0,0.929,1.0,1.0,1.0,0.926,0.569,0.628,0.553	1.0,1.0,1.0,1.0,1.0,1.0,0.795,1.0,1.0	-0.104
2745	ENSG00000198908	GPRASP3	chrX	+	102720956	102721091	102720956	102721027	102747816	102747911	2745	29,12,5,41,36,11,32,43,55,26,42	1,0,0,0,0,1,0,7,1,1,2	39,32,39,73,81,36,53,22,10	4,1,10,0,0,8,8,0,0	164	100	5.79557599975e-05	0.00224522141107	0.946,1.0,1.0,1.0,1.0,0.87,1.0,0.789,0.971,0.941,0.928	0.856,0.951,0.704,1.0,1.0,0.733,0.802,1.0,1.0	0.056
2747	ENSG00000133884	DPF2	chr11	+	65343990	65344621	65343990	65344069	65345665	65345803	2747	15,28,24,52,38,24,13,22,59,61,14	39,62,27,37,28,16,11,14,28,12,30	45,72,48,7,22,31,25,21,3	76,45,39,108,86,30,54,15,34	652	100	2.44478951757e-05	0.00113266578181	0.056,0.065,0.12,0.177,0.172,0.187,0.153,0.194,0.244,0.438,0.067	0.083,0.197,0.159,0.01,0.038,0.137,0.066,0.177,0.013	0.072
2824	ENSG00000247828	TMEM161B-DT	chr5	+	88270525	88270741	88270525	88270585	88282041	88282106	2824	287,178,146,168,157,62,236,252,176,174,226	18,13,0,11,11,9,43,44,37,22,33	216,228,279,231,456,290,374,203,113	0,25,32,5,26,16,30,8,10	256	100	0.000661328084345	0.01527895919	0.862,0.842,1.0,0.856,0.848,0.729,0.682,0.691,0.65,0.755,0.728	1.0,0.781,0.773,0.947,0.873,0.876,0.83,0.908,0.815	-0.081
2826	ENSG00000147548	NSD3	chr8	-	38281466	38281583	38281499	38281583	38279539	38279681	2826	56,22,29,26,50,20,38,86,51,77,103	98,53,39,88,94,23,68,148,121,133,75	101,45,43,74,57,69,110,48,25	59,83,141,15,47,71,45,30,4	133	100	0.000218651510416	0.00622370802524	0.301,0.238,0.359,0.182,0.286,0.395,0.296,0.304,0.241,0.303,0.508	0.563,0.29,0.187,0.788,0.477,0.422,0.648,0.546,0.825	-0.217
2935	ENSG00000113649	TCERG1	chr5	+	146482591	146482808	146482591	146482727	146483539	146483629	2935	120,60,42,151,131,59,111,142,81,75,69	128,52,32,124,129,52,109,225,152,125,81	101,61,87,85,262,157,184,109,44	89,82,136,27,79,120,133,45,12	181	100	0.000993817544831	0.0216679968704	0.341,0.389,0.42,0.402,0.359,0.385,0.36,0.259,0.227,0.249,0.32	0.385,0.291,0.261,0.635,0.647,0.42,0.433,0.572,0.67	-0.142
2998	ENSG00000101972	STAG2	chrX	+	124090574	124090964	124090574	124090764	124094017	124094144	2998	235,139,173,218,195,123,322,352,263,293,259	130,110,120,310,139,128,334,362,236,296,256	266,121,186,543,367,347,434,199,163	119,98,240,103,154,209,234,109,202	300	100	0.00254601379409	0.0458177275755	0.376,0.296,0.325,0.19,0.319,0.243,0.243,0.245,0.271,0.248,0.252	0.427,0.292,0.205,0.637,0.443,0.356,0.382,0.378,0.212	-0.097
3027	ENSG00000060971	ACAA1	chr3	-	38126161	38126700	38126509	38126700	38125825	38125881	3027	80,67,83,143,125,74,46,137,199,73,54	6,4,7,13,9,13,0,11,8,6,1	175,163,98,110,187,130,108,88,78	0,7,6,12,0,1,2,6,0	448	100	0.000232101117676	0.00654239720051	0.749,0.789,0.726,0.711,0.756,0.56,1.0,0.735,0.847,0.731,0.923	1.0,0.839,0.785,0.672,1.0,0.967,0.923,0.766,1.0	-0.108
3052	ENSG00000094631	HDAC6	chrX	+	48805630	48805779	48805630	48805671	48806367	48806464	3052	33,13,20,28,23,23,2,23,9,7,2	51,16,17,90,81,38,74,68,50,66,36	43,22,7,51,26,55,33,27,7	23,36,82,32,69,55,84,41,20	208	100	0.00141546433379	0.0288728204855	0.237,0.281,0.361,0.13,0.12,0.225,0.013,0.14,0.08,0.049,0.026	0.473,0.227,0.039,0.434,0.153,0.325,0.159,0.24,0.144	-0.093
3085	ENSG00000291121	NA	chr7	-	77121665	77122280	77122097	77122280	77119516	77119626	3085	38,21,10,90,56,14,45,61,66,5,19	0,0,0,0,0,0,0,0,4,0,0	96,93,57,47,71,83,117,86,23	0,0,17,4,0,11,0,0,0	532	100	1.9880779023e-07	2.34002142284e-05	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.756,1.0,1.0	1.0,1.0,0.387,0.688,1.0,0.586,1.0,1.0,1.0	0.127
3137	ENSG00000164199	ADGRV1	chr5	+	90690796	90691041	90690796	90690958	90692604	90692786	3137	48,54,28,164,142,57,82,79,131,71,50	20,31,3,55,66,18,16,49,69,20,25	79,75,29,55,50,38,102,49,26	18,28,4,8,1,14,22,18,0	183	100	0.00141127887089	0.0288550210457	0.567,0.488,0.836,0.62,0.54,0.634,0.737,0.468,0.509,0.66,0.522	0.706,0.594,0.798,0.79,0.965,0.597,0.717,0.598,1.0	-0.153
3182	ENSG00000128923	MINDY2	chr15	+	58821716	58821823	58821716	58821819	58831773	58831916	3182	7,5,3,3,5,2,9,5,0,9,15	105,45,78,116,130,80,172,139,85,162,169	0,4,21,11,23,14,4,6,0	84,58,138,93,34,88,108,59,65	104	100	0.000236449536404	0.00664346923251	0.06,0.097,0.036,0.024,0.036,0.023,0.048,0.033,0.0,0.051,0.079	0.0,0.062,0.128,0.102,0.394,0.133,0.034,0.089,0.0	-0.06
3185	ENSG00000171311	EXOSC1	chr10	-	97438662	97438703	97438669	97438703	97437699	97437750	3185	3,0,0,2,5,1,0,6,2,4,0	10,7,5,20,28,9,35,44,36,43,26	1,1,0,0,0,0,1,0,0	21,16,29,3,6,1,26,10,14	107	100	0.000104164104816	0.00354402090995	0.219,0.0,0.0,0.085,0.143,0.094,0.0,0.113,0.049,0.08,0.0	0.043,0.055,0.0,0.0,0.0,0.0,0.035,0.0,0.0	0.056
3238	ENSG00000256525	POLG2	chr17	-	64483963	64485868	64485727	64485868	64482918	64482999	3238	134,121,71,134,66,79,112,108,74,91,99	15,2,2,9,3,4,8,12,2,6,4	127,180,196,200,183,256,248,139,72	15,2,6,0,0,8,5,8,0	1864	100	0.00190003415973	0.0365055291272	0.324,0.764,0.656,0.444,0.541,0.514,0.429,0.326,0.665,0.449,0.57	0.312,0.828,0.637,1.0,1.0,0.632,0.727,0.482,1.0	-0.219
3268	ENSG00000160145	KALRN	chr3	+	124395134	124395343	124395134	124395304	124398696	124398871	3268	411,308,59,486,545,64,142,472,517,412,339	44,13,10,117,85,5,8,84,63,73,73	529,493,353,185,385,402,466,281,53	47,43,62,2,3,36,26,33,4	139	100	2.53414476181e-07	2.79397479435e-05	0.87,0.945,0.809,0.749,0.822,0.902,0.927,0.802,0.855,0.802,0.77	0.89,0.892,0.804,0.985,0.989,0.889,0.928,0.86,0.905	-0.063
