ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
377	ENSG00000110076	NRXN2	chr11	-	64622752	64623078	64626462	64626552	64620293	64620372	64630401	64630573	377	56,25,18,61,66,60,15,66,72,42,25	527,484,209,744,967,466,133,530,678,221,195	59,42,25,46,19,41,23,13,5	705,620,330,323,389,533,379,419,111	190	426	0.000581473021932	0.0103281833301	0.192,0.104,0.162,0.155,0.133,0.224,0.202,0.218,0.192,0.299,0.223	0.158,0.132,0.145,0.242,0.099,0.147,0.12,0.065,0.092	0.058
397	ENSG00000174373	RALGAPA1	chr14	-	35655806	35655915	35659137	35659196	35651804	35651873	35664641	35664767	397	4,11,7,35,39,11,8,45,14,15,27	2,2,6,15,4,2,9,14,9,3,8	42,22,19,7,19,6,23,17,10	4,6,9,0,0,1,0,6,0	159	209	0.000881611654386	0.0141697833112	0.724,0.878,0.605,0.754,0.928,0.878,0.539,0.809,0.672,0.868,0.816	0.932,0.828,0.735,1.0,1.0,0.887,1.0,0.788,1.0	-0.138
406	ENSG00000132405	TBC1D14	chr4	+	6923372	6924111	6967303	6967424	6909443	6909505	6994183	6994302	406	168,127,90,268,241,119,127,322,265,118,97	43,60,43,115,100,52,104,125,116,126,130	300,311,237,175,252,250,255,183,265	105,68,95,88,84,71,111,72,66	839	221	0.000474664045375	0.00889208651936	0.507,0.358,0.355,0.38,0.388,0.376,0.243,0.404,0.376,0.198,0.164	0.429,0.546,0.397,0.344,0.441,0.481,0.377,0.401,0.514	-0.096
455	ENSG00000300022	NA	chr5	-	70203880	70203965	70207557	70207745	70201867	70202042	70219917	70220092	455	168,254,118,145,185,247,80,244,436,63,46	427,387,113,226,517,561,1410,457,715,186,547	93,106,111,186,143,208,188,117,53	215,169,246,2166,522,843,645,600,596	288	185	0.00227339139159	0.0293416002521	0.202,0.297,0.401,0.292,0.187,0.22,0.035,0.255,0.281,0.179,0.051	0.217,0.287,0.225,0.052,0.15,0.137,0.158,0.111,0.054	0.064
463	ENSG00000300022	NA	chr5	-	70207557	70207745	70219917	70220092	70203880	70203965	70221930	70222015	463	562,556,209,330,680,807,1611,653,1042,231,648	89,138,119,116,98,191,31,179,167,26,24	263,256,310,2559,695,1048,843,735,698	53,64,38,63,81,124,106,48,33	275	288	1.00047279384e-05	0.000418503961514	0.869,0.808,0.648,0.749,0.879,0.816,0.982,0.793,0.867,0.903,0.966	0.839,0.807,0.895,0.977,0.9,0.898,0.893,0.941,0.957	-0.057
471	ENSG00000300022	NA	chr5	-	70219917	70220092	70221930	70222015	70207557	70207745	70258881	70259037	471	21,61,61,51,32,117,12,65,30,11,13	262,323,179,194,274,356,189,356,656,97,95	14,23,10,21,24,20,41,12,21	123,155,151,433,230,316,311,191,110	185	275	0.000471212785051	0.00885722666447	0.106,0.219,0.336,0.281,0.148,0.328,0.086,0.213,0.064,0.144,0.169	0.145,0.181,0.09,0.067,0.134,0.086,0.164,0.085,0.221	0.06
480	ENSG00000164941	INTS8	chr8	+	94828974	94829026	94831991	94832174	94827721	94827793	94836523	94836631	480	58,51,18,45,56,33,73,63,53,51,83	329,110,153,259,238,107,621,417,196,385,490	45,51,46,52,47,26,70,67,22	281,197,476,591,344,449,541,324,262	152	283	0.0011244501804	0.017129524575	0.247,0.463,0.18,0.244,0.305,0.365,0.18,0.22,0.335,0.198,0.24	0.23,0.325,0.152,0.141,0.203,0.097,0.194,0.278,0.135	0.076
487	ENSG00000103021	CFAP263	chr16	+	58253997	58254159	58258367	58258523	58252726	58252853	58259853	58259934	487	261,131,160,179,208,58,358,340,265,415,488	139,87,104,198,203,32,364,327,251,273,287	186,189,428,191,221,267,206,157,193	152,75,214,90,116,127,203,106,92	262	256	0.00362500911933	0.0416203550384	0.647,0.595,0.601,0.469,0.5,0.639,0.49,0.504,0.508,0.598,0.624	0.545,0.711,0.661,0.675,0.651,0.673,0.498,0.591,0.672	-0.069
518	ENSG00000273217	NA	chr5	-	131548046	131548190	131592382	131592466	131521389	131521521	131603270	131603327	518	18,8,14,9,9,16,6,7,20,14,5	40,65,68,88,52,52,59,34,48,57,56	5,12,28,17,12,25,14,10,14	43,30,44,50,58,28,52,29,37	184	244	0.00380893202048	0.0432487223758	0.374,0.14,0.214,0.119,0.187,0.29,0.119,0.214,0.356,0.246,0.106	0.134,0.347,0.458,0.311,0.215,0.542,0.263,0.314,0.334	-0.109
534	ENSG00000169062	UPF3A	chr13	+	114286518	114286629	114298839	114299000	114282836	114282943	114301730	114301756	534	51,27,64,50,53,31,108,53,43,50,56	247,211,204,255,125,226,324,360,215,321,110	27,41,30,35,13,38,41,24,17	280,141,318,356,293,399,322,329,177	211	261	1.75871761599e-10	4.47236665833e-08	0.203,0.137,0.28,0.195,0.344,0.145,0.292,0.154,0.198,0.162,0.386	0.107,0.265,0.105,0.108,0.052,0.105,0.136,0.083,0.106	0.108
535	ENSG00000169062	UPF3A	chr13	+	114298839	114299000	114301730	114302025	114286518	114286629	114304788	114305808	535	41,42,48,46,24,34,47,66,44,42,9	316,276,211,371,362,314,319,426,386,255,176	41,16,49,64,73,97,84,63,37	315,241,342,282,377,368,353,271,148	261	395	0.000294093235804	0.0061761984206	0.164,0.187,0.256,0.158,0.091,0.141,0.182,0.19,0.147,0.2,0.072	0.165,0.091,0.178,0.256,0.227,0.285,0.265,0.26,0.274	-0.06
621	ENSG00000143363	PRUNE1	chr1	+	151018466	151018669	151027232	151027327	151017811	151017904	151033805	151035713	621	14,20,11,37,36,17,13,41,52,44,31	4,2,4,1,1,0,12,4,9,12,17	38,33,32,24,5,13,42,10,9	22,14,7,0,8,23,10,10,11	303	195	0.00201226453058	0.0267926398151	0.693,0.866,0.639,0.96,0.959,1.0,0.411,0.868,0.788,0.702,0.54	0.526,0.603,0.746,1.0,0.287,0.267,0.73,0.392,0.345	0.222
625	ENSG00000143363	PRUNE1	chr1	+	151025514	151025673	151027232	151027327	151017811	151017904	151033805	151035713	625	14,11,7,14,18,24,14,14,21,15,20	4,2,4,1,1,0,12,4,9,12,17	6,12,4,7,7,5,19,7,24	22,14,7,0,8,23,10,10,11	259	195	0.000525518325044	0.0095902695938	0.725,0.805,0.569,0.913,0.931,1.0,0.468,0.725,0.637,0.485,0.47	0.17,0.392,0.301,1.0,0.397,0.141,0.589,0.345,0.622	0.263
626	ENSG00000143363	PRUNE1	chr1	+	151025514	151025673	151027232	151027327	151024741	151024795	151033805	151035711	626	133,76,42,142,126,124,99,179,170,143,135	4,2,0,0,1,0,12,7,8,12,12	145,106,107,86,118,90,123,77,107	20,14,11,0,8,23,10,7,14	259	195	3.25160622872e-08	3.95126080392e-06	0.962,0.966,1.0,1.0,0.99,1.0,0.861,0.951,0.941,0.9,0.894	0.845,0.851,0.88,1.0,0.917,0.747,0.903,0.892,0.852	0.075
632	ENSG00000258674	NA	chr19	+	19526181	19526260	19527280	19527352	19516226	19516332	19527700	19527770	632	1127,330,206,914,1044,313,793,1443,1108,991,714	304,154,134,511,479,218,341,745,495,309,263	1068,857,1083,558,982,1124,971,872,713	334,308,385,167,304,294,341,193,215	179	172	1.15471552431e-07	1.09275331263e-05	0.781,0.673,0.596,0.632,0.677,0.58,0.691,0.65,0.683,0.755,0.723	0.754,0.728,0.73,0.763,0.756,0.786,0.732,0.813,0.761	-0.082
681	ENSG00000058673	ZC3H11A	chr1	+	203837965	203838064	203840305	203840374	203833790	203833853	203847183	203847687	681	179,183,126,246,264,161,292,303,339,337,302	118,142,105,214,137,128,125,169,168,239,198	219,169,249,255,349,250,338,182,191	90,87,92,115,93,112,131,78,51	199	169	3.23666971003e-09	5.50533939287e-07	0.563,0.523,0.505,0.494,0.621,0.516,0.665,0.604,0.631,0.545,0.564	0.674,0.623,0.697,0.653,0.761,0.655,0.687,0.665,0.761	-0.12
689	ENSG00000102858	MGRN1	chr16	+	4677462	4677572	4680031	4680097	4673497	4673657	4681549	4681776	689	104,60,33,161,162,69,11,88,190,28,19	14,7,11,25,20,6,0,9,17,8,0	243,243,69,65,97,115,122,66,36	22,18,2,0,0,16,5,5,0	210	166	0.000153250669415	0.00373443092339	0.854,0.871,0.703,0.836,0.865,0.901,1.0,0.885,0.898,0.735,1.0	0.897,0.914,0.965,1.0,1.0,0.85,0.951,0.913,1.0	-0.075
692	ENSG00000143156	NME7	chr1	-	169309969	169310080	169323116	169323283	169303099	169303195	169324392	169324500	692	268,115,58,159,217,36,354,336,259,322,309	51,23,24,67,89,15,64,101,123,108,69	188,180,260,119,168,214,235,133,102	32,44,73,20,42,24,40,29,43	267	211	0.00398961261594	0.0449820941299	0.806,0.798,0.656,0.652,0.658,0.655,0.814,0.724,0.625,0.702,0.78	0.823,0.764,0.738,0.825,0.76,0.876,0.823,0.784,0.652	-0.067
693	ENSG00000143156	NME7	chr1	-	169309969	169310080	169324392	169324500	169303144	169303195	169367707	169367797	693	204,56,69,152,147,36,291,218,175,351,353	51,23,24,67,89,15,70,105,122,108,69	174,149,351,127,137,158,276,98,134	32,44,67,20,42,24,42,29,43	208	211	2.42339533107e-06	0.000129826498997	0.802,0.712,0.745,0.697,0.626,0.709,0.808,0.678,0.593,0.767,0.838	0.847,0.775,0.842,0.866,0.768,0.87,0.87,0.774,0.76	-0.094
774	ENSG00000265590	CFAP298-TCP10L	chr21	-	32607648	32607716	32609837	32610005	32604124	32604283	32612104	32612146	774	359,171,90,306,298,110,508,435,416,403,391	75,42,44,71,69,23,71,97,63,43,53	479,334,652,548,715,331,645,260,358	80,85,103,18,62,63,99,41,54	268	168	0.00405818979451	0.0455714521865	0.75,0.718,0.562,0.73,0.73,0.75,0.818,0.738,0.805,0.855,0.822	0.79,0.711,0.799,0.95,0.878,0.767,0.803,0.799,0.806	-0.059
806	ENSG00000259070	LINC00639	chr14	-	38916781	38916882	38941519	38941695	38838840	38839204	38948177	38948246	806	35,41,17,18,2,32,34,27,8,30,19	1,2,0,0,0,6,0,1,2,0,0	19,13,10,44,8,35,25,17,10	0,1,0,2,7,7,4,2,0	276	201	1.21740454641e-05	0.000488559662031	0.962,0.937,1.0,1.0,1.0,0.795,1.0,0.952,0.744,1.0,1.0	1.0,0.904,1.0,0.941,0.454,0.785,0.82,0.861,1.0	0.082
811	ENSG00000114062	UBE3A	chr15	-	25407066	25407262	25408619	25408684	25405460	25405502	25409087	25409207	811	73,128,132,174,149,275,141,206,145,151,133	206,92,77,199,215,159,116,185,220,181,141	31,52,75,97,59,123,76,57,47	152,177,123,110,154,123,172,88,60	165	296	0.0004192980458	0.00813387538393	0.389,0.714,0.755,0.611,0.554,0.756,0.686,0.666,0.542,0.599,0.629	0.268,0.345,0.522,0.613,0.407,0.642,0.442,0.537,0.584	0.143
823	ENSG00000028116	VRK2	chr2	+	58028297	58028398	58033226	58033553	58026743	58026861	58048826	58048967	823	4,10,6,3,4,29,3,5,7,0,6	70,72,115,94,50,200,145,71,78,68,66	1,1,2,3,5,0,0,0,0	65,36,72,65,53,113,82,63,22	201	427	1.32192444768e-08	1.82539287711e-06	0.108,0.228,0.1,0.063,0.145,0.235,0.042,0.13,0.16,0.0,0.162	0.032,0.056,0.056,0.089,0.167,0.0,0.0,0.0,0.0	0.08
826	ENSG00000028116	VRK2	chr2	+	58033226	58033553	58048826	58048967	58026743	58026861	58084088	58084138	826	55,54,86,73,36,141,136,60,52,54,66	112,188,322,207,158,591,153,176,133,143,106	43,33,69,40,29,110,67,58,16	85,45,94,61,110,138,117,51,107	427	241	0.00409007833538	0.0458692495291	0.217,0.14,0.131,0.166,0.114,0.119,0.334,0.161,0.181,0.176,0.26	0.222,0.293,0.293,0.27,0.13,0.31,0.244,0.391,0.078	-0.066
830	ENSG00000158528	PPP1R9A	chr7	+	95120711	95120832	95161866	95161971	94909897	94911508	95198348	95198484	830	65,25,26,76,66,28,102,118,73,73,96	631,237,139,573,601,150,500,1137,712,493,345	43,33,66,13,24,34,46,26,15	500,479,649,317,555,400,779,301,97	221	205	9.70334923522e-14	7.55214611386e-11	0.087,0.089,0.148,0.11,0.092,0.148,0.159,0.088,0.087,0.121,0.205	0.074,0.06,0.086,0.037,0.039,0.073,0.052,0.074,0.125	0.052
831	ENSG00000158528	PPP1R9A	chr7	+	95120711	95120832	95161866	95161971	95111258	95111391	95198348	95198484	831	495,244,213,550,602,219,822,1074,732,825,884	631,237,139,574,601,149,500,1137,712,493,345	464,336,626,209,462,258,652,305,79	500,479,649,317,555,400,778,301,97	221	205	4.95318656069e-06	0.000237789988084	0.421,0.488,0.587,0.471,0.482,0.577,0.604,0.467,0.488,0.608,0.704	0.463,0.394,0.472,0.379,0.436,0.374,0.437,0.485,0.43	0.106
842	ENSG00000198363	ASPH	chr8	-	61583943	61584029	61618977	61619019	61576600	61576858	61633682	61633727	842	237,161,139,150,196,118,339,276,172,334,417	103,67,65,70,124,67,357,162,106,241,224	125,132,174,211,279,187,195,83,140	142,63,215,167,168,170,217,97,147	142	186	3.42471522012e-05	0.00112914487437	0.751,0.759,0.737,0.737,0.674,0.698,0.554,0.691,0.68,0.645,0.709	0.536,0.733,0.515,0.623,0.685,0.59,0.541,0.528,0.555	0.105
843	ENSG00000198363	ASPH	chr8	-	61583943	61584029	61633682	61633727	61576771	61576858	61637946	61638003	843	159,147,115,138,179,114,158,203,156,216,269	103,67,65,70,121,67,355,154,107,241,224	93,108,117,144,167,164,155,67,111	142,63,209,167,168,154,215,97,147	145	186	0.000668666968141	0.01151181837	0.664,0.738,0.694,0.717,0.655,0.686,0.363,0.628,0.652,0.535,0.606	0.457,0.687,0.418,0.525,0.56,0.577,0.48,0.47,0.492	0.112
874	ENSG00000130714	POMT1	chr9	+	131504188	131504340	131506113	131506220	131502929	131503073	131506402	131506453	874	53,25,21,63,46,3,42,42,67,36,17	150,65,97,144,146,106,216,209,174,226,163	43,62,88,52,60,64,77,41,10	134,131,169,147,90,98,206,104,47	252	207	6.77688126616e-07	4.66641872493e-05	0.225,0.24,0.151,0.264,0.206,0.023,0.138,0.142,0.24,0.116,0.079	0.209,0.28,0.3,0.225,0.354,0.349,0.235,0.245,0.149	-0.095
875	ENSG00000130714	POMT1	chr9	+	131504188	131504340	131504453	131504649	131503190	131503313	131506113	131506220	875	93,28,53,64,78,9,67,81,89,72,64	10,4,3,29,9,3,25,18,10,1,18	107,99,114,145,107,135,158,74,28	9,17,22,2,27,12,6,5,0	252	296	0.00188432657966	0.0254721283537	0.916,0.892,0.954,0.722,0.911,0.779,0.759,0.841,0.913,0.988,0.807	0.933,0.872,0.859,0.988,0.823,0.93,0.969,0.946,1.0	-0.062
889	ENSG00000198625	MDM4	chr1	+	204526359	204526434	204537458	204537497	204525483	204525596	204538208	204538308	889	10,20,11,29,26,37,9,27,37,19,18	30,18,18,29,26,24,19,15,28,33,19	42,36,32,13,42,41,35,42,17	12,11,29,2,0,2,0,10,6	175	139	2.13196127419e-12	1.07836900194e-09	0.209,0.469,0.327,0.443,0.443,0.55,0.273,0.588,0.512,0.314,0.429	0.735,0.722,0.467,0.838,1.0,0.942,1.0,0.769,0.692	-0.382
890	ENSG00000198625	MDM4	chr1	+	204530683	204530817	204537458	204537497	204525483	204525596	204538208	204538308	890	8,6,11,7,19,7,20,9,18,12,10	30,18,18,29,26,24,19,15,28,33,19	19,15,23,15,32,31,22,12,14	12,11,29,2,0,2,0,10,6	234	139	2.99803737391e-10	7.33348494395e-08	0.137,0.165,0.266,0.125,0.303,0.148,0.385,0.263,0.276,0.178,0.238	0.485,0.448,0.32,0.817,1.0,0.902,1.0,0.416,0.581	-0.437
919	ENSG00000151914	DST	chr6	-	56528840	56528925	56529447	56529774	56527492	56527734	56529973	56530133	919	483,710,369,1164,617,632,1068,780,535,933,1016	829,1138,873,1255,934,990,1066,1120,1185,1358,1315	510,417,991,1431,1608,1013,1175,644,646	858,827,1026,564,810,976,1181,549,210	427	185	3.02208271397e-05	0.00101862431005	0.202,0.213,0.155,0.287,0.223,0.217,0.303,0.232,0.164,0.229,0.251	0.205,0.179,0.295,0.524,0.462,0.31,0.301,0.337,0.571	-0.129
922	ENSG00000151914	DST	chr6	-	56529447	56529774	56529973	56530133	56528840	56528925	56532343	56532510	922	1350,1934,1505,1966,1572,1886,1466,1748,1907,2200,2031	366,620,258,615,346,419,314,480,416,495,409	1433,1242,1691,1299,1725,1567,2011,932,404	454,393,414,693,814,447,544,314,331	260	427	9.42133548953e-09	1.36710497578e-06	0.858,0.837,0.905,0.84,0.882,0.881,0.885,0.857,0.883,0.88,0.891	0.838,0.838,0.87,0.755,0.777,0.852,0.859,0.83,0.667	0.063
924	ENSG00000151914	DST	chr6	-	56529973	56530133	56532343	56532510	56528840	56528925	56535121	56535292	924	1706,2034,1925,2432,1857,2116,2460,1905,1562,2121,2122	929,1244,982,1162,992,1237,1004,1123,1281,1471,1362	1662,1306,2555,2617,3357,2357,2784,1713,1146	925,851,1150,834,1093,1047,1308,588,218	267	260	8.60451935958e-06	0.000374573686833	0.641,0.614,0.656,0.671,0.646,0.625,0.705,0.623,0.543,0.584,0.603	0.636,0.599,0.684,0.753,0.749,0.687,0.675,0.739,0.837	-0.078
927	ENSG00000151914	DST	chr6	-	56598475	56598709	56600068	56600221	56597739	56598006	56610426	56610562	927	573,1041,945,1007,661,977,895,902,729,921,1177	6981,4716,4565,5066,4521,3735,18964,7659,5224,8721,10628	713,369,850,441,692,572,882,398,197	5281,4335,11923,7820,10593,7593,10034,5121,2179	253	334	1.25455201783e-14	1.25027168105e-11	0.098,0.226,0.215,0.208,0.162,0.257,0.059,0.135,0.156,0.122,0.128	0.151,0.101,0.086,0.069,0.079,0.09,0.104,0.093,0.107	0.063
938	ENSG00000151914	DST	chr6	-	56704279	56704369	56735227	56735289	56701887	56701965	56851396	56851604	938	701,549,288,714,638,270,625,731,584,490,403	775,768,557,1108,799,615,859,958,857,929,1008	711,556,776,1151,1569,881,1059,564,218	584,626,772,861,966,862,902,564,160	162	190	2.99760216649e-15	3.66621019258e-12	0.515,0.456,0.377,0.43,0.484,0.34,0.46,0.472,0.444,0.382,0.319	0.588,0.51,0.541,0.611,0.656,0.545,0.579,0.54,0.615	-0.151
950	ENSG00000130956	HABP4	chr9	+	96465336	96465498	96465709	96465778	96458378	96458541	96471010	96471094	950	1523,575,572,1497,1777,758,1732,2221,1651,1928,1651	177,105,100,298,365,111,169,374,333,297,226	1323,1104,2088,906,1586,1394,1845,849,444	152,148,177,109,153,152,209,87,34	262	169	1.74610326198e-11	6.69356957921e-09	0.847,0.779,0.787,0.764,0.758,0.815,0.869,0.793,0.762,0.807,0.825	0.849,0.828,0.884,0.843,0.87,0.855,0.851,0.863,0.894	-0.059
956	ENSG00000115145	STAM2	chr2	-	152135508	152135603	152143826	152144013	152133401	152133484	152144887	152144957	956	122,106,90,198,203,79,141,225,238,332,313	414,153,124,342,271,99,856,493,303,640,623	146,129,146,48,85,171,188,115,79	402,221,666,195,251,465,394,311,193	287	195	0.00035400296103	0.00715922208748	0.167,0.32,0.33,0.282,0.337,0.352,0.101,0.237,0.348,0.261,0.254	0.198,0.284,0.13,0.143,0.187,0.2,0.245,0.201,0.218	0.071
971	ENSG00000196233	LCOR	chr10	+	96944112	96944245	96952102	96952196	96907667	96907747	96980792	96982041	971	27,32,24,58,61,19,37,70,40,53,81	29,7,21,43,31,24,20,40,12,34,20	27,17,54,20,8,37,21,21,15	14,19,26,44,73,23,21,30,34	233	194	0.000673012718426	0.011562313485	0.437,0.792,0.488,0.529,0.621,0.397,0.606,0.593,0.735,0.565,0.771	0.616,0.427,0.634,0.275,0.084,0.573,0.454,0.368,0.269	0.183
986	ENSG00000151090	THRB	chr3	-	24146674	24146822	24152389	24152490	24143500	24143706	24190073	24190334	986	82,16,7,120,226,14,89,221,188,146,164	457,74,27,375,601,51,853,714,364,573,888	101,48,118,12,15,59,149,52,15	420,187,918,353,556,589,773,454,106	201	248	5.89163273723e-10	1.33912119666e-07	0.181,0.211,0.242,0.283,0.317,0.253,0.114,0.276,0.389,0.239,0.186	0.229,0.241,0.137,0.04,0.032,0.11,0.192,0.124,0.149	0.105
998	ENSG00000151090	THRB	chr3	-	24237990	24238081	24297225	24297323	24228937	24229001	24337299	24337371	998	60,26,14,87,135,32,68,143,89,139,142	13,4,2,10,23,6,13,18,10,12,14	130,25,61,23,79,58,55,44,14	14,3,16,0,0,0,0,4,2	198	191	0.000916657065827	0.014577969089	0.817,0.862,0.871,0.894,0.85,0.837,0.835,0.885,0.896,0.918,0.907	0.9,0.889,0.786,1.0,1.0,1.0,1.0,0.914,0.871	-0.059
