ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
886	ENSG00000107796	ACTA2	chr10	-	88941784	88941911	88941784	88941869	88943796	88943907	886	4,4,6,1,5,8,3,6,5,12,8,5,7,7,4,3,11,5,10,13,4	35,53,22,34,98,6,118,14,44,148,100,94,38,26,16,18,84,25,126,134,20	10,8,13,7,9,15,7,6	12,7,12,5,1,3,15,22	117	75	6.42819131258e-13	9.60254905894e-10	0.068,0.046,0.149,0.019,0.032,0.461,0.016,0.216,0.068,0.049,0.049,0.033,0.106,0.147,0.138,0.097,0.077,0.114,0.048,0.059,0.114	0.348,0.423,0.41,0.473,0.852,0.762,0.23,0.149	-0.356
1144	ENSG00000137474	MYO7A	chr11	+	77206995	77207402	77207288	77207402	77206096	77206202	1144	2,2,3,12,3,2,14,1,0,3,21,3,6,4,2,0,3,0,3,2,0	3,6,7,11,6,4,4,2,2,5,8,3,4,6,2,4,2,6,6,5,1	1,0,2,5,4,1,1,1	1,7,9,13,9,3,4,5	368	75	0.000180660404944	0.0139871487854	0.12,0.064,0.08,0.182,0.092,0.092,0.416,0.092,0.0,0.109,0.349,0.169,0.234,0.12,0.169,0.0,0.234,0.0,0.092,0.075,0.0	0.169,0.0,0.043,0.073,0.083,0.064,0.048,0.039	0.063
1296	ENSG00000164062	APEH	chr3	+	49676055	49676515	49676377	49676515	49675890	49675966	1296	158,158,179,171,122,103,180,112,150,242,202,120,152,86,99,144,122,157,245,274,35	2,4,1,3,2,0,3,2,7,5,9,2,3,2,0,1,3,2,5,5,2	168,111,163,145,253,126,150,201	0,2,4,0,3,1,0,0	397	75	1.12264234147e-05	0.0014525400752	0.937,0.882,0.971,0.915,0.92,1.0,0.919,0.914,0.802,0.901,0.809,0.919,0.905,0.89,1.0,0.965,0.885,0.937,0.903,0.912,0.768	1.0,0.913,0.885,1.0,0.941,0.96,1.0,1.0	-0.055
1394	ENSG00000067715	SYT1	chr12	+	79292007	79292130	79292016	79292130	79285786	79285971	1394	2115,1200,1280,1642,681,1680,1422,1241,1835,1371,1663,1041,2191,987,958,1357,901,1308,2305,2283,919	131,160,22,475,125,38,52,132,149,94,94,154,147,126,79,84,94,142,183,593,66	1153,695,1628,850,3225,1304,1395,738	535,103,310,100,491,396,211,208	84	75	0	0.0	0.935,0.87,0.981,0.755,0.829,0.975,0.961,0.894,0.917,0.929,0.94,0.858,0.93,0.875,0.915,0.935,0.895,0.892,0.918,0.775,0.926	0.658,0.858,0.824,0.884,0.854,0.746,0.855,0.76	0.095
1423	ENSG00000082269	FAM135A	chr6	+	70524342	70526698	70524930	70526698	70523966	70524121	1423	192,136,94,379,139,190,105,114,183,131,130,141,247,209,139,213,174,257,417,725,365	21,20,10,53,13,15,10,9,17,10,39,15,15,11,13,15,13,25,48,38,11	145,142,201,159,128,128,129,89	28,16,38,24,14,18,27,11	663	75	9.08107882966e-05	0.00813603512589	0.508,0.435,0.515,0.447,0.547,0.589,0.543,0.589,0.549,0.597,0.274,0.515,0.651,0.682,0.547,0.616,0.602,0.538,0.496,0.683,0.79	0.369,0.501,0.374,0.428,0.508,0.446,0.351,0.478	0.126
1653	ENSG00000172183	ISG20	chr15	+	88650234	88652310	88652109	88652310	88639342	88639594	1653	54,31,36,171,34,59,61,44,27,63,79,48,36,15,58,50,39,88,64,191,5	4,3,1,14,0,2,1,0,0,4,10,1,3,0,3,2,3,3,12,9,0	40,57,63,33,58,50,44,50	1,0,0,1,0,0,1,5	1950	75	0.000438934216917	0.0277406425092	0.342,0.284,0.581,0.32,1.0,0.532,0.701,1.0,1.0,0.377,0.233,0.649,0.316,1.0,0.426,0.49,0.333,0.53,0.17,0.449,1.0	0.606,1.0,1.0,0.559,1.0,1.0,0.629,0.278	-0.2
1829	ENSG00000140416	TPM1	chr15	+	63043705	63044152	63044026	63044152	63042750	63042943	1829	38,36,22,22,64,27,116,12,20,67,113,52,27,15,16,7,52,17,41,49,7	37,33,21,22,36,16,69,18,13,46,39,21,16,18,10,13,32,25,34,53,8	11,14,16,21,13,13,8,29	23,11,26,19,28,10,22,26	396	75	6.05900852252e-05	0.00592628738346	0.163,0.171,0.166,0.159,0.252,0.242,0.242,0.112,0.226,0.216,0.354,0.319,0.242,0.136,0.233,0.093,0.235,0.114,0.186,0.149,0.142	0.083,0.194,0.104,0.173,0.081,0.198,0.064,0.174	0.064
1915	ENSG00000170919	TPT1-AS1	chr13	+	45344304	45344446	45344328	45344446	45341512	45341614	1915	3,0,1,1,4,7,0,1,3,4,1,1,1,1,1,1,6,2,2,2,0	2,1,1,4,3,2,1,4,1,6,1,1,3,2,1,4,3,2,4,12,2	1,1,0,0,2,0,0,2	2,0,1,3,1,6,4,7	99	75	5.35407669016e-05	0.00536452366907	0.532,0.0,0.431,0.159,0.503,0.726,0.0,0.159,0.694,0.336,0.431,0.431,0.202,0.275,0.431,0.159,0.602,0.431,0.275,0.112,0.0	0.275,1.0,0.0,0.0,0.602,0.0,0.0,0.178	0.071
1933	ENSG00000170919	TPT1-AS1	chr13	+	45390713	45390902	45390757	45390902	45389734	45389820	1933	11,20,11,33,23,14,14,9,14,13,6,10,21,24,19,16,16,28,50,21,30	1,0,0,2,2,2,1,0,1,2,0,1,2,1,1,3,1,3,6,8,3	21,13,19,14,22,19,18,11	0,0,1,0,2,1,1,0	119	75	0.000204316745058	0.015398930498	0.874,1.0,1.0,0.912,0.879,0.815,0.898,1.0,0.898,0.804,1.0,0.863,0.869,0.938,0.923,0.771,0.91,0.855,0.84,0.623,0.863	1.0,1.0,0.923,1.0,0.874,0.923,0.919,1.0	-0.072
2041	ENSG00000078808	SDF4	chr1	-	1218768	1219005	1218768	1218927	1223243	1223357	2041	52,52,65,20,39,30,51,31,28,87,50,40,40,29,39,38,52,25,35,40,10	69,76,65,69,55,55,103,53,59,147,174,51,85,51,30,44,47,35,82,136,28	39,36,33,48,77,21,53,79	52,42,40,47,109,24,40,90	153	75	0.000106920715172	0.00911391753701	0.27,0.251,0.329,0.124,0.258,0.211,0.195,0.223,0.189,0.225,0.123,0.278,0.187,0.218,0.389,0.297,0.352,0.259,0.173,0.126,0.149	0.269,0.296,0.288,0.334,0.257,0.3,0.394,0.301	-0.075
2248	ENSG00000113761	ZNF346	chr5	+	177050702	177050936	177050750	177050936	177044388	177044533	2248	8,16,8,24,16,16,13,11,14,13,15,9,14,12,13,11,11,20,26,27,8	30,37,14,36,18,12,27,21,32,24,48,22,21,27,15,12,14,30,49,58,20	26,22,22,19,30,19,10,14	21,17,29,12,28,20,20,12	123	75	0.000106085055836	0.00911391753701	0.14,0.209,0.258,0.289,0.351,0.448,0.227,0.242,0.211,0.248,0.16,0.2,0.289,0.213,0.346,0.359,0.324,0.289,0.244,0.221,0.196	0.43,0.441,0.316,0.491,0.395,0.367,0.234,0.416	-0.126
2295	ENSG00000149187	CELF1	chr11	-	47478876	47478952	47478876	47478940	47482694	47482856	2295	59,53,58,75,46,39,63,38,44,65,77,57,47,44,34,55,54,61,132,104,41	8,7,5,14,4,4,4,6,6,10,30,5,8,2,4,6,3,9,14,15,3	92,40,90,55,84,58,83,25	5,3,6,1,6,2,6,3	87	75	1.49514574311e-05	0.00187543777487	0.864,0.867,0.909,0.822,0.908,0.894,0.931,0.845,0.863,0.849,0.689,0.908,0.835,0.95,0.88,0.888,0.939,0.854,0.89,0.857,0.922	0.941,0.92,0.928,0.979,0.923,0.962,0.923,0.878	-0.057
2303	ENSG00000134982	APC	chr5	+	112819106	112819344	112819268	112819344	112815494	112815593	2303	443,392,299,537,267,248,302,325,325,324,683,379,388,240,246,329,305,356,646,1627,336	20,16,14,21,5,7,9,10,14,20,18,25,22,13,9,14,17,20,46,108,20	346,316,357,230,344,326,314,329	21,26,14,21,26,28,15,25	237	75	0.000921071612656	0.0480477737751	0.875,0.886,0.871,0.89,0.944,0.918,0.914,0.911,0.88,0.837,0.923,0.828,0.848,0.854,0.896,0.881,0.85,0.849,0.816,0.827,0.842	0.839,0.794,0.89,0.776,0.807,0.787,0.869,0.806	0.052
2367	ENSG00000077454	LRCH4	chr7	-	100574010	100575304	100574010	100574356	100575704	100575782	2367	162,161,198,192,215,161,164,136,120,261,396,150,172,123,129,207,174,137,170,205,52	2,2,1,5,3,3,3,1,1,5,7,0,0,0,3,0,2,0,2,6,0	177,132,154,155,286,127,115,238	0,2,0,1,3,0,0,3	1023	75	0.000117831733958	0.00977884369898	0.856,0.855,0.936,0.738,0.84,0.797,0.8,0.909,0.898,0.793,0.806,1.0,1.0,1.0,0.759,1.0,0.864,1.0,0.862,0.715,1.0	1.0,0.829,1.0,0.919,0.875,1.0,1.0,0.853	-0.057
2405	ENSG00000291092	PMS2P3	chr7	-	75510930	75511289	75510930	75511114	75512588	75512675	2405	18,19,8,30,16,30,16,14,12,13,26,20,16,12,9,9,23,12,21,29,5	6,5,5,6,9,5,8,8,6,6,3,4,4,6,5,1,6,6,1,9,3	18,5,19,18,33,16,16,14	10,8,7,16,26,8,8,11	250	75	0.000654453920749	0.0374703373719	0.474,0.533,0.324,0.6,0.348,0.643,0.375,0.344,0.375,0.394,0.722,0.6,0.545,0.375,0.351,0.73,0.535,0.375,0.863,0.492,0.333	0.351,0.158,0.449,0.252,0.276,0.375,0.375,0.276	0.178
2785	ENSG00000109113	RAB34	chr17	-	28717212	28717620	28717212	28717425	28718121	28718167	2785	20,28,15,25,16,20,34,16,18,26,61,14,27,29,15,9,23,17,45,79,41	1,2,1,6,6,3,4,1,6,4,7,1,14,9,3,2,2,4,4,4,2	11,14,5,17,50,2,3,15	1,1,0,0,4,1,0,0	270	75	1.8922614391e-06	0.00032730147334	0.847,0.795,0.806,0.536,0.426,0.649,0.702,0.816,0.455,0.644,0.708,0.795,0.349,0.472,0.581,0.556,0.762,0.541,0.758,0.846,0.851	0.753,0.795,1.0,1.0,0.776,0.357,1.0,1.0	-0.173
2786	ENSG00000109113	RAB34	chr17	-	28717212	28717647	28717212	28717425	28718121	28718167	2786	22,29,19,28,20,24,37,19,24,29,69,14,29,30,15,10,27,18,49,86,43	1,2,1,6,6,3,4,1,6,4,7,1,14,9,3,2,2,4,4,4,2	13,18,6,19,52,3,3,16	1,1,0,0,4,1,0,0	297	75	1.81689201284e-06	0.000321023328548	0.847,0.785,0.828,0.541,0.457,0.669,0.7,0.828,0.503,0.647,0.713,0.78,0.343,0.457,0.558,0.558,0.773,0.532,0.756,0.844,0.844	0.767,0.82,1.0,1.0,0.767,0.431,1.0,1.0	-0.183
2798	ENSG00000110888	CAPRIN2	chr12	-	30709563	30710514	30709563	30710470	30711565	30711629	2798	26,22,33,50,20,38,29,25,26,30,66,16,48,35,24,28,17,26,34,46,24	47,37,42,38,24,20,18,22,34,65,38,33,29,28,21,33,42,30,53,61,16	32,16,32,14,10,20,22,19	42,44,34,42,55,30,37,30	119	75	0.000355098775249	0.0234900897287	0.259,0.273,0.331,0.453,0.344,0.545,0.504,0.417,0.325,0.225,0.523,0.234,0.511,0.441,0.419,0.348,0.203,0.353,0.288,0.322,0.486	0.324,0.186,0.372,0.174,0.103,0.296,0.273,0.285	0.12
2943	ENSG00000223855	PDGFA-DT	chr7	+	524364	525233	524853	525233	524079	524280	2943	19,2,6,21,22,8,26,4,26,26,11,4,4,5,21,19,7,17,8,22,17	0,4,2,0,1,0,1,1,1,3,0,2,1,2,0,2,0,0,0,1,0	9,13,11,11,15,5,3,6	1,1,3,0,4,3,0,1	564	75	0.000649624977712	0.0373239078104	1.0,0.062,0.285,1.0,0.745,1.0,0.776,0.347,0.776,0.535,1.0,0.21,0.347,0.25,1.0,0.558,1.0,1.0,1.0,0.745,1.0	0.545,0.634,0.328,1.0,0.333,0.181,1.0,0.444	0.139
2951	ENSG00000124151	NCOA3	chr20	+	47634017	47634195	47634047	47634195	47633495	47633636	2951	1,2,2,7,2,2,3,0,4,1,3,3,5,1,2,4,0,0,6,3,2	17,13,20,34,12,7,9,11,18,20,9,7,14,9,8,22,30,21,29,72,24	1,4,4,0,0,0,0,0	28,21,29,20,27,17,15,8	105	75	0.000339910296533	0.0227049703298	0.04,0.099,0.067,0.128,0.106,0.169,0.192,0.0,0.137,0.034,0.192,0.234,0.203,0.074,0.152,0.115,0.0,0.0,0.129,0.029,0.056	0.025,0.12,0.09,0.0,0.0,0.0,0.0,0.0	0.073
3180	ENSG00000154743	TSEN2	chr3	+	12531538	12531659	12531569	12531659	12529761	12529873	3180	3,1,1,8,3,4,3,2,7,1,2,1,0,5,2,3,3,1,4,2,2	19,20,19,22,14,18,15,9,13,16,16,14,8,15,21,18,22,26,42,66,13	4,4,2,8,8,6,6,7	16,21,20,17,21,14,16,9	106	75	3.27110273987e-05	0.00358338401477	0.1,0.034,0.036,0.205,0.132,0.136,0.124,0.136,0.276,0.042,0.081,0.048,0.0,0.191,0.063,0.105,0.088,0.026,0.063,0.021,0.098	0.15,0.119,0.066,0.25,0.212,0.233,0.21,0.355	-0.104
3248	ENSG00000133706	LARS1	chr5	-	146130017	146131109	146130017	146130158	146132897	146133081	3248	133,119,77,170,120,141,99,72,164,121,90,110,129,152,134,142,119,146,162,312,110	3,4,4,0,2,0,6,4,0,1,0,0,0,1,4,0,2,1,2,6,0	177,135,175,100,100,104,134,57	1,2,1,0,0,0,0,1	1026	75	9.4361633729e-08	2.50088768619e-05	0.764,0.685,0.585,1.0,0.814,1.0,0.547,0.568,1.0,0.898,1.0,1.0,1.0,0.917,0.71,1.0,0.813,0.914,0.856,0.792,1.0	0.928,0.831,0.927,1.0,1.0,1.0,1.0,0.806	-0.086
3684	ENSG00000121716	PILRB	chr7	+	100353372	100354012	100353894	100354012	100353209	100353270	3684	117,123,193,281,204,164,138,73,147,239,350,117,130,89,90,128,179,142,185,199,62	1,2,2,6,3,5,3,0,2,1,7,3,0,3,4,1,2,1,3,3,2	132,152,107,169,243,110,143,196	5,4,5,6,9,7,7,8	597	75	3.34491122911e-07	7.3284775089e-05	0.936,0.885,0.924,0.855,0.895,0.805,0.852,1.0,0.902,0.968,0.863,0.83,1.0,0.788,0.739,0.941,0.918,0.947,0.886,0.893,0.796	0.768,0.827,0.729,0.78,0.772,0.664,0.72,0.755	0.135
3723	ENSG00000106976	DNM1	chr9	+	128254005	128255244	128254653	128255244	128250724	128250940	3723	1299,1039,1088,1113,785,906,1096,934,983,1387,946,1037,943,614,739,916,1006,1188,2068,1403,402	128,45,73,30,62,55,66,65,54,88,45,47,56,33,32,31,44,25,46,89,18	913,678,692,1031,1637,584,776,620	125,53,76,92,206,82,67,54	723	75	7.21644966006e-15	1.48225876018e-11	0.513,0.705,0.607,0.794,0.568,0.631,0.633,0.598,0.654,0.62,0.686,0.696,0.636,0.659,0.706,0.754,0.703,0.831,0.823,0.621,0.698	0.431,0.57,0.486,0.538,0.452,0.425,0.546,0.544	0.174
3853	ENSG00000123200	ZC3H13	chr13	-	46045390	46045516	46045390	46045513	46052697	46052759	3853	8,9,8,20,6,10,9,8,11,9,10,4,7,11,3,8,9,3,7,29,7	4,0,2,5,1,3,0,3,1,1,0,4,0,2,1,2,2,1,2,6,2	4,2,10,8,7,7,5,3	0,0,0,1,1,0,1,1	78	75	9.01413555365e-06	0.00123436627434	0.658,1.0,0.794,0.794,0.852,0.762,1.0,0.719,0.914,0.896,1.0,0.49,1.0,0.841,0.743,0.794,0.812,0.743,0.771,0.823,0.771	1.0,1.0,1.0,0.885,0.871,1.0,0.828,0.743	-0.098
4017	ENSG00000129353	SLC44A2	chr19	+	10642896	10644557	10643278	10644557	10642366	10642451	4017	164,229,167,233,146,170,195,139,149,212,263,182,141,181,95,146,215,150,280,732,111	42,45,19,60,48,44,33,15,15,52,48,26,26,75,15,28,33,27,86,352,64	98,94,69,120,175,65,69,130	24,58,29,64,55,31,11,71	457	75	0.000101941631364	0.00891013237539	0.391,0.455,0.591,0.389,0.333,0.388,0.492,0.603,0.62,0.401,0.473,0.535,0.471,0.284,0.51,0.461,0.517,0.477,0.348,0.254,0.222	0.401,0.21,0.281,0.235,0.343,0.256,0.507,0.231	0.131
4063	ENSG00000142046	TMEM91	chr19	+	41383560	41384083	41383885	41384083	41382771	41382921	4063	26,23,67,27,27,29,30,17,17,41,23,28,14,27,14,18,47,36,30,32,12	1,1,4,5,0,4,3,4,2,3,1,0,1,0,1,0,2,5,2,5,4	31,9,16,15,39,8,5,25	4,5,3,6,5,1,7,4	400	75	4.35404595521e-05	0.00458626173949	0.83,0.812,0.758,0.503,1.0,0.576,0.652,0.443,0.614,0.719,0.812,1.0,0.724,1.0,0.724,1.0,0.815,0.574,0.738,0.545,0.36	0.592,0.252,0.5,0.319,0.594,0.6,0.118,0.54	0.284
4066	ENSG00000142046	TMEM91	chr19	+	41383714	41384083	41383885	41384083	41382771	41382921	4066	28,26,53,26,25,27,34,13,14,32,23,23,15,24,12,19,47,35,33,29,17	1,1,4,5,0,4,3,4,2,3,1,0,1,0,1,0,2,5,2,5,4	25,7,12,17,30,8,4,24	4,5,3,6,5,1,7,4	246	75	1.68650267325e-05	0.00206810536767	0.895,0.888,0.802,0.613,1.0,0.673,0.776,0.498,0.681,0.765,0.875,1.0,0.821,1.0,0.785,1.0,0.878,0.681,0.834,0.639,0.564	0.656,0.299,0.549,0.463,0.647,0.709,0.148,0.647	0.279
4342	ENSG00000130731	METTL26	chr16	-	634888	635063	634888	634956	635611	635774	4342	25,24,10,30,18,28,16,17,17,21,47,10,22,21,20,17,28,19,44,63,16	1,0,1,1,1,0,0,0,2,2,3,0,0,1,0,0,0,0,3,3,1	23,5,20,19,20,15,18,33	1,0,5,0,1,1,0,6	182	75	0.000380110380722	0.0246876433835	0.912,1.0,0.805,0.925,0.881,1.0,1.0,1.0,0.778,0.812,0.866,1.0,1.0,0.896,1.0,1.0,1.0,1.0,0.858,0.896,0.868	0.905,1.0,0.622,1.0,0.892,0.861,1.0,0.694	0.057
4412	ENSG00000290831	NSUN5P2	chr7	-	72948891	72949491	72948891	72949487	72949845	72949961	4412	25,11,22,29,28,23,31,21,15,24,32,10,18,9,15,22,18,16,23,34,12	0,3,4,1,2,2,2,2,1,5,5,3,2,0,1,0,2,1,1,7,2	23,15,22,20,30,16,27,48	6,3,4,1,8,5,5,7	79	75	0.000754447226463	0.0418633243188	1.0,0.777,0.839,0.965,0.93,0.916,0.936,0.909,0.934,0.82,0.859,0.76,0.895,1.0,0.934,1.0,0.895,0.938,0.956,0.822,0.851	0.784,0.826,0.839,0.95,0.781,0.752,0.837,0.867	0.072
4442	ENSG00000250067	YJEFN3	chr19	+	19533103	19535144	19535033	19535144	19532631	19532740	4442	519,333,556,159,404,221,331,201,196,600,336,258,135,147,253,222,331,213,232,182,62	154,61,68,58,41,49,98,41,74,125,215,74,69,26,35,42,73,75,128,407,75	497,378,334,700,1061,250,351,460	90,47,97,102,80,64,82,92	2005	75	3.59363394598e-09	1.64029425001e-06	0.112,0.17,0.234,0.093,0.269,0.144,0.112,0.155,0.09,0.152,0.055,0.115,0.068,0.175,0.213,0.165,0.145,0.096,0.063,0.016,0.03	0.171,0.231,0.114,0.204,0.332,0.127,0.138,0.158	-0.057
4519	ENSG00000077380	DYNC1I2	chr2	+	171707232	171707377	171707286	171707377	171692776	171692894	4519	17,11,16,64,37,12,15,16,17,17,8,21,20,29,27,64,19,28,42,263,12	56,70,26,159,39,40,59,35,53,34,88,33,68,86,41,52,50,63,150,568,140	25,29,21,25,42,32,22,49	49,34,65,49,61,39,44,78	129	75	0.000571413198678	0.0338969735765	0.15,0.084,0.264,0.19,0.355,0.149,0.129,0.21,0.157,0.225,0.05,0.27,0.146,0.164,0.277,0.417,0.181,0.205,0.14,0.212,0.047	0.229,0.332,0.158,0.229,0.286,0.323,0.225,0.268	-0.065
4849	ENSG00000226711	FAM66C	chr12	+	8194657	8194796	8194712	8194796	8194419	8194481	4849	12,9,16,27,13,14,12,5,17,5,12,12,13,8,10,9,22,19,39,11,10	2,2,2,3,3,0,3,1,1,3,11,2,0,0,2,0,1,3,4,7,2	12,8,24,10,17,12,16,8	3,0,0,1,1,3,0,1	130	75	0.000835513520593	0.0447203849198	0.776,0.722,0.822,0.839,0.714,1.0,0.698,0.743,0.907,0.49,0.386,0.776,1.0,1.0,0.743,1.0,0.927,0.785,0.849,0.476,0.743	0.698,1.0,1.0,0.852,0.907,0.698,1.0,0.822	-0.091
4872	ENSG00000094631	HDAC6	chrX	+	48818219	48820255	48820105	48820255	48818040	48818109	4872	122,144,149,220,95,124,127,89,124,182,267,124,110,99,89,119,139,155,207,234,94	3,8,2,2,4,1,5,4,4,5,4,3,4,3,3,6,6,5,5,1,2	104,103,83,127,127,59,70,160	7,14,9,6,11,8,12,9	1961	75	1.43839617994e-09	7.87857534292e-07	0.609,0.408,0.74,0.808,0.476,0.826,0.493,0.46,0.542,0.582,0.719,0.613,0.513,0.558,0.532,0.431,0.47,0.542,0.613,0.899,0.643	0.362,0.22,0.261,0.447,0.306,0.22,0.182,0.405	0.294
