ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
674	ENSG00000182944	EWSR1	chr22	+	29298732	29299851	29298732	29298895	29299598	29299851	674	527,557,467	0,3,1	379,466,443	9,7,7	852	149	1.91211740475e-06	0.000627467036168	1.0,0.97,0.988	0.88,0.921,0.917	0.08
730	ENSG00000013441	CLK1	chr2	-	200859679	200861466	200859679	200859746	200861237	200861466	730	4136,3724,3018	153,133,123	2707,3158,2670	171,146,168	1640	149	0.000152992185497	0.0115375535444	0.711,0.718,0.69	0.59,0.663,0.591	0.092
781	ENSG00000155066	PROM2	chr2	+	95277929	95279144	95277929	95278004	95278984	95279144	781	4,4,8	3,1,0	7,13,7	0,0,0	1129	149	0.000498514613811	0.0219528949871	0.15,0.346,1.0	1.0,1.0,1.0	-0.501
783	ENSG00000175344	CHRNA7	chr15	+	32158411	32159655	32158411	32158606	32159568	32159655	783	24,16,25	16,4,4	8,9,0	4,13,10	1111	149	0.000329673661398	0.017211863355	0.167,0.349,0.456	0.211,0.085,0.0	0.225
786	ENSG00000297106	NA	chr3	+	44477745	44478669	44477745	44478209	44478581	44478669	786	1,8,8	21,15,8	0,3,0	10,19,7	521	149	0.00050478358716	0.0219528949871	0.013,0.132,0.222	0.0,0.043,0.0	0.108
805	ENSG00000255794	RMST	chr12	+	97465094	97465727	97465094	97465189	97465667	97465727	805	64,173,125	1,1,1	97,64,75	6,2,2	627	149	0.0013377961659	0.0396004335464	0.938,0.976,0.967	0.793,0.884,0.899	0.102
838	ENSG00000189046	ALKBH2	chr12	-	109092506	109093472	109092506	109092937	109093246	109093472	838	186,170,143	67,90,70	144,149,118	118,134,85	458	149	4.33328171027e-05	0.00488328526498	0.475,0.381,0.399	0.284,0.266,0.311	0.131
944	ENSG00000291129	PPIEL	chr1	-	39559215	39559660	39559215	39559365	39559633	39559660	944	105,1,3	3,0,0	26,64,60	1,8,6	417	149	0.00118950035662	0.0368706660948	0.926,1.0,1.0	0.903,0.741,0.781	0.167
975	ENSG00000179406	LINC00174	chr7	-	66491030	66491471	66491030	66491239	66491349	66491471	975	17,30,17	7,0,3	4,25,33	0,0,0	259	149	1.24919282044e-05	0.00214339221023	0.583,1.0,0.765	1.0,1.0,1.0	-0.217
1089	ENSG00000150394	CDH8	chr16	-	61647241	61654101	61647241	61647888	61653881	61654101	1089	349,416,330	0,2,5	150,341,366	0,1,0	6142	149	0.000659936986465	0.0251042451077	1.0,0.835,0.616	1.0,0.892,1.0	-0.147
1317	ENSG00000241288	LINC02614	chr3	-	125914419	125915840	125914419	125914445	125915652	125915840	1317	13,11,20	0,0,0	7,7,19	2,4,0	1356	149	2.93230236426e-06	0.000819492266623	1.0,1.0,1.0	0.278,0.161,1.0	0.52
1323	ENSG00000258388	PPT2-EGFL8	chr6	+	32166137	32166620	32166137	32166232	32166497	32166620	1323	213,246,149	2,3,3	186,132,158	8,12,3	414	149	0.000502374604592	0.0219528949871	0.975,0.967,0.947	0.893,0.798,0.95	0.083
1335	ENSG00000214279	SCART1	chr10	+	133459486	133460170	133459486	133459804	133459877	133460170	1335	5,6,2	2,11,4	2,0,1	6,14,9	222	149	0.000185620224014	0.0127178225986	0.627,0.268,0.251	0.183,0.0,0.069	0.298
1362	ENSG00000143575	HAX1	chr1	+	154273335	154273961	154273335	154273598	154273749	154273961	1362	59,56,34	5,4,5	48,49,45	12,11,17	300	149	0.000577492417849	0.0235878500849	0.854,0.874,0.772	0.665,0.689,0.568	0.193
1382	ENSG00000163449	TMEM169	chr2	+	216081918	216082232	216081918	216081979	216082146	216082232	1382	131,157,105	2,13,3	96,143,110	0,0,0	316	149	1.91961657703e-06	0.000627467036168	0.969,0.851,0.943	1.0,1.0,1.0	-0.079
1423	ENSG00000236485	LINC01945	chr2	-	131993728	131994580	131993728	131993830	131994408	131994580	1423	1,2,2	2,1,0	14,1,4	0,0,0	727	149	0.00147581328813	0.0424944783752	0.093,0.291,1.0	1.0,1.0,1.0	-0.539
1447	ENSG00000140983	RHOT2	chr16	+	668352	668699	668352	668411	668655	668699	1447	258,278,192	45,63,47	204,209,181	93,102,51	393	149	0.000175710284829	0.0124399878408	0.685,0.626,0.608	0.454,0.437,0.574	0.151
1450	ENSG00000140983	RHOT2	chr16	+	668487	668699	668487	668569	668658	668699	1450	192,215,119	8,13,14	179,147,126	4,4,1	238	149	0.000154471723452	0.0115508652207	0.938,0.912,0.842	0.966,0.958,0.987	-0.073
1472	ENSG00000130813	SHFL	chr19	+	10091249	10091630	10091249	10091353	10091475	10091630	1472	40,20,26	8,19,3	13,21,17	21,29,22	271	149	0.000673860062135	0.0254088028191	0.733,0.367,0.827	0.254,0.285,0.298	0.363
1491	ENSG00000256269	HMBS	chr11	+	119092124	119092811	119092124	119092163	119092757	119092811	1491	226,211,131	0,4,0	121,122,145	1,4,7	743	149	0.00160460341913	0.0448439461429	1.0,0.914,1.0	0.96,0.859,0.806	0.096
1495	ENSG00000166579	NDEL1	chr17	+	8443926	8444357	8443926	8444176	8444259	8444357	1495	27,20,14	10,2,0	39,17,29	1,0,1	232	149	0.000172457164436	0.0124399878408	0.634,0.865,1.0	0.962,1.0,0.949	-0.137
1497	ENSG00000291207	NA	chr7	-	45723787	45724480	45723787	45723988	45724085	45724480	1497	45,35,33	9,4,5	24,35,28	1,1,1	246	149	0.000220450541196	0.0140585304862	0.752,0.841,0.8	0.936,0.955,0.944	-0.147
1535	ENSG00000092330	TINF2	chr14	-	24241019	24241776	24241019	24241116	24241674	24241776	1535	63,44,35	0,1,4	31,33,37	6,3,8	707	149	0.0015153766397	0.0433708097302	1.0,0.903,0.648	0.521,0.699,0.494	0.279
1555	ENSG00000293313	ZNF37BP	chr10	-	42551989	42552596	42551989	42552280	42552569	42552596	1555	127,159,97	16,10,5	102,124,142	1,6,3	438	149	0.00120550412781	0.0371679065723	0.73,0.844,0.868	0.972,0.875,0.942	-0.116
1647	ENSG00000115392	FANCL	chr2	-	58161521	58163517	58161521	58161638	58163433	58163517	1647	240,270,185	4,0,1	252,295,294	8,10,4	1944	149	0.00107642789026	0.0350690649888	0.821,1.0,0.934	0.707,0.693,0.849	0.169
1684	ENSG00000204435	CSNK2B	chr6	+	31666820	31668654	31666820	31666903	31668538	31668654	1684	99,84,67	0,0,0	77,80,81	2,0,4	1784	149	0.000798052965856	0.0290540202359	1.0,1.0,1.0	0.763,1.0,0.628	0.203
1829	ENSG00000145029	NICN1	chr3	-	49424948	49425438	49424948	49425146	49425366	49425438	1829	130,181,104	15,3,9	88,128,116	18,19,15	369	149	0.00183772774154	0.0478413397263	0.778,0.961,0.824	0.664,0.731,0.757	0.137
1852	ENSG00000227258	SMIM2-AS1	chr13	+	44142344	44143737	44142344	44142696	44143556	44143737	1852	9,1,4	0,1,0	5,8,4	2,7,0	1009	149	0.000485389050581	0.0219528949871	1.0,0.129,1.0	0.27,0.144,1.0	0.238
1897	ENSG00000114388	NPRL2	chr3	-	50349664	50350022	50349664	50349833	50349930	50350022	1897	26,22,38	160,137,82	16,19,15	189,123,139	246	149	0.000970145231907	0.0324588732168	0.09,0.089,0.219	0.049,0.086,0.061	0.067
1924	ENSG00000049089	COL9A2	chr1	-	40312058	40312479	40312058	40312112	40312455	40312479	1924	18,26,19	71,70,49	8,8,8	99,62,54	492	149	1.74249657416e-05	0.00271429548322	0.071,0.101,0.105	0.024,0.038,0.043	0.057
2090	ENSG00000033011	ALG1	chr16	+	5078756	5079807	5078756	5078878	5079747	5079807	2090	13,8,10	5,2,5	5,2,6	7,14,5	1018	149	0.000397043198129	0.0198563393085	0.276,0.369,0.226	0.095,0.02,0.149	0.202
2093	ENSG00000182310	SPACA6	chr19	+	51704029	51704480	51704029	51704186	51704269	51704480	2093	62,34,38	88,101,62	33,30,15	148,91,67	232	149	0.000277060723147	0.0156500485823	0.312,0.178,0.282	0.125,0.175,0.126	0.115
2106	ENSG00000143494	VASH2	chr1	+	212951338	212951818	212951338	212951392	212951588	212951818	2106	354,231,206	4,3,0	166,277,199	17,2,8	345	149	2.52239255977e-05	0.0034735904497	0.975,0.971,1.0	0.808,0.984,0.915	0.08
2227	ENSG00000146247	PHIP	chr6	-	78955612	78958600	78955612	78955682	78958474	78958600	2227	1211,1323,1095	121,144,114	881,929,943	149,147,121	2941	149	0.00080363438445	0.029145549317	0.336,0.318,0.327	0.231,0.243,0.283	0.075
2265	ENSG00000142046	TMEM91	chr19	+	41382771	41384083	41382771	41382921	41383714	41384083	2265	153,137,139	3,3,2	120,169,111	10,17,7	942	149	8.36926901926e-06	0.00180738168684	0.89,0.878,0.917	0.655,0.611,0.715	0.235
2308	ENSG00000290739	NA	chr16	+	90094966	90096354	90094966	90095133	90095810	90096354	2308	2,0,0	0,8,5	2,1,2	0,0,0	826	149	1.26777477405e-11	6.02319795151e-08	1.0,0.0,0.0	1.0,1.0,1.0	-0.667
2627	ENSG00000170581	STAT2	chr12	-	56356131	56356578	56356131	56356281	56356440	56356578	2627	1,1,0	3,1,2	7,1,1	2,2,1	308	149	0.00144478880425	0.0419944714416	0.139,0.326,0.0	0.629,0.195,0.326	-0.228
2668	ENSG00000117385	P3H1	chr1	-	42754868	42755217	42754868	42754990	42755164	42755217	2668	300,329,247	493,421,355	251,334,226	567,594,509	323	149	0.000428017937941	0.0209353539467	0.219,0.265,0.243	0.17,0.206,0.17	0.06
2689	ENSG00000290823	NA	chr15	+	101975923	101976559	101975923	101976032	101976132	101976559	2689	0,5,1	1,0,0	1,1,2	1,3,5	249	149	0.000287940519781	0.0159070396451	0.0,1.0,1.0	0.374,0.166,0.193	0.422
2701	ENSG00000099956	SMARCB1	chr22	+	23800943	23803422	23800943	23801964	23803294	23803422	2701	197,232,225	0,2,0	164,155,187	4,6,4	1479	149	3.51042992985e-06	0.000953031576955	1.0,0.921,1.0	0.805,0.722,0.825	0.19
2707	ENSG00000005961	ITGA2B	chr17	-	44384310	44384585	44384310	44384354	44384537	44384585	2707	1,4,5	10,20,18	0,1,0	18,16,5	332	149	0.00114710850868	0.0362120433537	0.043,0.082,0.111	0.0,0.027,0.0	0.07
2715	ENSG00000260001	TGFBR3L	chr19	+	7917472	7917859	7917472	7917599	7917700	7917859	2715	9,15,14	1,6,0	12,5,10	8,4,14	250	149	0.000500685399772	0.0219528949871	0.843,0.598,1.0	0.472,0.427,0.299	0.414
2802	ENSG00000092098	RNF31	chr14	+	24150597	24151379	24150597	24150888	24151130	24151379	2802	81,114,102	247,246,148	72,80,79	329,227,241	391	149	0.000607726789662	0.0241016651748	0.111,0.15,0.208	0.077,0.118,0.111	0.054
3001	ENSG00000140694	PARN	chr16	-	14591912	14593378	14591912	14592033	14593300	14593378	3001	41,20,8	0,0,0	18,9,21	0,4,4	1416	149	6.32738067607e-07	0.000353663359906	1.0,1.0,1.0	1.0,0.191,0.356	0.484
3068	ENSG00000230805	NA	chr14	-	101071977	101074129	101071977	101072900	101074032	101074129	3068	51,65,41	6,5,5	44,63,42	0,3,0	1281	149	0.000189400427777	0.0128548776053	0.497,0.602,0.488	1.0,0.71,1.0	-0.374
3073	ENSG00000169169	CPT1C	chr19	+	49705006	49705298	49705006	49705114	49705213	49705298	3073	144,127,124	440,463,338	186,196,176	361,415,377	248	149	0.000212603952534	0.0139883576348	0.164,0.141,0.181	0.236,0.221,0.219	-0.063
3085	ENSG00000290474	NA	chr6	-	26877922	26878835	26877922	26878415	26878699	26878835	3085	10,13,26	0,0,1	18,16,22	2,7,0	433	149	0.000174525836683	0.0124399878408	1.0,1.0,0.899	0.756,0.44,1.0	0.234
3154	ENSG00000179057	IGSF22	chr11	-	18710326	18710828	18710326	18710455	18710654	18710828	3154	2,4,4	0,2,0	4,0,2	2,2,0	348	149	0.00190634851239	0.0489632193422	1.0,0.461,1.0	0.461,0.0,1.0	0.333
3273	ENSG00000145495	MARCHF6	chr5	+	10400783	10402139	10400783	10400842	10402058	10402139	3273	3412,4003,3131	1187,1108,913	2581,2813,2680	1111,1229,1009	1365	149	0.000377385260441	0.0191029224167	0.239,0.283,0.272	0.202,0.2,0.225	0.056
3290	ENSG00000290890	PDPR2P	chr16	-	74352039	74352378	74352039	74352203	74352296	74352378	3290	3,1,0	37,32,29	3,4,15	24,28,25	242	149	1.93140341128e-05	0.00296003148613	0.048,0.019,0.0	0.071,0.081,0.27	-0.118
3429	ENSG00000121310	ECHDC2	chr1	-	52897436	52899224	52897436	52897484	52899173	52899224	3429	25,18,33	36,34,29	26,37,23	15,14,21	1838	149	0.00149809192287	0.0430056478886	0.053,0.041,0.084	0.123,0.176,0.082	-0.068
3543	ENSG00000197375	SLC22A5	chr5	+	132384146	132385499	132384146	132384314	132385327	132385499	3543	37,21,17	1,7,1	31,27,36	0,0,0	1162	149	2.29639823268e-07	0.000144081611105	0.826,0.278,0.686	1.0,1.0,1.0	-0.403
3643	ENSG00000255717	SNHG1	chr11	-	62851986	62853115	62851986	62852681	62853074	62853115	3643	709,737,583	19,14,6	725,621,465	47,23,27	542	149	1.94932983755e-07	0.000132303800831	0.911,0.935,0.964	0.809,0.881,0.826	0.098
3664	ENSG00000255717	SNHG1	chr11	-	62853551	62854551	62853551	62854064	62854518	62854551	3664	659,828,618	612,777,581	658,570,470	835,766,629	603	149	0.000262965459256	0.0152359621576	0.21,0.208,0.208	0.163,0.155,0.156	0.051
3673	ENSG00000255717	SNHG1	chr11	-	62853800	62855216	62853800	62854551	62855132	62855216	3673	514,607,413	105,125,111	599,463,367	240,144,144	730	149	1.18174592402e-05	0.00214339221023	0.5,0.498,0.432	0.337,0.396,0.342	0.118
3720	ENSG00000213918	DNASE1	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341	3720	57,49,36	13,13,3	60,46,55	3,4,3	224	149	0.00125517351074	0.0378624085684	0.745,0.715,0.889	0.93,0.884,0.924	-0.13
3751	ENSG00000115459	ELMOD3	chr2	+	85371085	85371562	85371085	85371209	85371439	85371562	3751	44,20,22	62,39,34	5,9,24	50,55,55	379	149	2.75996862814e-05	0.00357207683897	0.218,0.168,0.203	0.038,0.06,0.146	0.115
3764	ENSG00000243836	WDR86-AS1	chr7	+	151411669	151413048	151411669	151411792	151412718	151413048	3764	14,16,11	0,0,0	16,25,8	0,3,7	1075	149	1.5847645527e-06	0.000571953119062	1.0,1.0,1.0	1.0,0.536,0.137	0.442
3843	ENSG00000089280	FUS	chr16	+	31184938	31188357	31184938	31185179	31188324	31188357	3843	6859,7242,6281	46,33,35	4796,5781,5786	80,46,57	3294	149	1.60697809366e-05	0.00263267342172	0.871,0.908,0.89	0.731,0.85,0.821	0.089
3891	ENSG00000234741	GAS5	chr1	-	173865856	173866206	173865856	173865952	173866176	173866206	3891	208,232,146	0,5,2	178,248,164	6,9,12	373	149	0.000132367163703	0.0104812732459	1.0,0.949,0.967	0.922,0.917,0.845	0.077
4024	ENSG00000211456	SACM1L	chr3	+	45732052	45737652	45732052	45732151	45737582	45737652	4024	895,984,783	6,7,3	633,821,803	12,11,12	5580	149	0.00110458134291	0.0355787522723	0.799,0.79,0.875	0.585,0.666,0.641	0.191
4047	ENSG00000255104	ZNF286A-TBC1D26	chr17	+	15737483	15738387	15737483	15738077	15738279	15738387	4047	2,4,9	3,0,5	2,8,7	1,0,0	351	149	0.000144835568327	0.0111888420345	0.221,1.0,0.433	0.459,1.0,1.0	-0.268
4114	ENSG00000169032	MAP2K1	chr15	+	66487227	66489763	66487227	66487292	66489717	66489763	4114	149,181,113	0,0,0	181,171,136	1,3,2	2574	149	0.00132540199371	0.0393561554507	1.0,1.0,1.0	0.913,0.767,0.797	0.174
4209	ENSG00000233639	PANTR1	chr2	-	104754325	104754661	104754325	104754440	104754559	104754661	4209	5,0,4	2,1,2	1,2,1	0,0,0	268	149	0.000219042551584	0.0140585304862	0.582,0.0,0.527	1.0,1.0,1.0	-0.63
4278	ENSG00000232956	SNHG15	chr7	-	44983022	44984426	44983022	44984046	44984356	44984426	4278	159,125,125	220,193,172	127,127,94	224,306,207	459	149	0.0015597004698	0.0441079579287	0.19,0.174,0.191	0.155,0.119,0.128	0.051
4294	ENSG00000158290	CUL4B	chrX	-	120538659	120540562	120538659	120538770	120540369	120540562	4294	47,89,78	2,0,0	64,50,70	0,2,6	1748	149	0.00167839156452	0.0458278064542	0.667,1.0,1.0	1.0,0.681,0.499	0.162
4431	ENSG00000075826	SEC31B	chr10	-	100505360	100506201	100505360	100505495	100506039	100506201	4431	221,176,166	0,2,1	108,133,167	3,7,5	693	149	2.17003793272e-05	0.00317226160565	1.0,0.95,0.973	0.886,0.803,0.878	0.119
4527	ENSG00000114626	ABTB1	chr3	+	127676535	127677286	127676535	127676581	127677167	127677286	4527	42,21,16	1,0,0	21,37,24	3,9,1	735	149	2.72608592045e-06	0.000784947527761	0.895,1.0,1.0	0.587,0.455,0.83	0.341
4555	ENSG00000185340	GAS2L1	chr22	+	29307057	29308738	29307057	29307186	29308086	29308738	4555	183,197,127	12,0,0	160,172,180	0,0,0	1049	149	9.59511505226e-05	0.0088049256927	0.684,1.0,1.0	1.0,1.0,1.0	-0.105
4609	ENSG00000184634	MED12	chrX	+	71137186	71137635	71137186	71137383	71137560	71137635	4609	12,17,18	1,1,2	20,27,9	5,11,6	326	149	0.000697369715158	0.0260882166671	0.846,0.886,0.804	0.646,0.529,0.407	0.318
4659	ENSG00000135409	AMHR2	chr12	+	53425454	53425919	53425454	53425487	53425685	53425919	4659	9,5,21	0,0,0	2,1,10	3,1,3	347	149	4.8974774014e-08	4.23053002437e-05	1.0,1.0,1.0	0.223,0.3,0.589	0.629
4698	ENSG00000237491	LINC01409	chr1	+	803918	805270	803918	804222	804775	805270	4698	7,11,17	1,0,0	2,6,9	1,7,6	702	149	1.40771763135e-08	2.53082034773e-05	0.598,1.0,1.0	0.298,0.154,0.241	0.635
4707	ENSG00000141505	ASGR1	chr17	-	7176980	7178588	7176980	7177076	7178493	7178588	4707	331,266,222	0,1,3	178,258,235	7,6,7	1566	149	1.22460812167e-05	0.00214339221023	1.0,0.962,0.876	0.708,0.804,0.762	0.188
4720	ENSG00000165525	NEMF	chr14	-	49784924	49785320	49784924	49785004	49785219	49785320	4720	112,116,67	1,1,0	105,118,96	1,4,7	364	149	0.000531775711661	0.0225577357688	0.979,0.979,1.0	0.977,0.924,0.849	0.069
4740	ENSG00000237037	NDUFA6-DT	chr22	+	42124046	42124562	42124046	42124130	42124519	42124562	4740	7,5,1	1,1,0	3,3,0	0,1,4	538	149	0.00119125389298	0.0368706660948	0.66,0.581,1.0	1.0,0.454,0.0	0.262
4741	ENSG00000237037	NDUFA6-DT	chr22	+	42136198	42136714	42136198	42136282	42136671	42136714	4741	27,19,23	1,11,0	10,36,10	0,1,0	538	149	0.000600511992907	0.0240452062941	0.882,0.324,1.0	1.0,0.909,1.0	-0.234
4770	ENSG00000128159	TUBGCP6	chr22	-	50219956	50221874	50219956	50220015	50220191	50221874	4770	236,208,149	2,1,2	147,169,129	3,13,2	325	149	0.000199612988426	0.013451933447	0.982,0.99,0.972	0.957,0.856,0.967	0.055
4775	ENSG00000245281	ASAH1-AS1	chr8	+	18086882	18088211	18086882	18086936	18087024	18088211	4775	1,2,0	4,5,3	7,8,2	0,3,13	237	149	0.00167413758533	0.0458278064542	0.136,0.201,0.0	1.0,0.626,0.088	-0.459
4777	ENSG00000245281	ASAH1-AS1	chr8	+	18087024	18088211	18087024	18087137	18087999	18088211	4777	16,11,2	0,0,1	13,21,14	3,0,6	1011	149	0.000521845285836	0.0223359184956	1.0,1.0,0.228	0.39,1.0,0.256	0.194
4818	ENSG00000174233	ADCY6	chr12	-	48773468	48774098	48773468	48773647	48773939	48774098	4818	70,87,48	156,182,123	22,53,29	181,140,185	441	149	9.4105655124e-07	0.000495576360737	0.132,0.139,0.116	0.039,0.113,0.05	0.062
4930	ENSG00000120699	EXOSC8	chr13	+	37000785	37001801	37000785	37000822	37001748	37001801	4930	279,335,295	1,0,0	273,289,260	3,4,3	1075	149	0.00058902703216	0.0238167440833	0.975,1.0,1.0	0.927,0.909,0.923	0.072
5004	ENSG00000165282	PIGO	chr9	-	35091239	35092767	35091239	35091291	35092526	35092767	5004	767,925,636	10,1,6	952,714,912	3,0,0	1384	149	9.55801249245e-05	0.0088049256927	0.892,0.99,0.919	0.972,1.0,1.0	-0.057
5048	ENSG00000117266	CDK18	chr1	+	205523146	205523625	205523146	205523297	205523482	205523625	5048	16,3,6	16,6,6	3,12,0	20,36,18	334	149	0.000278347527931	0.0156500485823	0.308,0.182,0.308	0.063,0.129,0.0	0.202
5075	ENSG00000142541	RPL13A	chr19	+	49489849	49490576	49489849	49489912	49490474	49490576	5075	300,262,230	5,2,2	317,346,271	41,25,7	711	149	1.48614604067e-07	0.00010862584368	0.926,0.965,0.96	0.618,0.744,0.89	0.2
5076	ENSG00000142541	RPL13A	chr19	+	49489849	49490576	49489849	49489922	49490474	49490576	5076	290,251,218	33,39,19	291,328,251	71,80,59	701	149	4.36833558749e-05	0.00488328526498	0.651,0.578,0.709	0.466,0.466,0.475	0.177
5082	ENSG00000142541	RPL13A	chr19	+	49489849	49490864	49489849	49490297	49490778	49490864	5082	263,236,213	2,1,1	276,214,200	8,4,8	630	149	5.34411211727e-05	0.00560597075282	0.969,0.982,0.981	0.891,0.927,0.855	0.086
5116	ENSG00000213928	IRF9	chr14	+	24164062	24164955	24164062	24164134	24164586	24164955	5116	87,101,56	1,10,2	126,83,90	0,0,0	601	149	1.24945427371e-06	0.000535814971747	0.956,0.715,0.874	1.0,1.0,1.0	-0.152
5208	ENSG00000224383	PRR29	chr17	+	63998706	63999074	63998706	63998782	63998967	63999074	5208	1,1,5	18,17,17	4,6,5	6,11,8	334	149	0.00182040298098	0.0476885371898	0.024,0.026,0.116	0.229,0.196,0.218	-0.159
5374	ENSG00000169045	HNRNPH1	chr5	-	179616125	179617110	179616125	179616218	179617020	179617110	5374	2055,2201,1906	361,310,303	1773,1810,1976	413,411,358	951	149	0.00163002933825	0.0451320734955	0.471,0.527,0.496	0.402,0.408,0.464	0.073
5403	ENSG00000008517	IL32	chr16	+	3067376	3067613	3067376	3067415	3067553	3067613	5403	2,2,0	24,27,16	18,9,19	63,21,47	287	149	1.62520882074e-06	0.000571953119062	0.041,0.037,0.0	0.129,0.182,0.173	-0.135
5607	ENSG00000163704	PRRT3	chr3	-	9945541	9948001	9945541	9945711	9946084	9948001	5607	140,115,100	3,0,1	75,107,112	8,3,3	522	149	0.00124332905618	0.0378624085684	0.93,1.0,0.966	0.728,0.911,0.914	0.114
5623	ENSG00000142089	IFITM3	chr11	-	320112	320841	320112	320248	320564	320841	5623	14,25,5	1,0,1	21,23,20	7,1,4	465	149	0.000702547586672	0.0261788516414	0.818,1.0,0.616	0.49,0.881,0.616	0.149
5642	ENSG00000150433	TMEM218	chr11	-	125102131	125102809	125102131	125102317	125102636	125102809	5642	122,190,106	27,47,29	154,139,155	18,15,17	468	149	4.92000580543e-05	0.00531248808673	0.59,0.563,0.538	0.731,0.747,0.744	-0.177
5678	ENSG00000102393	GLA	chrX	-	101400665	101401809	101400665	101400757	101401232	101401809	5678	223,298,304	4,7,8	450,253,297	27,17,26	624	149	4.58228770139e-06	0.00117850925017	0.93,0.91,0.901	0.799,0.78,0.732	0.143
5696	ENSG00000310526	WASH7P	chr1	-	15795	16765	15795	15947	16606	16765	5696	143,126,109	2,0,1	95,96,85	2,10,1	808	149	0.000505965481181	0.0219528949871	0.93,1.0,0.953	0.898,0.639,0.94	0.135
5792	ENSG00000124493	GRM4	chr6	-	34058973	34062028	34058973	34059128	34061892	34062028	5792	29,3,6	5,3,0	10,2,8	0,1,0	2913	149	0.00156605137395	0.044156142894	0.229,0.049,1.0	1.0,0.093,1.0	-0.272
5878	ENSG00000162231	NXF1	chr11	-	62798538	62800486	62798538	62798575	62800376	62800486	5878	2888,2720,2139	416,445,374	2127,2380,2286	523,487,497	1950	149	0.000377957210518	0.0191029224167	0.347,0.318,0.304	0.237,0.272,0.26	0.067
5962	ENSG00000115282	TTC31	chr2	+	74492003	74494559	74492003	74492055	74492138	74494559	5962	19,32,20	119,103,76	12,15,8	116,119,74	232	149	0.000908915745376	0.0310470781395	0.093,0.166,0.145	0.062,0.075,0.065	0.067
