ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1034	ENSG00000168890	TMEM150A	chr2	-	85601020	85601482	85601020	85601107	85601883	85602064	1034	402,394,227	22,30,22	567,332,427	16,15,13	524	149	0.000174002827227	0.0161362621847	0.839,0.789,0.746	0.91,0.863,0.903	-0.101
1040	ENSG00000197619	ZNF615	chr19	-	52004416	52004849	52004416	52004723	52007292	52007330	1040	1,9,6	0,7,2	3,1,3	0,1,0	275	149	0.000392150380131	0.0263204254383	1.0,0.411,0.619	1.0,0.351,1.0	-0.107
1211	ENSG00000137474	MYO7A	chr11	+	77201447	77201638	77201450	77201638	77199648	77199818	1211	13,10,10	0,0,2	6,6,8	0,2,5	152	149	0.000742969042872	0.0429697077985	1.0,1.0,0.831	1.0,0.746,0.611	0.158
1594	ENSG00000101327	PDYN	chr20	-	1982955	1983103	1982955	1983100	1992583	1992643	1594	21,40,26	13,11,6	5,2,18	12,8,26	152	149	5.04624101771e-06	0.00193871773957	0.613,0.781,0.809	0.29,0.197,0.404	0.437
1601	ENSG00000023041	ZDHHC6	chr10	-	112442191	112442351	112442191	112442259	112443514	112443606	1601	365,403,322	43,40,32	442,417,391	12,26,34	241	149	0.000469879224693	0.0302325057558	0.84,0.862,0.862	0.958,0.908,0.877	-0.06
1668	ENSG00000206417	H1-10-AS1	chr3	+	129317773	129318310	129317931	129318310	129317153	129317345	1668	72,100,80	20,41,26	119,60,71	16,11,10	307	149	0.000177741508964	0.0163887827922	0.636,0.542,0.599	0.783,0.726,0.775	-0.169
1673	ENSG00000206417	H1-10-AS1	chr3	+	129317823	129318310	129317931	129318310	129317153	129317345	1673	43,60,46	20,41,26	78,32,36	16,11,10	257	149	0.000828936441804	0.0447348442306	0.555,0.459,0.506	0.739,0.628,0.676	-0.174
1747	ENSG00000179406	LINC00174	chr7	-	66400922	66401027	66400922	66400980	66402456	66402545	1747	6,2,6	4,1,1	2,1,7	1,0,0	196	149	0.000622296840628	0.0376219767197	0.533,0.603,0.82	0.603,1.0,1.0	-0.216
2087	ENSG00000197798	FAM118B	chr11	+	126261424	126261484	126261427	126261484	126256566	126256852	2087	297,312,208	100,115,75	293,265,212	163,138,112	152	149	0.000765274805296	0.0431764834205	0.744,0.727,0.731	0.638,0.653,0.65	0.087
2659	ENSG00000213996	TM6SF2	chr19	-	19269686	19270442	19269686	19270389	19271021	19271125	2659	12,15,21	0,0,0	11,12,14	4,0,3	202	149	0.000306482318598	0.0222796490577	1.0,1.0,1.0	0.67,1.0,0.775	0.185
2847	ENSG00000293313	ZNF37BP	chr10	-	42551989	42552451	42551989	42552280	42552569	42552596	2847	39,39,24	16,10,5	38,35,53	1,6,3	320	149	0.000552673644187	0.0342997766254	0.532,0.645,0.691	0.947,0.731,0.892	-0.234
2859	ENSG00000138380	CARF	chr2	+	202924296	202924415	202924356	202924415	202917876	202918043	2859	4,4,2	14,19,4	9,5,12	4,6,4	209	149	0.000101476358325	0.0110872998081	0.169,0.131,0.263	0.616,0.373,0.681	-0.369
2920	ENSG00000109113	RAB34	chr17	-	28717212	28717425	28717212	28717291	28718121	28718268	2920	731,662,555	58,39,35	914,856,738	122,79,75	283	149	0.000325685870234	0.0232533946995	0.869,0.899,0.893	0.798,0.851,0.838	0.058
3078	ENSG00000181135	ZNF707	chr8	+	143691596	143691713	143691609	143691713	143691072	143691199	3078	16,10,9	0,2,0	4,22,8	2,5,3	162	149	0.000373060509301	0.0256579887215	1.0,0.821,1.0	0.648,0.802,0.71	0.22
3161	ENSG00000071553	ATP6AP1	chrX	+	154434830	154435050	154434985	154435050	154434207	154434446	3161	36,32,25	0,2,0	17,7,13	4,3,0	304	149	0.00061511422415	0.037596526973	1.0,0.887,1.0	0.676,0.534,1.0	0.226
3164	ENSG00000137269	LRRC1	chr6	+	53897284	53897359	53897288	53897359	53896828	53896892	3164	69,75,34	2,1,0	106,65,57	11,5,3	153	149	0.000148616395243	0.0142742509145	0.971,0.986,1.0	0.904,0.927,0.949	0.059
3181	ENSG00000042753	AP2S1	chr19	-	46839464	46839620	46839464	46839578	46850133	46850316	3181	50,18,39	10,8,6	31,26,22	19,16,17	191	149	0.000841313031008	0.0450743655488	0.796,0.637,0.835	0.56,0.559,0.502	0.216
3259	ENSG00000241962	NA	chr2	+	99321125	99321265	99321152	99321265	99215997	99216114	3259	7,6,3	0,2,0	4,4,2	4,4,2	176	149	2.82861458605e-05	0.00536970881888	1.0,0.717,1.0	0.458,0.458,0.458	0.448
3335	ENSG00000029534	ANK1	chr8	-	41672353	41672529	41672353	41672426	41684543	41684690	3335	42,38,30	19,16,17	38,27,45	6,5,9	252	149	0.000719786902265	0.0420814545469	0.567,0.584,0.511	0.789,0.761,0.747	-0.212
3344	ENSG00000035115	SH3YL1	chr2	-	263210	263372	263210	263368	263563	263762	3344	0,1,0	4,0,1	2,2,0	0,0,2	153	149	0.000173551508214	0.0161362621847	0.0,1.0,0.0	1.0,1.0,0.0	-0.333
3553	ENSG00000083799	CYLD	chr16	+	50749548	50750202	50749575	50750202	50742761	50742822	3553	6,2,4	3,4,2	4,2,2	1,0,0	176	149	3.30506507279e-05	0.00592561444606	0.629,0.297,0.629	0.772,1.0,1.0	-0.406
3874	ENSG00000164066	INTU	chr4	+	127685441	127687867	127687677	127687867	127684408	127684486	3874	390,394,281	55,75,28	277,281,268	55,94,83	2385	149	7.7429531679e-05	0.00961079171671	0.307,0.247,0.385	0.239,0.157,0.168	0.125
3943	ENSG00000221914	PPP2R2A	chr8	+	26358906	26359032	26358911	26359032	26354467	26354633	3943	0,1,0	2,5,5	2,2,3	3,1,5	154	149	6.66841931507e-06	0.00217994281488	0.0,0.162,0.0	0.392,0.659,0.367	-0.419
4045	ENSG00000185499	MUC1	chr1	-	155188162	155188231	155188162	155188212	155188327	155188503	4045	7,9,8	0,2,0	4,7,5	3,0,5	168	149	0.000833977125091	0.0448568496349	1.0,0.8,1.0	0.542,1.0,0.47	0.263
4114	ENSG00000149474	KAT14	chr20	+	18161819	18162239	18161822	18162239	18150820	18150942	4114	11,0,1	4,8,0	3,6,4	0,0,0	152	149	3.71553788132e-05	0.00632752605983	0.729,0.0,1.0	1.0,1.0,1.0	-0.424
4133	ENSG00000092068	SLC7A8	chr14	-	23128018	23128364	23128018	23128196	23129649	23129799	4133	0,2,0	29,18,33	9,3,3	42,12,19	317	149	8.00896690714e-05	0.00981031324326	0.0,0.05,0.0	0.092,0.105,0.069	-0.072
4281	ENSG00000159214	CCDC24	chr1	+	43993886	43993964	43993889	43993964	43991846	43992004	4281	3,0,1	19,14,12	2,5,10	12,6,5	152	149	0.000245318435609	0.019856592992	0.134,0.0,0.076	0.14,0.45,0.662	-0.347
4387	ENSG00000291027	UBE2Q2P1	chr15	-	84569504	84569683	84569504	84569679	84570598	84570643	4387	12,12,10	0,1,0	4,7,13	0,6,3	153	149	9.55790163073e-05	0.0107850559939	1.0,0.921,1.0	1.0,0.532,0.808	0.194
4409	ENSG00000245526	MIR9-2HG	chr5	-	88540509	88541120	88540509	88541041	88542034	88542070	4409	28,23,19	0,4,4	12,17,19	0,1,0	228	149	0.000817447644865	0.044411903022	1.0,0.79,0.756	1.0,0.917,1.0	-0.124
4814	ENSG00000085998	POMGNT1	chr1	-	46196011	46196849	46196011	46196077	46196969	46197084	4814	830,796,649	16,42,19	807,830,815	15,12,12	921	149	0.000990331370706	0.0496143250267	0.894,0.754,0.847	0.897,0.918,0.917	-0.079
4912	ENSG00000048740	CELF2	chr10	+	11321188	11321386	11321206	11321386	11320856	11320898	4912	23,8,8	14,5,2	15,24,9	0,2,2	167	149	9.20886625025e-05	0.0106760463597	0.594,0.588,0.781	1.0,0.915,0.801	-0.251
5162	ENSG00000089091	DZANK1	chr20	-	18465249	18465452	18465249	18465379	18466861	18467001	5162	2,1,0	7,0,2	1,8,1	0,0,3	222	149	0.000586344207798	0.0361116417444	0.161,1.0,0.0	1.0,1.0,0.183	-0.341
5212	ENSG00000099953	MMP11	chr22	+	23781787	23782483	23782225	23782483	23781192	23781409	5212	18,22,26	73,105,62	6,5,10	135,85,112	587	149	5.2935069661e-09	1.22022897721e-05	0.059,0.05,0.096	0.011,0.015,0.022	0.052
5276	ENSG00000141252	VPS53	chr17	-	667409	670807	667409	669887	697417	697484	5276	25,14,11	1,0,0	10,7,14	2,4,0	1069	149	2.65362010636e-05	0.00515889325738	0.777,1.0,1.0	0.411,0.196,1.0	0.39
5345	ENSG00000278053	DDX52	chr17	-	37619767	37621277	37619767	37619839	37621397	37621520	5345	597,569,439	7,0,5	583,591,549	0,1,0	1587	149	0.000221314186368	0.0183587255817	0.889,1.0,0.892	1.0,0.982,1.0	-0.067
5494	ENSG00000130299	GTPBP3	chr19	+	17337873	17338255	17338007	17338255	17337558	17337576	5494	20,37,26	3,1,0	12,18,20	8,6,3	283	149	9.79361492772e-05	0.0109742896162	0.778,0.951,1.0	0.441,0.612,0.778	0.299
5509	ENSG00000237441	RGL2	chr6	-	33293412	33293699	33293412	33293524	33293794	33293916	5509	261,283,182	2,3,4	277,251,204	3,3,26	324	149	0.000998145304991	0.0496143250267	0.984,0.977,0.954	0.977,0.975,0.783	0.06
5915	ENSG00000118495	PLAGL1	chr6	-	143966157	143966285	143966157	143966212	143968906	143968978	5915	39,64,75	2,7,7	32,30,45	8,15,8	222	149	0.000848061039766	0.0451627489692	0.929,0.86,0.878	0.729,0.573,0.791	0.191
5989	ENSG00000136811	ODF2	chr9	+	128460512	128460666	128460549	128460666	128459566	128459657	5989	357,387,428	78,75,57	404,400,306	36,35,33	186	149	1.08927838454e-05	0.00278450766242	0.786,0.805,0.857	0.9,0.902,0.881	-0.078
6054	ENSG00000100307	CBX7	chr22	-	39134400	39134752	39134400	39134473	39138635	39138702	6054	105,61,53	1,0,0	94,86,53	5,3,8	428	149	1.92044106095e-06	0.00106855989515	0.973,1.0,1.0	0.867,0.909,0.698	0.166
6180	ENSG00000050426	LETMD1	chr12	+	51053777	51053860	51053811	51053860	51052091	51052207	6180	64,97,52	4,2,10	82,73,67	0,0,1	183	149	1.32395138782e-05	0.00305189708484	0.929,0.975,0.809	1.0,1.0,0.982	-0.09
6401	ENSG00000075413	MARK3	chr14	+	103489052	103491107	103490951	103491107	103480386	103480490	6401	345,298,233	8,2,5	127,358,286	0,0,1	2048	149	2.22765621771e-06	0.0011981820243	0.758,0.916,0.772	1.0,1.0,0.954	-0.169
6528	ENSG00000276170	NA	chr17	-	38451305	38451525	38451305	38451393	38451625	38451756	6528	2,0,0	4,2,1	3,3,12	2,12,0	281	149	0.000338081841622	0.0240321083542	0.21,0.0,0.0	0.443,0.117,1.0	-0.45
6637	ENSG00000255717	SNHG1	chr11	-	62851987	62852993	62851987	62852681	62853074	62853115	6637	209,266,180	19,14,6	243,189,175	47,23,27	461	149	8.43888487501e-06	0.00254233400557	0.78,0.86,0.907	0.626,0.726,0.677	0.173
6674	ENSG00000255717	SNHG1	chr11	-	62854518	62854938	62854518	62854551	62855132	62855216	6674	1119,1465,919	105,125,111	1336,1212,952	240,144,144	536	149	0.000354713933799	0.0245650816986	0.748,0.765,0.697	0.607,0.701,0.648	0.085
6725	ENSG00000146733	PSPH	chr7	-	56033960	56034106	56033960	56034103	56051313	56051467	6725	4,2,11	1,0,6	9,2,6	0,0,0	152	149	0.000208745821304	0.0178218125532	0.797,1.0,0.642	1.0,1.0,1.0	-0.187
6806	ENSG00000291035	RRP7BP	chr22	-	42555211	42556674	42555211	42555802	42574679	42574818	6806	176,268,138	4,5,1	204,154,167	9,9,13	1021	149	0.000186115686125	0.0168953799164	0.865,0.887,0.953	0.768,0.714,0.652	0.19
6853	ENSG00000243836	WDR86-AS1	chr7	+	151411966	151413048	151412718	151413048	151411669	151411792	6853	26,26,19	0,0,0	23,41,12	0,3,7	901	149	6.57745277044e-06	0.00217994281488	1.0,1.0,1.0	1.0,0.693,0.221	0.362
6881	ENSG00000105726	ATP13A1	chr19	-	19653968	19654144	19653968	19654074	19654542	19654700	6881	385,407,307	66,69,54	514,374,359	55,42,25	219	149	9.35019685381e-05	0.0107003387541	0.799,0.801,0.795	0.864,0.858,0.907	-0.078
6977	ENSG00000213930	GALT	chr9	+	34647491	34647567	34647540	34647567	34647088	34647258	6977	255,233,186	22,32,20	230,233,213	11,18,8	198	149	0.00100237171286	0.0496143250267	0.897,0.846,0.875	0.94,0.907,0.952	-0.06
6993	ENSG00000126218	F10	chr13	+	113140566	113141050	113140918	113141050	113139356	113139470	6993	10,4,3	31,22,12	1,2,2	45,35,22	501	149	0.000205649690494	0.0177452588546	0.088,0.051,0.069	0.007,0.017,0.026	0.053
7015	ENSG00000123416	TUBA1B	chr12	-	49130118	49130402	49130118	49130344	49131297	49131395	7015	4,18,4	1,1,0	0,1,9	8,6,0	207	149	3.17515457521e-05	0.00582207888927	0.742,0.928,1.0	0.0,0.107,1.0	0.521
7092	ENSG00000122008	POLK	chr5	+	75593877	75594049	75593965	75594049	75587025	75587058	7092	71,46,32	1,8,3	45,64,47	1,0,0	237	149	5.13997694794e-05	0.00740523821714	0.978,0.783,0.87	0.966,1.0,1.0	-0.112
7241	ENSG00000211456	SACM1L	chr3	+	45706779	45709647	45709596	45709647	45705134	45705209	7241	948,1164,829	0,0,0	841,902,881	8,2,1	2966	149	0.000190152173242	0.0170460859302	1.0,1.0,1.0	0.841,0.958,0.978	0.074
7243	ENSG00000211456	SACM1L	chr3	+	45707111	45709647	45709596	45709647	45705134	45705209	7243	692,808,574	0,0,0	561,618,567	8,2,1	2634	149	3.51307651745e-05	0.00616163072669	1.0,1.0,1.0	0.799,0.946,0.97	0.095
7330	ENSG00000100241	SBF1	chr22	-	50459254	50459410	50459254	50459381	50459469	50459666	7330	79,108,49	2,4,2	88,79,55	22,11,6	178	149	1.43384663909e-06	0.00089963543522	0.971,0.958,0.954	0.77,0.857,0.885	0.124
7356	ENSG00000288920	RPSA2	chr19	+	23868754	23869934	23869914	23869934	23865037	23865177	7356	173,127,70	0,0,2	119,129,119	1,6,3	1309	149	0.00038771050973	0.0261761371757	1.0,1.0,0.799	0.931,0.71,0.819	0.113
7398	ENSG00000068650	ATP11A	chr13	+	112881815	112887168	112881875	112887168	112875775	112875941	7398	89,95,49	50,47,28	68,108,78	17,38,18	209	149	0.000878031433987	0.0461649637305	0.559,0.59,0.555	0.74,0.67,0.755	-0.154
7435	ENSG00000173559	NABP1	chr2	+	191683289	191683804	191683728	191683804	191681945	191682017	7435	5,14,7	30,26,26	41,28,32	61,40,35	588	149	0.000467499668261	0.0302325057558	0.041,0.12,0.064	0.146,0.151,0.188	-0.087
7456	ENSG00000022355	GABRA1	chr5	+	161881731	161882701	161882557	161882701	161875559	161875642	7456	13,5,10	23,17,14	0,0,2	9,17,16	975	149	3.89521373656e-06	0.00161161971418	0.08,0.043,0.098	0.0,0.0,0.019	0.067
7611	ENSG00000197343	ZNF655	chr7	+	99562343	99562494	99562348	99562494	99561887	99561973	7611	14,7,7	0,1,0	4,5,7	3,4,0	154	149	0.000286711637491	0.0218225423705	1.0,0.871,1.0	0.563,0.547,1.0	0.254
7680	ENSG00000139174	PRICKLE1	chr12	-	42472384	42472564	42472384	42472561	42589464	42589746	7680	15,22,7	0,0,0	16,16,10	0,2,6	152	149	0.000306524670973	0.0222796490577	1.0,1.0,1.0	1.0,0.887,0.62	0.164
7706	ENSG00000293616	PCBP1-AS1	chr2	-	69993379	69994250	69993379	69994218	69996685	69996888	7706	3,9,4	0,0,0	5,11,5	4,2,1	181	149	4.19523483982e-05	0.00670240686885	1.0,1.0,1.0	0.507,0.819,0.805	0.29
7714	ENSG00000293616	PCBP1-AS1	chr2	-	70053730	70053812	70053730	70053792	70055713	70055910	7714	0,0,0	7,9,2	3,2,2	3,10,1	169	149	3.6499449986e-05	0.00632752605983	0.0,0.0,0.0	0.469,0.15,0.638	-0.419
7758	ENSG00000139546	TARBP2	chr12	+	53504611	53504815	53504697	53504815	53503712	53503808	7758	38,47,22	1,3,0	30,26,31	10,4,3	235	149	0.000262905697872	0.0209033365623	0.96,0.909,1.0	0.655,0.805,0.868	0.18
7994	ENSG00000142208	AKT1	chr14	-	104793126	104794261	104793126	104793210	104795010	104795044	7994	563,639,523	1,0,0	602,502,466	3,9,2	1200	149	9.14068318242e-05	0.0106760463597	0.986,1.0,1.0	0.961,0.874,0.967	0.061
8009	ENSG00000106628	POLD2	chr7	-	44114708	44116510	44114708	44114945	44121833	44122109	8009	170,148,137	1,9,8	162,144,98	0,0,3	1714	149	0.000483406999026	0.0307096666783	0.937,0.588,0.598	1.0,1.0,0.74	-0.206
8070	ENSG00000242808	SOX2-OT	chr3	+	181671417	181671747	181671506	181671747	181610860	181610929	8070	8,18,11	3,2,6	13,7,8	1,1,0	238	149	0.000374171738987	0.0256579887215	0.625,0.849,0.534	0.891,0.814,1.0	-0.232
8116	ENSG00000114626	ABTB1	chr3	+	127676966	127677286	127677167	127677286	127676535	127676581	8116	57,28,22	1,0,0	36,34,32	3,9,1	350	149	8.20451790717e-06	0.00254233400557	0.96,1.0,1.0	0.836,0.617,0.932	0.192
8138	ENSG00000159023	EPB41	chr1	+	28987430	28987905	28987447	28987905	28887123	28887210	8138	69,130,78	51,79,22	70,82,51	90,71,72	166	149	0.000753837737376	0.0429820697184	0.548,0.596,0.761	0.411,0.509,0.389	0.199
8255	ENSG00000184634	MED12	chrX	+	71137557	71137635	71137560	71137635	71137186	71137383	8255	55,47,40	1,1,2	81,79,31	5,11,6	152	149	0.000301826823089	0.0221376255335	0.982,0.979,0.951	0.941,0.876,0.835	0.087
8343	ENSG00000135409	AMHR2	chr12	+	53425685	53425919	53425688	53425919	53425454	53425487	8343	0,0,0	3,4,2	5,1,3	2,3,5	152	149	2.36617853644e-07	0.0002386291054	0.0,0.0,0.0	0.71,0.246,0.37	-0.442
8596	ENSG00000136986	DERL1	chr8	-	123014148	123019305	123014148	123015585	123021446	123021499	8596	1004,952,638	12,8,2	807,849,787	21,21,14	3869	149	0.000166963035534	0.0156634624499	0.763,0.821,0.925	0.597,0.609,0.684	0.206
8881	ENSG00000171798	KNDC1	chr10	+	133212669	133212922	133212715	133212922	133211678	133211858	8881	7,5,10	52,68,60	1,2,1	49,74,52	195	149	3.37364831263e-05	0.00598210870029	0.093,0.053,0.113	0.015,0.02,0.014	0.07
8923	ENSG00000164638	SLC29A4	chr7	+	5291692	5291821	5291729	5291821	5290731	5290863	8923	94,90,66	6,5,11	74,116,71	1,1,1	186	149	3.25903739085e-06	0.00150250935254	0.926,0.935,0.828	0.983,0.989,0.983	-0.089
8931	ENSG00000237187	NR2F1-AS1	chr5	-	93563363	93563463	93563363	93563460	93569889	93570002	8931	2,6,8	1,1,4	11,3,7	0,0,0	152	149	0.000460786918388	0.0301022579559	0.662,0.855,0.662	1.0,1.0,1.0	-0.274
9094	ENSG00000165282	PIGO	chr9	-	35091239	35091533	35091239	35091291	35092526	35092767	9094	142,130,140	10,1,6	137,150,181	3,0,0	391	149	3.98653268376e-05	0.00656394810053	0.844,0.98,0.899	0.946,1.0,1.0	-0.074
9339	ENSG00000236088	COX10-DT	chr17	-	13892724	13892842	13892724	13892839	14034007	14034416	9339	3,3,2	4,2,0	1,0,0	0,2,6	152	149	0.000339682048579	0.0240399541047	0.424,0.595,1.0	1.0,0.0,0.0	0.34
9458	ENSG00000197563	PIGN	chr18	-	62148213	62148338	62148213	62148253	62154544	62154651	9458	181,151,144	1,4,2	245,143,125	7,21,3	234	149	9.1090289616e-05	0.0106760463597	0.991,0.96,0.979	0.957,0.813,0.964	0.065
9469	ENSG00000161204	ABCF3	chr3	+	184187663	184187983	184187860	184187983	184186795	184186875	9469	23,28,27	1,2,6	24,21,18	0,0,0	346	149	9.54384611374e-06	0.00265516380847	0.908,0.858,0.66	1.0,1.0,1.0	-0.191
9578	ENSG00000180071	ANKRD18A	chr9	-	38542311	38543156	38542311	38543055	38543238	38543363	9578	4,14,5	0,1,0	4,6,11	0,2,4	250	149	0.000803894585437	0.044411903022	1.0,0.893,1.0	1.0,0.641,0.621	0.21
9580	ENSG00000261915	NA	chr17	-	7315330	7315778	7315330	7315655	7316275	7316327	9580	2,4,3	0,0,0	2,3,2	3,1,1	272	149	6.5103163461e-05	0.00868185657526	1.0,1.0,1.0	0.268,0.622,0.523	0.529
9587	ENSG00000028310	BRD9	chr5	-	869244	869404	869244	869394	870472	870575	9587	6,1,2	4,8,4	15,3,5	1,2,2	159	149	0.000862903441013	0.0458020063296	0.584,0.105,0.319	0.934,0.584,0.701	-0.404
9619	ENSG00000109381	ELF2	chr4	-	139071865	139072039	139071865	139072003	139073453	139073567	9619	95,68,75	227,310,252	112,118,95	214,222,186	185	149	8.02529343152e-05	0.00981031324326	0.252,0.15,0.193	0.297,0.3,0.291	-0.098
9642	ENSG00000243710	CFAP57	chr1	+	43172731	43172910	43172734	43172910	43172329	43172453	9642	3,2,6	8,8,4	0,1,1	7,2,12	152	149	0.000281601268803	0.021741234801	0.269,0.197,0.595	0.0,0.329,0.076	0.219
9737	ENSG00000269609	C10orf95-AS1	chr10	+	102451398	102452187	102452065	102452187	102450186	102450330	9737	25,25,19	4,2,0	17,9,19	1,0,0	816	149	0.000301776572036	0.0221376255335	0.533,0.695,1.0	0.756,1.0,1.0	-0.176
9922	ENSG00000267498	UQCRFS1-DT	chr19	+	29219295	29219716	29219452	29219716	29218866	29218978	9922	1,1,2	2,0,3	0,6,3	1,0,0	306	149	0.000343268806289	0.0241877094248	0.196,1.0,0.245	0.0,1.0,1.0	-0.186
9978	ENSG00000104221	BRF2	chr8	-	37845685	37845790	37845685	37845774	37846853	37847175	9978	1,1,2	2,0,0	1,0,1	5,5,0	165	149	3.24737214182e-05	0.0058875951551	0.311,1.0,1.0	0.153,0.0,1.0	0.386
10154	ENSG00000125967	NECAB3	chr20	-	33669374	33669712	33669374	33669472	33672397	33672422	10154	11,7,15	6,2,0	9,6,11	0,0,1	389	149	0.000105732963426	0.0113372015039	0.413,0.573,1.0	1.0,1.0,0.808	-0.274
10282	ENSG00000048162	NOP16	chr5	-	176383945	176384374	176383945	176384283	176385220	176385327	10282	504,476,467	63,45,85	547,546,419	123,121,85	240	149	0.000193097609199	0.0171852125456	0.832,0.868,0.773	0.734,0.737,0.754	0.083
10348	ENSG00000272690	LINC02018	chr3	+	75436159	75436352	75436218	75436352	75435281	75435413	10348	0,0,2	4,1,0	0,4,2	1,0,0	208	149	2.21629046515e-05	0.00441506949946	0.0,0.0,1.0	0.0,1.0,1.0	-0.333
10350	ENSG00000272690	LINC02018	chr3	+	75436130	75436352	75436218	75436352	75435282	75435413	10350	0,0,1	4,1,0	2,4,3	1,0,0	237	149	9.04719967942e-07	0.000688676300845	0.0,0.0,1.0	0.557,1.0,1.0	-0.519
10417	ENSG00000198759	EGFL6	chrX	+	13623820	13623925	13623823	13623925	13619162	13619243	10417	4,0,6	5,3,0	0,0,0	12,5,3	152	149	1.68818428488e-05	0.00368115427308	0.44,0.0,1.0	0.0,0.0,0.0	0.48
10574	ENSG00000147124	ZNF41	chrX	-	47456271	47456438	47456271	47456398	47483094	47483222	10574	10,10,1	0,0,0	4,5,2	2,2,2	189	149	3.72530351812e-05	0.00632752605983	1.0,1.0,1.0	0.612,0.663,0.441	0.428
10623	ENSG00000092931	MFSD11	chr17	+	76741993	76742048	76742018	76742048	76740956	76741064	10623	36,34,14	0,0,0	24,29,19	7,4,0	174	149	1.28721156242e-05	0.00301020953206	1.0,1.0,1.0	0.746,0.861,1.0	0.131
10775	ENSG00000267213	DPY19L3-DT	chr19	-	32391115	32391430	32391115	32391186	32399750	32399872	10775	5,2,6	3,7,5	0,1,0	3,7,4	393	149	1.78040773753e-05	0.00383048790037	0.387,0.098,0.313	0.0,0.051,0.0	0.249
10789	ENSG00000224592	MIR3659HG	chr1	+	38118728	38119524	38118962	38119524	38105631	38105752	10789	5,9,23	5,2,2	8,9,9	1,0,1	383	149	0.000955337710944	0.0486287990656	0.28,0.636,0.817	0.757,1.0,0.778	-0.267
10893	ENSG00000228203	GRASLND	chr2	-	6915822	6916044	6915822	6915967	6916849	6917224	10893	8,5,1	0,4,3	6,2,9	1,0,0	226	149	0.000132453119628	0.0131929848044	1.0,0.452,0.18	0.798,1.0,1.0	-0.389
