ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4513	ENSG00000187796	CARD9	chr9	-	136367636	136367828	136367753	136367828	136367215	136367257	4513	15,7,3	0,0,0	8,12,8	7,0,4	266	149	1.90764704944e-06	0.00052702239339	1.0,1.0,1.0	0.39,1.0,0.528	0.361
4514	ENSG00000156313	RPGR	chrX	-	38287093	38288041	38287860	38288041	38276586	38276772	4514	126,138,101	7,2,0	107,120,118	0,0,0	916	149	9.43786801149e-05	0.00874324925787	0.745,0.918,1.0	1.0,1.0,1.0	-0.112
4607	ENSG00000166794	PPIB	chr15	-	64162036	64162154	64162040	64162154	64160103	64160193	4607	21,21,10	3,0,0	32,15,36	5,3,9	153	149	0.000781627684808	0.0339214436238	0.872,1.0,1.0	0.862,0.83,0.796	0.128
4648	ENSG00000043143	JADE2	chr5	+	134576767	134577038	134576767	134576896	134578496	134579475	4648	13,6,0	8,9,4	2,0,0	20,12,6	291	149	7.99651687622e-06	0.00161743833316	0.454,0.254,0.0	0.049,0.0,0.0	0.22
4931	ENSG00000147526	TACC1	chr8	+	38827167	38827375	38827167	38827288	38831124	38831177	4931	97,100,63	158,141,135	163,147,149	129,149,130	236	149	1.62548230265e-06	0.000511439945614	0.279,0.309,0.228	0.444,0.384,0.42	-0.144
5050	ENSG00000291124	NA	chr7	+	65754526	65754661	65754526	65754596	65755779	65755952	5050	86,77,69	2,0,3	55,70,52	3,12,7	214	149	1.78942688314e-05	0.0026669524086	0.968,1.0,0.941	0.927,0.802,0.838	0.114
5076	ENSG00000163166	IWS1	chr2	-	127526382	127526489	127526410	127526489	127523675	127523791	5076	1,2,0	4,2,8	4,3,4	2,0,1	177	149	5.1222380536e-06	0.00116039180866	0.174,0.457,0.0	0.627,1.0,0.771	-0.589
5193	ENSG00000254377	MIR124-2HG	chr8	+	64378058	64378489	64378058	64378233	64380020	64380187	5193	47,50,94	0,0,0	48,43,47	5,2,2	405	149	3.71628691878e-05	0.00467715354767	1.0,1.0,1.0	0.779,0.888,0.896	0.146
5373	ENSG00000247240	UBL7-DT	chr15	+	74461309	74461688	74461309	74461418	74466035	74466082	5373	75,173,88	0,0,0	97,114,77	5,4,0	419	149	0.00104847534444	0.0399868021093	1.0,1.0,1.0	0.873,0.91,1.0	0.072
5374	ENSG00000247240	UBL7-DT	chr15	+	74461309	74461747	74461309	74461418	74466035	74466082	5374	98,207,107	0,0,0	114,140,87	5,4,0	478	149	0.00117140883983	0.0423915269289	1.0,1.0,1.0	0.877,0.916,1.0	0.069
5429	ENSG00000185008	ROBO2	chr3	+	77644703	77644904	77644703	77644895	77646053	77647412	5429	195,64,35	43,17,9	65,131,91	4,12,11	158	149	0.00011454467565	0.00975524466983	0.81,0.78,0.786	0.939,0.911,0.886	-0.12
5448	ENSG00000087206	UIMC1	chr5	-	176969596	176969706	176969600	176969706	176968554	176969291	5448	9,8,5	158,178,128	17,14,15	123,169,95	153	149	0.00043595730258	0.0231663263794	0.053,0.042,0.037	0.119,0.075,0.133	-0.065
5563	ENSG00000241316	SUCLG2-DT	chr3	+	67654710	67655102	67654710	67655074	67669815	67669909	5563	7,10,9	2,0,1	2,3,1	2,1,4	177	149	0.00044417416667	0.0234007478413	0.747,1.0,0.883	0.457,0.716,0.174	0.428
5624	ENSG00000184634	MED12	chrX	+	71137186	71137392	71137186	71137383	71137560	71137635	5624	8,20,13	1,1,2	14,14,15	5,11,6	158	149	0.000192876558981	0.0133512946548	0.883,0.95,0.86	0.725,0.546,0.702	0.24
5968	ENSG00000249859	PVT1	chr8	+	128070159	128070361	128070159	128070272	128095774	128095817	5968	13,18,17	8,1,0	20,9,8	0,0,0	238	149	0.000230308468504	0.0150754151148	0.504,0.918,1.0	1.0,1.0,1.0	-0.193
6173	ENSG00000144061	NPHP1	chr2	-	110164519	110164730	110164687	110164730	110163047	110163135	6173	11,10,11	15,25,11	42,36,17	19,12,11	317	149	9.41164694719e-05	0.00874324925787	0.256,0.158,0.32	0.51,0.585,0.421	-0.261
6180	ENSG00000160867	FGFR4	chr5	+	177086904	177087033	177086904	177087018	177089549	177089693	6180	4,16,4	1,0,1	15,13,13	6,7,0	164	149	0.00104748708277	0.0399868021093	0.784,1.0,0.784	0.694,0.628,1.0	0.082
6218	ENSG00000142541	RPL13A	chr19	+	49489849	49489922	49489849	49489912	49490474	49490576	6218	43,50,31	5,2,2	97,98,79	41,25,7	159	149	0.000246931702989	0.0158404259368	0.89,0.959,0.936	0.689,0.786,0.914	0.132
6259	ENSG00000213928	IRF9	chr14	+	24163377	24163959	24163377	24163508	24164062	24164134	6259	139,209,98	0,2,0	153,97,159	5,1,5	600	149	0.000542490139601	0.0267840759447	1.0,0.963,1.0	0.884,0.96,0.888	0.077
6292	ENSG00000236088	COX10-DT	chr17	-	14033939	14034416	14034007	14034416	13880301	13880371	6292	16,24,11	4,4,4	11,17,21	0,0,1	217	149	4.92755622561e-06	0.00113906998709	0.733,0.805,0.654	1.0,1.0,0.935	-0.248
6294	ENSG00000236088	COX10-DT	chr17	-	14033939	14034416	14034007	14034416	13892724	13892842	6294	14,24,11	3,3,2	11,17,19	1,0,0	217	149	0.000268347979853	0.0167587092708	0.762,0.846,0.791	0.883,1.0,1.0	-0.161
6295	ENSG00000236088	COX10-DT	chr17	-	14033939	14034416	14034007	14034416	13898608	13898732	6295	14,23,11	0,0,1	11,19,19	4,3,2	217	149	6.52107475168e-05	0.00696832204833	1.0,1.0,0.883	0.654,0.813,0.867	0.183
6398	ENSG00000119979	DENND10	chr10	+	119104763	119105022	119104763	119105006	119105310	119105495	6398	11,13,7	2,7,1	21,10,6	1,0,0	165	149	1.95344105263e-05	0.00283674702604	0.832,0.626,0.863	0.95,1.0,1.0	-0.21
6584	ENSG00000132676	DAP3	chr1	+	155689090	155689243	155689090	155689174	155725381	155725490	6584	4,8,13	0,0,1	15,12,9	0,6,2	218	149	0.000382559263145	0.0213460530721	1.0,1.0,0.899	1.0,0.578,0.755	0.189
6631	ENSG00000169045	HNRNPH1	chr5	-	179623594	179623669	179623635	179623669	179621241	179621397	6631	4,3,6	1,0,0	8,5,10	3,1,3	190	149	0.000437679336557	0.0231663263794	0.758,1.0,1.0	0.677,0.797,0.723	0.187
6663	ENSG00000182511	FES	chr15	+	90884503	90884639	90884503	90884544	90885036	90885258	6663	2,2,2	1,0,0	0,0,0	8,6,5	244	149	7.37975902609e-10	1.67181060977e-06	0.55,1.0,1.0	0.0,0.0,0.0	0.85
6664	ENSG00000182511	FES	chr15	+	90885036	90885585	90885036	90885258	90886960	90887057	6664	1,0,2	0,2,8	3,2,6	0,0,0	476	149	2.86311718778e-09	4.05381604825e-06	1.0,0.0,0.073	1.0,1.0,1.0	-0.642
6842	ENSG00000249592	PCGF3-AS1	chr4	-	781568	781814	781771	781814	780530	780688	6842	68,73,45	1,5,5	45,45,59	15,10,10	352	149	0.00010007652089	0.00892572245765	0.966,0.861,0.792	0.559,0.656,0.714	0.23
6955	ENSG00000154328	NEIL2	chr8	+	11769709	11770335	11769709	11769791	11783202	11783399	6955	105,96,60	2,6,7	108,117,73	0,1,3	693	149	0.00107326908743	0.0406321262056	0.919,0.775,0.648	1.0,0.962,0.84	-0.153
6989	ENSG00000160117	ANKLE1	chr19	+	17283224	17283962	17283224	17283884	17284088	17284266	6989	19,7,15	4,2,4	17,8,8	0,0,0	227	149	2.40598168322e-06	0.000648870345853	0.757,0.697,0.711	1.0,1.0,1.0	-0.278
7126	ENSG00000169744	LDB2	chr4	-	16508534	16508686	16508540	16508686	16502793	16503131	7126	1,13,5	0,1,0	3,1,8	2,2,6	155	149	1.13438262839e-06	0.000401536000993	1.0,0.926,1.0	0.59,0.325,0.562	0.483
7143	ENSG00000172432	GTPBP2	chr6	-	43621721	43621790	43621760	43621790	43620489	43621516	7143	97,70,48	9,4,1	75,71,88	1,0,0	188	149	6.7187477514e-05	0.00704659775742	0.895,0.933,0.974	0.983,1.0,1.0	-0.06
7171	ENSG00000089818	NECAP1	chr12	+	8090194	8091850	8090194	8090299	8092675	8092784	7171	914,716,544	25,37,32	631,850,691	15,16,13	1700	149	0.000543863111793	0.0267840759447	0.762,0.629,0.598	0.787,0.823,0.823	-0.148
7258	ENSG00000109339	MAPK10	chr4	-	86593732	86594062	86593909	86594062	86194335	86194407	7258	5,16,4	1,0,0	4,12,5	2,6,2	326	149	2.48637793099e-06	0.000654958205217	0.696,1.0,1.0	0.478,0.478,0.533	0.402
7276	ENSG00000132323	ILKAP	chr2	-	238194781	238194870	238194804	238194870	238194274	238194331	7276	73,85,81	299,272,256	64,51,56	336,286,303	172	149	0.00102781627043	0.039727495142	0.175,0.213,0.215	0.142,0.134,0.138	0.063
7294	ENSG00000228203	GRASLND	chr2	-	6916815	6917224	6916849	6917224	6915822	6915967	7294	4,10,10	0,4,3	5,5,11	1,0,0	183	149	0.000131391568524	0.0108242028477	1.0,0.671,0.731	0.803,1.0,1.0	-0.134
7307	ENSG00000240682	ISY1	chr3	-	129134827	129134954	129134831	129134954	129130549	129130636	7307	2,0,0	17,20,17	4,3,1	6,10,26	153	149	0.0012955618503	0.045244826896	0.103,0.0,0.0	0.394,0.226,0.036	-0.184
7363	ENSG00000115282	TTC31	chr2	+	74483321	74483563	74483321	74483410	74490243	74490473	7363	23,25,15	69,61,47	37,43,26	32,48,57	302	149	0.00110756449424	0.0411324033648	0.141,0.168,0.136	0.363,0.307,0.184	-0.136
7380	ENSG00000074582	BCS1L	chr2	+	218660036	218660218	218660036	218660166	218660306	218660482	7380	17,26,9	6,2,0	23,20,12	0,0,0	201	149	0.000190387268931	0.0133512946548	0.677,0.906,1.0	1.0,1.0,1.0	-0.139
