	gene_id	RI_con1-RI_con2_dPSI	RI_con1-RI_con2_p-val
MROH1	ENSG00000179832	ENSG00000179832;RI:8:144261114:144261216-144261284:144261349:+	-0.0876312829	0.02997003
NPIPA1	ENSG00000183426	ENSG00000183426;RI:16:14935160:14935276-14935345:14935397:+	-0.0519461031	0.0454545455
PDIA2	ENSG00000185615	ENSG00000185615;RI:16:284387:284593-284659:284792:+	-0.1883121545	0.00999001
ASB13	ENSG00000196372	ENSG00000196372;RI:10:5638867:5639371-5640696:5640830:-	0.1281630431	0.014985015
SULF2	ENSG00000196562	ENSG00000196562;RI:20:47659399:47659452-47659697:47659730:-	-0.0628462592	0.046953047
TMEM231	ENSG00000205084	ENSG00000205084;RI:16:75555804:75555973-75556071:75556238:-	0.2487671166	0.0374625375
MRPL23	ENSG00000214026	ENSG00000214026;RI:11:1956256:1956448-1956542:1956609:+	-0.257121622	0.0364635365
GOLGA8B	ENSG00000215252	ENSG00000215252;RI:15:34532846:34532962-34534054:34534173:-	0.1398961084	0.0164835165
PWP2	ENSG00000241945	ENSG00000241945;RI:21:44120952:44121102-44122177:44122357:+	0.2389947905	0.0264735265
PWP2	ENSG00000241945	ENSG00000241945;RI:21:44124580:44124727-44126011:44126119:+	0.2389947905	0.0264735265
FAM156A	ENSG00000268350	ENSG00000268350;RI:X:52956273:52956346-52958405:52958518:-	-0.1463094088	0.0194805195
TBCE	ENSG00000284770	ENSG00000284770;RI:1:235448349:235448440-235448670:235448951:+	-0.2834400871	0.043956044
	ENSG00000291003	ENSG00000291003;RI:15:22541995:22542209-22542483:22542615:+	0.3525753619	0.006993007
AHSA2P	ENSG00000293434	ENSG00000293434;RI:2:61185502:61185618-61186446:61186497:+	0.0567404533	0.03996004
