4685	ENSG00000113761	ZNF346	chr5	+	177044391	177044533	177050702	177050936	177041777	177041870	177062057	177062151	4685	44,51,50,17,46,32,42	252,224,208,102,251,239,261	84,58,76,66,65,81,94	221,272,283,253,217,269,276	241	333	1.77493348186e-06	0.000557940348675	0.194,0.239,0.249,0.187,0.202,0.156,0.182	0.344,0.228,0.271,0.265,0.293,0.294,0.32	-0.087
4686	ENSG00000113761	ZNF346	chr5	+	177044391	177044533	177050750	177050936	177041777	177041870	177062057	177062151	4686	44,51,50,17,46,32,42	218,204,178,86,234,204,233	84,58,76,66,65,81,94	208,244,257,238,206,244,244	241	285	1.10916113742e-05	0.00240399281045	0.193,0.228,0.249,0.189,0.189,0.156,0.176	0.323,0.219,0.259,0.247,0.272,0.282,0.313	-0.076
5168	ENSG00000144821	MYH15	chr3	-	108486422	108486526	108492499	108492595	108485090	108485229	108493113	108493177	5168	2,0,1,0,0,1,0	5,7,6,3,6,3,2	2,6,0,1,2,4,0	1,9,4,5,5,8,13	195	203	7.46249060419e-05	0.0101785798569	0.294,0.0,0.148,0.0,0.0,0.258,0.0	0.676,0.41,0.0,0.172,0.294,0.342,0.0	-0.171
5174	ENSG00000244558	KCNK15-AS1	chr20	-	44659710	44659778	44663204	44663553	44656450	44657051	44695390	44695507	5174	133,89,81,82,81,48,61	3,2,2,3,2,5,2	96,97,67,62,139,118,98	14,2,6,12,7,9,7	448	167	0.000115482289161	0.0136695320133	0.943,0.943,0.938,0.911,0.938,0.782,0.919	0.719,0.948,0.806,0.658,0.881,0.83,0.839	0.099
5307	ENSG00000247809	NR2F2-AS1	chr15	-	96282831	96282989	96285325	96285459	96271702	96271798	96290629	96290783	5307	5,12,4,1,9,5,4	0,1,1,0,3,4,2	1,1,3,9,6,6,0	4,4,6,2,4,14,2	233	257	4.20648846668e-05	0.0067683112393	1.0,0.93,0.815,1.0,0.768,0.58,0.688	0.216,0.216,0.355,0.832,0.623,0.321,0.0	0.46
5308	ENSG00000247809	NR2F2-AS1	chr15	-	96285325	96285459	96290629	96290783	96191351	96191394	96327198	96327376	5308	3,5,2,4,13,2,2	3,1,3,0,2,2,2	5,8,1,7,8,3,3	0,0,0,1,1,2,0	253	233	1.30302700533e-05	0.00273256343042	0.479,0.822,0.38,1.0,0.857,0.479,0.479	1.0,1.0,1.0,0.866,0.88,0.58,1.0	-0.261
5475	ENSG00000215244	LINC02649	chr10	+	6327931	6328131	6329683	6329810	6326545	6326642	6344554	6344780	5475	6,5,17,6,3,4,13	0,1,1,0,0,0,0	8,5,7,13,1,6,7	1,0,4,3,1,1,3	299	226	5.91220759161e-06	0.00143912228484	1.0,0.791,0.928,1.0,1.0,1.0,1.0	0.858,1.0,0.569,0.766,0.43,0.819,0.638	0.234
5530	ENSG00000291207	NA	chr7	-	45744996	45745048	45747214	45747311	45736786	45736910	45748625	45748714	5530	120,83,85,66,98,64,108	101,105,101,84,113,76,98	125,126,131,108,129,144,134	110,90,115,86,91,109,112	196	151	0.000708273981883	0.0489538825708	0.478,0.378,0.393,0.377,0.401,0.393,0.459	0.467,0.519,0.467,0.492,0.522,0.504,0.48	-0.082
5548	ENSG00000105953	OGDH	chr7	+	44647443	44647534	44647656	44647759	44645326	44645518	44666735	44666851	5548	225,164,70,57,213,107,114	493,544,364,190,638,333,654	152,273,211,213,200,221,235	360,512,565,831,517,508,549	190	202	0.000708534895002	0.0489538825708	0.327,0.243,0.17,0.242,0.262,0.255,0.156	0.31,0.362,0.284,0.214,0.291,0.316,0.313	-0.062
5605	ENSG00000297079	NA	chr9	-	104470890	104470988	104556311	104556518	104322238	104322974	104622029	104622192	5605	9,3,5,12,2,4,2	0,4,1,0,0,0,0	0,10,13,13,3,1,3	2,4,2,5,0,1,9	306	197	3.5224358218e-06	0.000970927166027	1.0,0.326,0.763,1.0,1.0,1.0,1.0	0.0,0.617,0.807,0.626,1.0,0.392,0.177	0.353
5778	ENSG00000103148	NPRL3	chr16	-	119125	119255	124936	125073	112621	112775	130521	130591	5778	52,94,43,24,65,70,103	203,285,176,162,234,186,216	80,43,61,88,33,52,37	377,213,321,330,186,231,274	236	229	0.000453500949884	0.0366086328014	0.199,0.242,0.192,0.126,0.212,0.267,0.316	0.171,0.164,0.156,0.206,0.147,0.179,0.116	0.059
6207	ENSG00000283235	NA	chr5	-	176180323	176180348	176180815	176180886	176176758	176176823	176182684	176182763	6207	3,1,0,5,2,1,1	1,0,1,1,1,0,0	1,2,2,3,1,2,3	3,2,0,1,0,1,4	170	124	0.000130097760624	0.0149159910768	0.686,1.0,0.0,0.785,0.593,1.0,1.0	0.196,0.422,1.0,0.686,1.0,0.593,0.354	0.116
6741	ENSG00000186868	MAPT	chr17	+	45996398	45996664	46010309	46010402	45962320	45962470	46014242	46014324	6741	2245,2179,1391,940,2893,1723,1763	647,837,509,447,836,605,797	1838,3082,2815,2960,2923,2799,3478	727,903,867,757,852,715,772	365	192	0.000686599810644	0.0478932663079	0.646,0.578,0.59,0.525,0.645,0.6,0.538	0.571,0.642,0.631,0.673,0.643,0.673,0.703	-0.059
7030	ENSG00000133816	MICAL2	chr11	+	12236176	12236245	12243986	12244112	12227024	12227131	12255642	12255750	7030	1049,1252,613,677,1197,1085,1112	1426,1846,1188,1196,1502,1782,1786	1581,1519,1465,1122,1333,1368,1262	2030,1519,1775,1259,1717,1700,1711	168	225	2.38661423654e-05	0.00430733959512	0.496,0.476,0.409,0.431,0.516,0.449,0.455	0.511,0.573,0.525,0.544,0.51,0.519,0.497	-0.064
7072	ENSG00000008277	ADAM22	chr7	+	88184291	88184402	88186614	88186701	88181957	88182024	88193115	88193239	7072	17,12,7,2,14,3,5	88,48,26,16,80,21,31	7,22,16,16,16,15,34	10,55,43,41,36,67,48	210	186	4.13523075733e-05	0.00669907382687	0.146,0.181,0.193,0.1,0.134,0.112,0.125	0.383,0.262,0.248,0.257,0.282,0.165,0.386	-0.142
7109	ENSG00000007341	ST7L	chr1	-	112582374	112582472	112597970	112598086	112578344	112578417	112610840	112611003	7109	6,10,3,7,16,6,3	1,0,0,0,1,0,1	4,5,9,11,4,17,8	4,2,1,3,0,2,1	215	197	7.55712568834e-05	0.0102781240092	0.846,1.0,1.0,1.0,0.936,1.0,0.733	0.478,0.696,0.892,0.771,1.0,0.886,0.88	0.13
7111	ENSG00000007341	ST7L	chr1	-	112583971	112584126	112591524	112591603	112582374	112582472	112610840	112611003	7111	3,2,2,6,1,6,2	30,31,41,35,46,27,18	0,0,0,1,2,4,2	31,40,34,61,46,67,53	178	254	8.97695647661e-05	0.0114543068849	0.125,0.084,0.065,0.197,0.03,0.241,0.137	0.0,0.0,0.0,0.023,0.058,0.079,0.051	0.095
7116	ENSG00000007341	ST7L	chr1	-	112591524	112591603	112597970	112598086	112576985	112577088	112610840	112611003	7116	6,13,3,7,17,7,3	1,0,2,5,2,1,1	4,5,9,11,4,16,8	0,0,2,0,0,0,2	215	178	0.000526967552784	0.0404087913739	0.832,1.0,0.554,0.537,0.876,0.853,0.713	1.0,1.0,0.788,1.0,1.0,1.0,0.768	-0.17
7169	ENSG00000254092	NA	chr8	-	20954654	20954744	21046399	21046439	20952644	20952916	21059869	21059935	7169	4,2,2,2,0,2,3	8,3,2,5,12,4,8	1,2,1,1,0,1,0	12,6,13,1,2,4,4	139	189	0.000275227438898	0.025026715737	0.405,0.475,0.576,0.352,0.0,0.405,0.338	0.102,0.312,0.095,0.576,0.0,0.254,0.0	0.173
7241	ENSG00000214548	MEG3	chr14	+	100831015	100831094	100832511	100832641	100829033	100829749	100836166	100836300	7241	2,2,10,1,10,5,9	47,31,73,50,81,20,36	54,4,14,37,8,20,12	30,43,49,61,59,147,35	178	229	0.000596045477321	0.043769011378	0.052,0.077,0.15,0.025,0.137,0.243,0.243	0.698,0.107,0.269,0.438,0.149,0.149,0.306	-0.17
7255	ENSG00000214548	MEG3	chr14	+	100832511	100832559	100836041	100836075	100831420	100831534	100836166	100836300	7255	29,27,122,73,84,30,26	0,1,2,1,0,0,2	22,47,67,94,77,212,30	5,1,7,6,7,6,1	147	133	1.81614385475e-06	0.000567138711905	1.0,0.961,0.982,0.985,1.0,1.0,0.922	0.799,0.977,0.896,0.934,0.909,0.97,0.964	0.057
7316	ENSG00000100372	SLC25A17	chr22	-	40779757	40779894	40784512	40784604	40779008	40779125	40794513	40794580	7316	2,0,0,2,1,1,7	4,4,4,4,8,2,3	0,0,1,0,0,1,0	4,1,0,3,3,2,2	191	236	0.000183029503572	0.0193059520368	0.382,0.0,0.0,0.382,0.134,0.382,0.742	0.0,0.0,1.0,0.0,0.0,0.382,0.0	0.091
7439	ENSG00000166444	DENND2B	chr11	-	8811246	8811335	8831555	8831688	8750620	8750725	8839309	8839350	7439	8,6,4,1,13,2,6	23,17,13,9,22,10,16	1,5,0,4,5,3,0	28,9,19,25,24,12,26	232	188	0.000732078010547	0.0499982947462	0.22,0.222,0.2,0.083,0.324,0.139,0.233	0.028,0.31,0.0,0.115,0.144,0.168,0.0	0.094
7562	ENSG00000122483	CCDC18	chr1	+	93246104	93246204	93246837	93246954	93239682	93239896	93256334	93256538	7562	14,6,15,12,13,6,4	0,0,1,2,2,3,2	4,2,7,5,3,9,2	3,3,5,2,2,3,2	199	216	0.000188184976604	0.0196748636553	1.0,1.0,0.942,0.867,0.876,0.685,0.685	0.591,0.42,0.603,0.731,0.62,0.765,0.52	0.258
7610	ENSG00000246375	PPM1K-DT	chr4	+	88316685	88316807	88340861	88340952	88311795	88311871	88341302	88341657	7610	6,12,5,22,11,2,18	1,4,0,1,1,0,6	106,12,29,76,10,14,17	0,0,3,0,0,1,0	221	190	0.000233751000175	0.0228693057561	0.838,0.721,1.0,0.95,0.904,1.0,0.721	1.0,1.0,0.893,1.0,1.0,0.923,1.0	-0.097
7611	ENSG00000246375	PPM1K-DT	chr4	+	88316685	88316807	88340864	88340952	88311795	88311871	88341302	88341657	7611	6,12,5,22,11,2,18	1,4,0,1,1,0,6	106,12,29,76,10,14,17	0,0,5,0,0,1,0	221	187	0.00048593648251	0.0382511792352	0.835,0.717,1.0,0.949,0.903,1.0,0.717	1.0,1.0,0.831,1.0,1.0,0.922,1.0	-0.09
7658	ENSG00000106976	DNM1	chr9	+	128250724	128250940	128253100	128253137	128250114	128250356	128254653	128255244	7658	4972,5013,5226,6091,4992,6113,6205	1404,1130,1072,1515,1323,1281,1197	6104,3370,5004,4418,4460,5251,8029	1508,1214,1618,1454,1603,1750,1690	315	136	5.45287900371e-05	0.00809193897324	0.605,0.657,0.678,0.634,0.62,0.673,0.691	0.636,0.545,0.572,0.567,0.546,0.564,0.672	0.065
7707	ENSG00000082397	EPB41L3	chr18	-	5398650	5399385	5400496	5400595	5398020	5398143	5406776	5406968	7707	9,0,0,3,11,5,2	340,179,357,165,341,296,277	8,19,21,11,10,15,14	150,350,257,426,326,392,239	198	834	1.68890026409e-08	1.31418590058e-05	0.1,0.0,0.0,0.071,0.12,0.066,0.03	0.183,0.186,0.256,0.098,0.114,0.139,0.198	-0.112
7709	ENSG00000082397	EPB41L3	chr18	-	5400496	5400595	5400968	5401043	5398020	5398143	5406764	5406968	7709	51,51,26,22,33,55,17	6,2,0,0,5,3,2	44,60,59,69,50,50,48	5,12,9,6,6,10,9	174	198	0.000539472515961	0.0410780366425	0.906,0.967,1.0,1.0,0.882,0.954,0.906	0.909,0.851,0.882,0.929,0.905,0.851,0.859	0.061
7744	ENSG00000171103	TRMT61B	chr2	-	28852407	28852499	28865016	28865119	28850327	28850405	28869578	28870295	7744	79,82,26,47,71,87,63	5,4,5,2,5,8,7	49,76,64,58,33,81,79	8,26,15,17,19,13,13	202	191	1.78949807195e-08	1.34825897592e-05	0.937,0.951,0.831,0.957,0.931,0.911,0.895	0.853,0.734,0.801,0.763,0.622,0.855,0.852	0.133
7838	ENSG00000291133	NA	chr7	-	35164839	35164959	35165038	35165126	35162000	35162094	35179017	35179155	7838	2,0,0,0,1,0,0	16,7,7,5,17,6,2	2,5,5,2,2,4,2	4,9,15,10,12,16,14	187	219	2.56375976004e-09	3.04228551925e-06	0.128,0.0,0.0,0.0,0.064,0.0,0.0	0.369,0.394,0.281,0.19,0.163,0.226,0.143	-0.225
7914	ENSG00000284707	NA	chr7	-	97869777	97869813	97908794	97909011	97868907	97869179	97913012	97913104	7914	21,20,18,29,34,26,30	152,106,44,62,136,84,90	23,34,30,10,11,15,13	133,166,161,122,114,144,155	316	135	6.13813575745e-07	0.000242793959886	0.056,0.075,0.149,0.167,0.096,0.117,0.125	0.069,0.08,0.074,0.034,0.04,0.043,0.035	0.059
