ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
7689	ENSG00000156650	KAT6B	chr10	+	74981786	74985241	74981786	74981928	74989018	74989112	7689	22,52,48,13,38,71,44,22,30,51,23,39	2,4,0,0,1,2,4,0,1,3,1,0	30,43,21,41,31,47,42,45,25,33,13,37	1,0,0,1,0,0,0,0,0,0,0,2	3413	100	6.2978178228e-11	1.17895149643e-07	0.244,0.276,1.0,1.0,0.527,0.51,0.244,1.0,0.468,0.332,0.403,1.0	0.468,1.0,1.0,0.546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.352	-0.28
8239	ENSG00000284770	TBCE	chr1	+	235442851	235442961	235442851	235442911	235448348	235448440	8239	4,3,1,2,4,5,1,6,4,2,0,1	12,20,15,14,21,28,25,5,22,28,14,20	1,1,0,2,1,3,0,3,1,0,0,3	27,20,5,19,25,23,21,19,22,31,9,13	150	100	0.000342637679912	0.0411165215894	0.182,0.091,0.043,0.087,0.113,0.106,0.026,0.444,0.108,0.045,0.0,0.032	0.024,0.032,0.0,0.066,0.026,0.08,0.0,0.095,0.029,0.0,0.0,0.133	0.066
8440	ENSG00000157036	EXOG	chr3	+	38497628	38497778	38497628	38497684	38501354	38501494	8440	7,11,13,8,13,30,14,11,18,17,8,13	2,1,3,0,3,2,3,1,3,0,2,1	25,14,19,23,7,15,21,16,14,14,11,19	0,1,0,0,1,0,1,2,2,0,1,2	194	100	7.19816556812e-05	0.0137499652485	0.643,0.85,0.691,1.0,0.691,0.885,0.706,0.85,0.756,1.0,0.673,0.87	1.0,0.878,1.0,1.0,0.783,1.0,0.915,0.805,0.783,1.0,0.85,0.83	-0.102
8751	ENSG00000158079	PTPDC1	chr9	+	94084463	94084774	94084463	94084768	94085250	94085422	8751	0,8,1,1,6,3,3,3,2,1,4,2	5,57,7,5,31,10,14,9,2,11,3,13	3,1,0,0,2,3,0,0,0,1,1,1	6,7,10,2,5,24,2,5,7,8,8,9	106	100	1.8843017319e-05	0.00551158256581	0.0,0.117,0.119,0.159,0.154,0.221,0.168,0.239,0.485,0.079,0.557,0.127	0.321,0.119,0.0,0.0,0.274,0.105,0.0,0.0,0.0,0.105,0.105,0.095	0.108
9377	ENSG00000077522	ACTN2	chr1	+	236734432	236737214	236734432	236734518	236739301	236739532	9377	55,139,97,48,121,108,66,56,69,74,39,88	2,0,5,0,1,2,2,2,4,2,1,1	69,48,121,42,66,82,48,94,45,67,35,34	1,0,0,0,0,1,0,0,1,1,0,1	2796	100	1.23345778036e-13	5.77258241208e-10	0.496,1.0,0.41,1.0,0.812,0.659,0.541,0.5,0.382,0.57,0.582,0.759	0.712,1.0,1.0,1.0,1.0,0.746,1.0,1.0,0.617,0.706,1.0,0.549	-0.218
9625	ENSG00000124155	PIGT	chr20	+	45420527	45421583	45420527	45420693	45424215	45424381	9625	35,42,48,22,67,81,60,35,30,45,26,51	2,6,4,0,8,3,0,1,3,0,1,2	43,39,59,27,48,41,23,28,22,41,37,35	0,0,0,0,1,3,1,0,3,0,1,0	990	100	6.29064690338e-08	4.90670458464e-05	0.639,0.414,0.548,1.0,0.458,0.732,1.0,0.78,0.503,1.0,0.724,0.72	1.0,1.0,1.0,1.0,0.829,0.58,0.699,1.0,0.426,1.0,0.789,1.0	-0.15
9841	ENSG00000290555	LINC00680	chr6	-	57919783	57919919	57919829	57919919	57912643	57913042	9841	2,10,6,4,5,9,2,3,6,2,1,3	0,0,0,0,0,1,3,0,0,2,0,0	9,3,4,7,2,2,4,0,7,0,8,3	0,2,5,0,4,1,2,3,0,8,0,1	146	100	2.44360712776e-08	2.54135141287e-05	1.0,1.0,1.0,1.0,1.0,0.86,0.313,1.0,1.0,0.407,1.0,1.0	1.0,0.507,0.354,1.0,0.255,0.578,0.578,0.0,1.0,0.0,1.0,0.673	0.303
9973	ENSG00000164961	WASHC5	chr8	-	125083712	125084022	125083834	125084022	125083112	125083258	9973	40,67,26,31,62,57,66,43,52,64,28,60	1,0,0,0,5,0,4,2,0,3,0,2	25,47,102,30,41,75,36,34,41,66,28,34	6,3,0,3,0,1,6,3,7,0,2,1	222	100	0.000177083150069	0.025240246398	0.947,1.0,1.0,1.0,0.848,1.0,0.881,0.906,1.0,0.906,1.0,0.931	0.652,0.876,1.0,0.818,1.0,0.971,0.73,0.836,0.725,1.0,0.863,0.939	0.084
10109	ENSG00000118518	RNF146	chr6	+	127266882	127267095	127266882	127267044	127280230	127280340	10109	20,32,23,17,37,20,34,21,19,38,15,28	0,3,0,0,1,2,0,2,0,0,1,1	37,24,25,10,22,29,27,21,14,32,34,24	0,3,6,0,0,1,0,4,0,3,2,6	151	100	7.40321791267e-05	0.0138588239325	1.0,0.876,1.0,1.0,0.961,0.869,1.0,0.874,1.0,1.0,0.909,0.949	1.0,0.841,0.734,1.0,1.0,0.951,1.0,0.777,1.0,0.876,0.918,0.726	0.051
10270	ENSG00000179115	FARSA	chr19	-	12928534	12928663	12928572	12928663	12928341	12928457	10270	67,87,109,72,133,187,142,102,100,134,56,104	2,5,2,0,5,13,7,5,3,3,0,7	93,69,94,29,100,70,114,80,59,91,81,79	6,3,17,2,21,5,8,12,1,5,2,3	138	100	2.45538884182e-05	0.00696437562407	0.96,0.927,0.975,1.0,0.951,0.912,0.936,0.937,0.96,0.97,1.0,0.915	0.918,0.943,0.8,0.913,0.775,0.91,0.912,0.829,0.977,0.93,0.967,0.95	0.052
11267	ENSG00000147010	SH3KBP1	chrX	-	19836124	19836282	19836150	19836282	19746317	19746441	11267	22,14,35,15,28,44,35,21,35,22,9,24	3,0,9,1,7,4,6,2,5,5,6,4	24,33,47,19,31,31,35,36,22,30,11,18	2,1,0,1,0,1,2,4,3,1,1,1	126	100	4.72473005164e-08	4.02031575303e-05	0.853,1.0,0.755,0.923,0.76,0.897,0.822,0.893,0.847,0.777,0.543,0.826	0.905,0.963,1.0,0.938,1.0,0.961,0.933,0.877,0.853,0.96,0.897,0.935	-0.111
11969	ENSG00000105221	AKT2	chr19	-	40236256	40238091	40237968	40238091	40235889	40236104	11969	32,35,21,15,51,42,30,26,21,34,14,30	0,0,6,0,2,1,0,0,1,0,0,0	29,26,27,32,36,35,60,41,20,34,14,20	1,0,9,2,2,3,0,1,1,1,2,1	1812	100	6.44318888021e-07	0.000376926549492	1.0,1.0,0.162,1.0,0.585,0.699,1.0,1.0,0.537,1.0,1.0,1.0	0.615,1.0,0.142,0.469,0.498,0.392,1.0,0.694,0.525,0.652,0.279,0.525	0.266
12109	ENSG00000291176	NA	chr2	+	96019200	96019700	96019200	96019274	96021124	96021195	12109	27,54,15,8,77,44,44,26,12,17,7,19	0,1,0,0,0,0,2,2,0,1,0,0	22,28,22,10,34,58,13,14,18,35,25,34	2,2,0,3,1,1,4,3,0,5,1,4	526	100	3.29736238314e-14	3.08633119062e-10	1.0,0.911,1.0,1.0,1.0,1.0,0.807,0.712,1.0,0.764,1.0,1.0	0.677,0.727,1.0,0.388,0.866,0.917,0.382,0.47,1.0,0.571,0.826,0.618	0.229
12287	ENSG00000213066	CEP43	chr6	+	167003192	167003811	167003192	167003247	167004263	167004401	12287	9,21,41,25,49,50,46,28,20,43,17,11	2,2,2,2,4,0,2,2,1,3,0,1	33,25,40,20,40,37,41,37,23,20,21,35	1,2,0,0,0,2,1,0,1,0,0,2	664	100	2.21326462857e-06	0.000941643496519	0.404,0.613,0.755,0.653,0.648,1.0,0.776,0.678,0.751,0.683,1.0,0.624	0.832,0.653,1.0,1.0,1.0,0.736,0.861,1.0,0.776,1.0,1.0,0.725	-0.166
12335	ENSG00000104064	GABPB1	chr15	-	50301220	50301368	50301256	50301368	50300788	50300902	12335	7,13,8,2,3,6,6,4,4,15,4,7	7,17,23,12,21,26,27,15,32,36,9,9	13,6,30,8,10,9,17,15,12,9,6,8	10,15,17,22,6,21,18,15,13,16,5,12	136	100	3.50549747802e-05	0.00841319394725	0.424,0.36,0.204,0.109,0.095,0.145,0.14,0.164,0.084,0.235,0.246,0.364	0.489,0.227,0.565,0.211,0.551,0.24,0.41,0.424,0.404,0.293,0.469,0.329	-0.17
12467	ENSG00000119801	YPEL5	chr2	+	30148244	30148541	30148244	30148305	30156627	30156792	12467	14,11,16,14,12,24,15,6,9,10,5,4	0,0,0,0,2,2,0,0,1,0,0,1	7,9,12,8,9,10,7,4,4,8,7,15	1,1,12,0,0,0,0,2,0,3,1,1	336	100	0.000225520643667	0.0297306087989	1.0,1.0,1.0,1.0,0.641,0.781,1.0,1.0,0.728,1.0,1.0,0.543	0.676,0.728,0.229,1.0,1.0,1.0,1.0,0.373,1.0,0.442,0.676,0.817	0.146
12553	ENSG00000197971	MBP	chr18	-	76988299	76988527	76988494	76988527	76985203	76985210	12553	52,327,19,56,151,46,95,71,20,60,80,123	95,558,27,75,274,47,120,93,31,94,127,138	60,46,101,2,57,123,8,23,27,57,18,19	74,86,154,9,142,228,33,26,49,126,94,49	295	100	0.000301829356645	0.0367064333734	0.157,0.166,0.193,0.202,0.157,0.249,0.212,0.206,0.179,0.178,0.176,0.232	0.216,0.153,0.182,0.07,0.12,0.155,0.076,0.231,0.157,0.133,0.061,0.116	0.053
13369	ENSG00000170074	FAM153A	chr5	-	177714048	177714177	177714053	177714177	177713747	177713916	13369	0,2,0,2,0,3,1,1,2,8,1,0	4,12,12,2,27,35,21,11,0,15,1,5	6,0,8,3,4,1,9,5,2,6,5,0	19,18,0,6,4,5,0,18,14,0,3,9	105	100	4.10226427888e-05	0.00892957991868	0.0,0.137,0.0,0.488,0.0,0.075,0.043,0.08,1.0,0.337,0.488,0.0	0.231,0.0,1.0,0.323,0.488,0.16,1.0,0.209,0.12,1.0,0.613,0.0	-0.208
13450	ENSG00000104763	ASAH1	chr8	-	18064456	18067298	18067219	18067298	18063184	18063230	13450	189,176,157,121,221,272,215,128,219,254,104,167	0,0,7,0,3,0,1,2,1,0,2,3	174,189,328,201,108,273,173,174,194,192,109,206	0,0,0,1,0,0,0,0,1,0,0,2	2863	100	1.87701007462e-05	0.00551158256581	1.0,1.0,0.439,1.0,0.72,1.0,0.882,0.691,0.884,1.0,0.645,0.66	1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,0.871,1.0,1.0,0.782	-0.134
14194	ENSG00000147852	VLDLR	chr9	+	2647473	2648347	2647473	2647592	2648668	2648810	14194	28,62,36,33,54,70,68,38,50,51,18,63	0,4,6,1,3,0,0,1,0,6,1,7	43,56,111,51,50,14,57,32,49,43,31,58	2,0,0,0,1,2,1,1,0,0,1,0	855	100	1.79485115659e-09	2.79996780428e-06	1.0,0.644,0.412,0.794,0.678,1.0,1.0,0.816,1.0,0.499,0.678,0.513	0.715,1.0,1.0,1.0,0.854,0.45,0.87,0.789,1.0,1.0,0.784,1.0	-0.119
14287	ENSG00000153234	NR4A2	chr2	-	156327850	156328014	156327925	156328014	156326717	156326920	14287	5,11,36,15,18,16,30,11,10,9,19,14	0,0,2,2,2,2,2,0,2,2,3,2	30,19,40,3,21,27,10,27,26,20,9,14	2,0,0,1,0,0,0,3,1,1,0,0	175	100	0.000195318262213	0.027286252751	1.0,1.0,0.911,0.811,0.837,0.821,0.896,1.0,0.741,0.72,0.784,0.8	0.896,1.0,1.0,0.632,1.0,1.0,1.0,0.837,0.937,0.92,1.0,1.0	-0.075
15270	ENSG00000111653	ING4	chr12	-	6652935	6653050	6652944	6653050	6652661	6652770	15270	20,23,30,17,46,53,35,24,30,38,9,19	2,1,4,0,1,1,6,2,0,1,0,0	27,28,40,11,27,27,34,47,27,30,26,28	2,1,6,1,9,4,9,2,1,2,2,2	109	100	4.031895399e-05	0.00892957991868	0.902,0.955,0.873,1.0,0.977,0.98,0.843,0.917,1.0,0.972,1.0,1.0	0.925,0.963,0.859,0.91,0.733,0.861,0.776,0.956,0.961,0.932,0.923,0.928	0.058
15324	ENSG00000133943	DGLUCY	chr14	+	91170002	91170201	91170002	91170186	91173288	91173439	15324	38,27,20,21,23,54,47,22,13,22,19,28	0,30,21,0,21,0,0,0,20,21,0,0	16,0,32,0,48,21,21,2,18,20,13,35	25,34,0,27,0,20,38,39,11,26,14,0	115	100	1.65895491826e-05	0.00517593934497	1.0,0.439,0.453,1.0,0.488,1.0,1.0,1.0,0.361,0.477,1.0,1.0	0.358,0.0,1.0,0.0,1.0,0.477,0.325,0.043,0.587,0.401,0.447,1.0	0.298
15393	ENSG00000196498	NCOR2	chr12	-	124327408	124327633	124327546	124327633	124326190	124326370	15393	4,26,45,18,46,47,46,19,24,29,19,21	1,16,10,1,16,6,8,6,5,3,5,12	24,14,21,7,69,7,34,51,12,21,11,21	4,2,0,1,7,1,2,1,3,4,2,1	238	100	4.37611651348e-05	0.00930919331049	0.627,0.406,0.654,0.883,0.547,0.767,0.707,0.571,0.669,0.802,0.615,0.424	0.716,0.746,1.0,0.746,0.806,0.746,0.877,0.955,0.627,0.688,0.698,0.898	-0.153
15835	ENSG00000125462	MIR9-1HG	chr1	-	156413412	156414298	156414083	156414298	156404251	156404601	15835	26,54,2,16,44,18,31,13,13,19,9,36	0,7,0,0,0,4,0,0,0,0,0,2	16,20,7,7,25,64,7,5,27,37,24,14	2,1,12,0,0,0,0,3,2,2,1,1	771	100	0.000102443374793	0.0172921652908	1.0,0.5,1.0,1.0,1.0,0.369,1.0,1.0,1.0,1.0,1.0,0.7	0.509,0.722,0.07,1.0,1.0,1.0,1.0,0.178,0.636,0.706,0.757,0.645	0.196
15887	ENSG00000011143	MKS1	chr17	-	58214258	58216243	58216087	58216243	58213764	58213869	15887	10,17,6,8,15,18,15,3,12,10,6,12	0,0,2,0,2,2,3,0,0,2,0,1	10,13,24,8,2,8,10,20,16,12,7,11	1,0,0,0,0,0,2,1,1,0,1,0	1929	100	0.000107769989095	0.0173131948021	1.0,1.0,0.135,1.0,0.28,0.318,0.206,1.0,1.0,0.206,1.0,0.384	0.341,1.0,1.0,1.0,1.0,1.0,0.206,0.509,0.453,1.0,0.266,1.0	-0.104
15980	ENSG00000170445	HARS1	chr5	-	140677907	140679127	140679001	140679127	140677654	140677753	15980	111,158,99,122,148,271,243,108,163,207,59,159	0,3,9,1,1,3,1,1,0,9,0,0	184,124,265,114,103,152,199,117,148,150,88,180	2,0,0,0,3,1,2,0,0,1,1,1	1194	100	4.68351106009e-07	0.00029225109015	1.0,0.815,0.48,0.911,0.925,0.883,0.953,0.9,1.0,0.658,1.0,1.0	0.885,1.0,1.0,1.0,0.742,0.927,0.893,1.0,1.0,0.926,0.881,0.938	-0.056
