ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1663	ENSG00000291037	NA	chr7	-	5127616	5127743	5132447	5132489	5126829	5126925	5136554	5136689	1663	1,2,1,0,1,0,1,2,6,0,0,0	26,18,15,27,28,35,27,3,22,26,3,10	8,2,2,0,1,2,4,0,3,2,1,1	25,13,31,2,6,17,14,14,21,19,6,10	142	227	0.000371976954272	0.0387765768502	0.058,0.151,0.096,0.0,0.054,0.0,0.056,0.516,0.304,0.0,0.0,0.0	0.338,0.197,0.093,0.0,0.21,0.158,0.314,0.0,0.186,0.144,0.21,0.138	-0.063
1682	ENSG00000197619	ZNF615	chr19	-	52004416	52004723	52007292	52007330	52003696	52003900	52007958	52008081	1682	2,4,3,2,3,2,6,0,7,8,1,12	0,7,8,0,7,5,2,4,6,8,6,1	2,3,1,2,4,5,6,11,3,8,6,3	1,1,0,0,1,3,0,0,7,4,1,1	138	407	0.000161610689476	0.0236186879639	1.0,0.628,0.525,1.0,0.558,0.541,0.898,0.0,0.775,0.747,0.33,0.973	0.855,0.898,1.0,1.0,0.922,0.831,1.0,1.0,0.558,0.855,0.947,0.898	-0.232
1830	ENSG00000165006	UBAP1	chr9	+	34234215	34234340	34241184	34242108	34220907	34220948	34249778	34249961	1830	31,54,31,14,81,62,51,30,41,67,21,37	52,58,87,40,113,119,107,86,69,103,27,55	45,47,114,36,44,48,39,41,32,48,37,40	70,45,56,36,69,78,65,49,44,58,46,56	225	1024	0.000256055050931	0.0309182396689	0.731,0.809,0.619,0.614,0.765,0.703,0.684,0.614,0.73,0.748,0.78,0.754	0.745,0.826,0.903,0.82,0.744,0.737,0.732,0.792,0.768,0.79,0.785,0.765	-0.071
2066	ENSG00000141576	RNF157	chr17	-	76173701	76173790	76212363	76212482	76167650	76167797	76240152	76240289	2066	66,70,96,88,111,181,128,67,88,121,36,93	116,92,141,107,166,255,145,69,139,237,66,107	99,79,72,44,104,53,92,107,64,78,33,56	173,145,263,86,159,125,211,199,101,138,77,121	219	189	1.29352175455e-05	0.00426468498468	0.329,0.396,0.37,0.415,0.366,0.38,0.432,0.456,0.353,0.306,0.32,0.429	0.331,0.32,0.191,0.306,0.361,0.268,0.273,0.317,0.354,0.328,0.27,0.285	0.079
2585	ENSG00000112964	GHR	chr5	+	42629037	42629103	42688889	42689019	42565863	42565944	42694916	42695089	2585	0,0,8,4,2,1,3,0,2,0,1,3	6,4,14,4,6,7,9,5,6,9,1,5	0,0,0,0,2,0,0,2,0,2,1,0	12,11,15,11,14,1,12,4,12,7,6,14	166	230	1.4452296826e-07	0.000124536098672	0.0,0.0,0.442,0.581,0.316,0.165,0.316,0.0,0.316,0.0,0.581,0.454	0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.409,0.0,0.284,0.188,0.0	0.177
2861	ENSG00000291129	PPIEL	chr1	-	39545732	39545857	39547578	39547634	39541719	39541841	39548861	39548951	2861	1,1,0,2,4,2,0,1,0,2,0,1	10,14,11,10,17,20,17,7,8,14,4,13	1,6,0,1,3,5,4,2,0,0,0,3	20,10,5,6,13,13,7,18,6,7,12,16	156	225	0.000150310914004	0.0227961532178	0.126,0.093,0.0,0.224,0.253,0.126,0.0,0.171,0.0,0.171,0.0,0.1	0.067,0.464,0.0,0.194,0.25,0.357,0.452,0.138,0.0,0.0,0.0,0.213	-0.073
3255	ENSG00000188554	NBR1	chr17	+	43175790	43175901	43177935	43177998	43171213	43171302	43179393	43179412	3255	66,86,50,36,156,86,87,53,48,51,36,95	78,112,74,58,134,130,161,110,72,119,65,107	95,108,94,90,80,92,104,67,75,141,86,57	84,86,111,64,69,124,91,92,68,103,62,81	211	163	1.18240990615e-05	0.00393255013962	0.395,0.372,0.343,0.324,0.474,0.338,0.295,0.271,0.34,0.249,0.3,0.407	0.466,0.492,0.395,0.521,0.472,0.364,0.469,0.36,0.46,0.514,0.517,0.352	-0.106
3262	ENSG00000188554	NBR1	chr17	+	43200166	43200608	43201685	43201780	43196941	43197106	43202654	43202712	3262	169,312,64,132,243,179,226,111,189,194,84,159	186,298,128,147,308,321,276,185,170,274,137,208	143,189,250,168,173,309,167,165,155,209,71,157	188,166,178,106,190,232,200,136,137,158,127,170	542	195	1.98153553252e-05	0.00569166058451	0.246,0.274,0.152,0.244,0.221,0.167,0.228,0.178,0.286,0.203,0.181,0.216	0.215,0.291,0.336,0.363,0.247,0.324,0.231,0.304,0.289,0.322,0.167,0.249	-0.062
3265	ENSG00000188554	NBR1	chr17	+	43202654	43202712	43203680	43203786	43201685	43201780	43209900	43211688	3265	117,180,86,102,199,225,200,127,101,198,88,143	58,124,53,75,146,126,108,68,75,142,65,106	123,106,97,59,112,143,139,79,92,102,97,111	97,106,112,58,130,155,110,76,68,108,63,119	158	206	4.27464050934e-07	0.000294678172567	0.725,0.654,0.679,0.639,0.64,0.7,0.707,0.709,0.637,0.645,0.638,0.638	0.623,0.566,0.53,0.57,0.529,0.546,0.622,0.575,0.638,0.552,0.667,0.549	0.087
3319	ENSG00000140416	TPM1	chr15	+	63043705	63043831	63044026	63044152	63042746	63042943	63056984	63057118	3319	2,9,1,0,2,2,0,2,0,2,2,0	29,31,36,17,57,90,69,36,37,59,22,21	5,5,11,1,2,2,6,10,10,3,40,13	41,38,54,45,50,38,82,110,32,68,55,92	226	226	7.66914176609e-09	1.21156462526e-05	0.065,0.225,0.027,0.0,0.034,0.022,0.0,0.053,0.0,0.033,0.083,0.0	0.109,0.116,0.169,0.022,0.038,0.05,0.068,0.083,0.238,0.042,0.421,0.124	-0.078
3356	ENSG00000258461	NA	chr15	+	42352029	42352124	42354339	42354453	42351328	42351432	42384482	42384552	3356	6,49,9,8,35,26,21,15,7,11,7,15	0,10,3,4,3,5,7,1,1,8,4,4	20,8,20,11,11,17,18,15,9,15,9,19	4,2,0,0,0,3,3,1,1,2,1,4	195	214	0.000508215207394	0.0481724489709	1.0,0.843,0.767,0.687,0.928,0.851,0.767,0.943,0.885,0.601,0.658,0.805	0.846,0.814,1.0,1.0,1.0,0.861,0.868,0.943,0.908,0.892,0.908,0.839	-0.095
3634	ENSG00000085788	DDHD2	chr8	+	38247712	38247835	38249707	38249803	38246183	38246300	38251911	38252028	3634	99,155,85,70,124,166,197,80,173,153,52,129	99,123,131,85,175,203,251,114,131,231,70,130	127,170,314,148,81,187,155,140,137,187,54,129	156,160,174,132,72,154,128,128,112,181,51,122	223	196	0.000319680057496	0.0360734207737	0.468,0.526,0.363,0.42,0.384,0.418,0.408,0.381,0.537,0.368,0.395,0.466	0.417,0.483,0.613,0.496,0.497,0.516,0.516,0.49,0.518,0.476,0.482,0.482	-0.071
4179	ENSG00000179818	PCBP1-AS1	chr2	-	70015447	70015580	70018014	70018131	69996685	69996888	70051202	70051305	4179	3,12,6,3,10,15,16,3,9,9,5,9	1,1,4,0,1,3,4,0,0,1,0,0	7,8,13,6,8,4,10,16,6,5,4,8	1,0,9,0,1,2,1,2,5,2,1,0	217	233	0.000455332979326	0.0440406885488	0.763,0.928,0.617,1.0,0.915,0.843,0.811,1.0,1.0,0.906,1.0,1.0	0.883,1.0,0.608,1.0,0.896,0.682,0.915,0.896,0.563,0.729,0.811,1.0	0.067
4226	ENSG00000117593	DARS2	chr1	+	173834472	173834519	173836939	173837046	173833375	173833499	173838189	173838259	4226	3,4,2,1,9,11,4,7,5,12,2,10	22,29,9,18,25,33,15,14,10,26,4,12	9,11,36,8,12,12,8,6,9,13,5,9	19,12,12,13,13,9,19,12,15,32,7,11	147	207	0.000112784770798	0.0185118380295	0.161,0.163,0.238,0.073,0.336,0.319,0.273,0.413,0.413,0.394,0.413,0.54	0.4,0.563,0.809,0.464,0.565,0.652,0.372,0.413,0.458,0.364,0.501,0.535	-0.197
4414	ENSG00000151276	MAGI1	chr3	-	65387142	65387226	65391141	65391358	65383531	65383623	65429519	65430140	4414	6,19,17,4,12,2,10,5,2,5,3,5	38,34,28,33,63,55,121,33,84,87,31,66	1,4,5,3,1,8,4,8,4,7,2,2	62,81,123,85,25,52,96,94,71,71,26,54	317	184	4.02665474097e-06	0.00164161951079	0.084,0.245,0.261,0.066,0.1,0.021,0.046,0.081,0.014,0.032,0.053,0.042	0.009,0.028,0.023,0.02,0.023,0.082,0.024,0.047,0.032,0.054,0.043,0.021	0.053
4516	ENSG00000236485	LINC01945	chr2	-	131994940	131994987	132004110	132004233	131993728	131993830	132037308	132037475	4516	1,1,2,5,4,5,6,1,2,7,3,2	0,0,1,1,0,2,0,1,0,0,0,2	2,6,0,3,5,2,6,12,8,4,3,5	1,1,1,2,0,2,3,1,3,1,3,3	223	147	1.48853475435e-07	0.000125417322692	1.0,1.0,0.569,0.767,1.0,0.622,1.0,0.397,1.0,1.0,1.0,0.397	0.569,0.798,0.0,0.497,1.0,0.397,0.569,0.888,0.637,0.725,0.397,0.524	0.229
4557	ENSG00000155256	ZFYVE27	chr10	+	97738476	97738674	97744728	97744915	97737122	97737325	97748268	97748364	4557	4,3,5,6,9,8,9,4,5,12,5,8	26,19,32,30,34,44,55,17,31,34,15,24	1,4,0,5,5,1,7,1,5,8,0,2	37,29,36,17,63,37,35,26,25,36,24,39	298	287	3.44212346794e-05	0.00831261855331	0.129,0.132,0.131,0.162,0.203,0.149,0.136,0.185,0.134,0.254,0.243,0.243	0.025,0.117,0.0,0.221,0.071,0.025,0.162,0.036,0.162,0.176,0.0,0.047	0.088
4785	ENSG00000293313	ZNF37BP	chr10	-	42523611	42523738	42525539	42525660	42519707	42521127	42550556	42550615	4785	8,0,12,9,10,0,0,5,14,36,0,24	19,35,5,17,24,38,41,18,25,18,17,9	0,0,0,13,0,0,1,0,1,2,4,11	36,24,10,31,28,44,36,41,27,29,13,15	221	227	3.15320191256e-05	0.0077632240594	0.302,0.0,0.711,0.352,0.3,0.0,0.0,0.222,0.365,0.673,0.0,0.733	0.0,0.0,0.0,0.301,0.0,0.0,0.028,0.0,0.037,0.066,0.24,0.43	0.213
4910	ENSG00000109113	RAB34	chr17	-	28715992	28716061	28716902	28716994	28715799	28715901	28717212	28717425	4910	6,4,18,7,14,8,6,8,7,19,6,9	3,7,7,4,17,26,7,9,8,16,13,7	6,7,0,6,2,4,12,9,5,11,8,5	16,15,15,13,18,20,21,17,13,15,17,24	192	169	4.52089537586e-05	0.0100816959319	0.638,0.335,0.694,0.606,0.42,0.213,0.43,0.439,0.435,0.511,0.289,0.531	0.248,0.291,0.0,0.289,0.089,0.15,0.335,0.318,0.253,0.392,0.293,0.155	0.227
5053	ENSG00000100505	TRIM9	chr14	-	50998049	50998188	51000682	51000828	50981799	50982103	51009079	51009233	5053	2,3,7,1,1,8,3,2,5,4,2,1	26,61,32,16,77,40,43,35,27,36,25,44	3,3,8,3,10,7,10,10,4,2,3,7	40,27,28,21,27,36,34,52,18,28,13,39	246	239	5.47611469524e-05	0.011408070806	0.07,0.046,0.175,0.057,0.012,0.163,0.063,0.053,0.152,0.097,0.072,0.022	0.068,0.097,0.217,0.122,0.265,0.159,0.222,0.157,0.178,0.065,0.183,0.148	-0.075
5101	ENSG00000115392	FANCL	chr2	-	58229813	58229874	58232053	58232112	58221941	58222042	58241217	58241325	5101	26,62,24,17,54,40,64,35,31,29,26,45	0,16,1,1,0,0,9,9,8,0,0,1	42,32,36,26,30,44,55,28,41,43,41,33	0,0,0,0,0,0,0,1,0,0,0,0	159	161	1.18460796728e-13	4.49144110794e-09	1.0,0.797,0.96,0.945,1.0,1.0,0.878,0.797,0.797,1.0,1.0,0.979	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.966,1.0,1.0,1.0,1.0	-0.068
5284	ENSG00000070367	EXOC5	chr14	-	57244164	57244359	57246710	57246858	57239594	57239659	57247617	57247712	5284	86,143,114,56,137,160,121,82,101,190,73,94	55,73,37,57,103,75,103,34,82,89,48,56	88,88,150,101,57,144,115,125,86,116,53,65	76,90,160,77,87,104,71,83,73,114,73,67	248	295	6.33636683871e-05	0.0126071316411	0.65,0.7,0.786,0.539,0.613,0.717,0.583,0.742,0.594,0.717,0.644,0.666	0.579,0.538,0.527,0.609,0.438,0.622,0.658,0.642,0.584,0.548,0.463,0.536	0.101
5810	ENSG00000070808	CAMK2A	chr5	-	150228191	150228286	150231304	150231380	150222988	150223217	150238699	150238748	5810	805,784,1790,850,1902,3049,2126,1195,2006,2144,718,1394	435,442,1192,621,1200,2172,1522,793,1046,1468,559,995	2005,2367,2167,1483,1547,1994,2482,2332,1238,1874,634,1556	1062,1149,813,465,1030,739,1552,1196,689,1023,507,802	176	195	1.65746554028e-05	0.00506796822256	0.672,0.663,0.625,0.603,0.637,0.609,0.607,0.625,0.68,0.618,0.587,0.608	0.677,0.695,0.747,0.779,0.625,0.749,0.639,0.684,0.666,0.67,0.581,0.682	-0.055
6223	ENSG00000031003	FAM13B	chr5	-	138011767	138011945	138018301	138018514	138006989	138007147	138021030	138021197	6223	9,20,16,9,21,17,23,6,17,25,12,20	1,1,0,0,2,1,0,2,1,2,1,0	10,19,31,10,12,27,4,15,10,11,6,9	1,2,16,2,1,0,2,0,0,3,0,0	313	278	0.000320658017682	0.0360764057579	0.889,0.947,1.0,1.0,0.903,0.938,1.0,0.727,0.938,0.917,0.914,1.0	0.899,0.894,0.632,0.816,0.914,1.0,0.64,1.0,1.0,0.765,1.0,1.0	0.051
6281	ENSG00000184047	DIABLO	chr12	-	122218265	122218397	122224644	122224748	122216758	122216869	122225964	122226039	6281	4,6,4,0,7,4,4,4,5,6,1,5	53,63,48,58,79,69,108,49,69,94,23,65	6,13,30,3,2,7,12,5,8,3,7,9	59,59,95,53,42,62,69,59,64,67,50,94	204	232	2.22100195661e-05	0.00611936948638	0.079,0.098,0.087,0.0,0.092,0.062,0.04,0.085,0.076,0.068,0.047,0.08	0.104,0.2,0.264,0.06,0.051,0.114,0.165,0.088,0.124,0.048,0.137,0.098	-0.053
7220	ENSG00000124641	MED20	chr6	-	41909268	41909522	41916784	41916939	41905353	41907287	41921004	41921139	7220	16,35,15,15,27,30,31,34,15,23,7,18	9,11,4,10,12,14,19,5,6,10,5,10	28,21,36,19,28,36,37,29,22,20,33,38	8,6,6,8,4,11,4,5,6,7,2,5	255	354	4.38374141345e-05	0.00989342593399	0.712,0.815,0.839,0.676,0.757,0.748,0.694,0.904,0.776,0.762,0.66,0.714	0.829,0.829,0.893,0.767,0.907,0.82,0.928,0.89,0.836,0.799,0.958,0.913	-0.109
7273	ENSG00000136603	SKIL	chr3	+	170381243	170381341	170384532	170384765	170359622	170361429	170390222	170390464	7273	54,87,166,60,136,162,144,70,96,128,63,105	57,66,141,49,110,91,126,73,84,119,50,97	77,92,87,80,50,104,107,99,75,98,39,99	86,107,285,107,49,99,92,102,116,101,48,100	198	333	0.000255950386361	0.0309182396689	0.614,0.689,0.664,0.673,0.675,0.75,0.658,0.617,0.658,0.644,0.679,0.645	0.601,0.591,0.339,0.557,0.632,0.639,0.662,0.62,0.521,0.62,0.577,0.625	0.082
7476	ENSG00000197748	CFAP43	chr10	-	104193865	104194014	104203671	104203803	104188269	104188410	104205962	104206030	7476	0,7,5,1,2,5,2,3,2,2,1,1	2,1,5,1,0,0,4,1,1,3,0,1	5,6,12,3,2,7,4,3,3,5,2,9	1,0,0,1,1,0,1,3,3,0,0,0	232	249	0.000102503442686	0.0171965399533	0.0,0.883,0.518,0.518,1.0,1.0,0.349,0.763,0.682,0.417,1.0,0.518	0.843,1.0,1.0,0.763,0.682,1.0,0.811,0.518,0.518,1.0,1.0,1.0	-0.207
7555	ENSG00000215386	MIR99AHG	chr21	+	16231055	16231115	16383159	16383304	16194460	16194633	16391613	16391685	7555	44,59,18,11,66,84,42,53,47,62,40,46	2,0,1,0,0,0,0,0,0,3,0,2	47,49,18,60,38,93,71,87,47,47,34,73	1,0,40,5,1,0,3,1,3,4,2,0	160	245	5.66941733806e-05	0.011682389042	0.971,1.0,0.965,1.0,1.0,1.0,1.0,1.0,1.0,0.969,1.0,0.972	0.986,1.0,0.408,0.948,0.983,1.0,0.973,0.993,0.96,0.947,0.963,1.0	0.06
7630	ENSG00000151468	CCDC3	chr10	-	13049673	13049941	13073867	13074100	12998337	12998512	13098524	13098602	7630	3,2,0,1,4,3,1,0,0,8,1,6	7,8,18,4,10,10,3,11,8,4,5,11	1,0,0,0,1,0,3,3,0,1,0,1	3,3,12,4,5,12,6,11,11,7,5,12	333	368	1.06429516977e-07	9.8421344785e-05	0.321,0.216,0.0,0.216,0.307,0.249,0.269,0.0,0.0,0.688,0.181,0.376	0.269,0.0,0.0,0.0,0.181,0.0,0.356,0.232,0.0,0.136,0.0,0.084	0.13
7829	ENSG00000223546	LINC00630	chrX	+	102826968	102827144	102839800	102839972	102720956	102721027	102845856	102846020	7829	2,8,2,1,2,9,4,4,1,7,1,4	14,16,8,16,25,16,21,18,11,19,4,17	2,2,0,4,3,1,5,1,1,1,0,4	20,16,41,12,22,10,29,20,7,13,13,17	276	272	0.000407207270393	0.0411202566635	0.123,0.33,0.198,0.058,0.073,0.357,0.158,0.18,0.082,0.266,0.198,0.188	0.09,0.11,0.0,0.247,0.118,0.09,0.145,0.047,0.123,0.07,0.0,0.188	0.082
8015	ENSG00000070214	SLC44A1	chr9	+	105335562	105335699	105348357	105348451	105309723	105309866	105356211	105356381	8015	286,791,78,170,570,151,316,206,136,185,262,327	316,824,102,186,656,261,411,224,129,229,289,372	145,198,352,66,342,551,117,97,143,323,219,184	139,235,273,40,313,562,94,86,144,330,202,175	237	194	0.00032876091856	0.0365563142954	0.426,0.44,0.385,0.428,0.416,0.321,0.386,0.429,0.463,0.398,0.426,0.418	0.461,0.408,0.513,0.575,0.472,0.445,0.505,0.48,0.448,0.445,0.47,0.463	-0.062
8404	ENSG00000145982	FARS2	chr6	+	5431040	5431172	5545179	5545340	5368549	5369182	5613168	5613320	8404	2,10,3,1,7,5,9,4,4,2,2,3	20,28,13,15,19,31,30,11,18,30,3,24	2,2,0,0,2,3,1,6,1,4,1,1	24,20,20,15,10,33,14,17,27,20,18,18	232	261	0.000208735168293	0.0270973984639	0.101,0.287,0.206,0.07,0.293,0.154,0.252,0.29,0.2,0.07,0.429,0.123	0.086,0.101,0.0,0.0,0.184,0.093,0.074,0.284,0.04,0.184,0.059,0.059	0.109
8866	ENSG00000089057	SLC23A2	chr20	-	4932454	4932716	4970792	4970919	4912879	4912978	5001405	5001510	8866	10,27,38,8,28,36,45,29,33,26,24,38	60,103,283,76,205,228,170,132,118,143,98,120	38,26,55,21,44,31,32,51,18,25,39,23	154,83,105,67,127,102,159,137,85,98,79,93	227	362	0.000118829322839	0.0194198869631	0.21,0.295,0.176,0.144,0.179,0.201,0.297,0.259,0.308,0.225,0.281,0.336	0.282,0.333,0.455,0.333,0.356,0.326,0.243,0.373,0.252,0.289,0.44,0.283	-0.088
9457	ENSG00000139613	SMARCC2	chr12	-	56165317	56165699	56168059	56168194	56164302	56164731	56169528	56169695	9457	89,121,112,77,205,240,205,87,84,197,64,126	27,55,75,32,94,149,119,59,53,93,51,74	157,184,196,93,174,171,208,154,119,171,93,127	74,32,70,19,66,48,74,52,45,46,30,54	235	482	1.09139475235e-10	4.64798908804e-07	0.871,0.819,0.754,0.832,0.817,0.768,0.779,0.752,0.765,0.813,0.72,0.777	0.813,0.922,0.852,0.909,0.844,0.88,0.852,0.859,0.844,0.884,0.864,0.828	-0.074
9571	ENSG00000115839	RAB3GAP1	chr2	+	135115215	135115381	135120818	135120918	135113150	135113270	135124164	135124246	9571	112,124,71,89,175,193,167,90,144,178,60,133	120,155,136,148,238,277,245,154,254,258,95,180	128,127,348,150,121,164,171,100,153,160,93,165	203,189,340,157,111,173,187,135,180,205,104,190	266	200	0.000374320180339	0.0388349128625	0.412,0.376,0.282,0.311,0.356,0.344,0.339,0.305,0.299,0.342,0.322,0.357	0.322,0.336,0.435,0.418,0.45,0.416,0.407,0.358,0.39,0.37,0.402,0.395	-0.054
9774	ENSG00000138663	COPS4	chr4	+	83063075	83063246	83066437	83066553	83057257	83057408	83068437	83068522	9774	66,46,23,64,74,84,89,41,77,100,22,60	102,128,121,86,153,249,176,112,191,243,85,135	60,87,130,99,82,110,89,54,65,129,67,86	166,127,240,140,124,169,155,129,153,152,92,124	271	216	0.000161842273019	0.0236186879639	0.34,0.223,0.132,0.372,0.278,0.212,0.287,0.226,0.243,0.247,0.171,0.262	0.224,0.353,0.302,0.36,0.345,0.342,0.314,0.25,0.253,0.403,0.367,0.356	-0.073
9785	ENSG00000119771	KLHL29	chr2	+	23642337	23642850	23684398	23684537	23639138	23639280	23691673	23691876	9785	5,8,36,13,14,22,16,11,12,16,10,15	1,1,14,4,8,8,7,3,12,6,4,5	10,12,0,5,17,1,14,12,8,6,0,0	4,3,11,6,6,9,9,13,6,4,1,7	613	239	0.000227730563942	0.0280747874135	0.661,0.757,0.501,0.559,0.406,0.517,0.471,0.588,0.281,0.51,0.494,0.539	0.494,0.609,0.0,0.245,0.525,0.042,0.378,0.265,0.342,0.369,0.0,0.0	0.251
9809	ENSG00000172819	RARG	chr12	-	53215645	53215794	53227361	53227687	53215292	53215434	53231168	53231235	9809	1,4,1,2,2,0,1,2,0,0,0,0	3,10,0,3,5,13,6,5,3,6,4,4	1,3,13,2,3,0,1,2,0,2,3,2	6,3,0,2,6,7,5,4,6,4,7,9	426	249	0.000344945796084	0.037261025238	0.163,0.189,1.0,0.28,0.189,0.0,0.089,0.189,0.0,0.0,0.0,0.0	0.089,0.369,1.0,0.369,0.226,0.0,0.105,0.226,0.0,0.226,0.2,0.115	-0.069
