ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3013	ENSG00000169379	ARL13B	chr3	+	93995873	93995944	93980141	93980482	94035330	94035436	3013	5,8,9,7,3,4,18,3,7,9,4,3	3,0,3,0,1,3,4,2,2,1,0,1	4,7,4,7,6,8,8,9,7,6,6,4	0,2,0,0,0,0,1,2,2,2,1,0	171	100	0.000136424399478	0.0314798781092	0.494,1.0,0.637,1.0,0.637,0.438,0.725,0.467,0.672,0.84,1.0,0.637	1.0,0.672,1.0,1.0,1.0,1.0,0.824,0.725,0.672,0.637,0.778,1.0	-0.147
3031	ENSG00000169379	ARL13B	chr3	+	94003658	94003908	93980138	93980482	94035330	94035436	3031	13,23,7,4,13,14,21,13,11,15,5,18	3,0,3,0,1,3,4,2,2,1,0,1	13,13,47,15,15,21,22,20,9,13,8,16	0,2,0,0,0,0,1,2,2,2,1,0	350	100	3.13626742096e-05	0.0104871370414	0.553,1.0,0.4,1.0,0.788,0.571,0.6,0.65,0.611,0.811,1.0,0.837	1.0,0.65,1.0,1.0,1.0,1.0,0.863,0.741,0.563,0.65,0.696,1.0	-0.112
4161	ENSG00000225470	JPX	chrX	+	73946998	73947374	73944326	73944662	73962730	73962801	4161	14,11,6,15,18,20,23,10,14,11,10,17	2,0,0,0,0,1,0,0,1,0,0,1	16,18,20,8,16,19,22,15,17,15,24,17	1,4,0,1,2,4,0,1,3,1,0,2	476	100	6.55480072442e-08	9.43522986942e-05	0.595,1.0,1.0,1.0,1.0,0.808,1.0,1.0,0.746,1.0,1.0,0.781	0.771,0.486,1.0,0.627,0.627,0.499,1.0,0.759,0.543,0.759,1.0,0.641	0.185
4984	ENSG00000204147	ASAH2B	chr10	+	50745127	50745274	50742914	50743010	50749342	50749402	4984	8,9,5,4,18,24,26,16,9,33,13,8	0,0,6,2,3,4,2,0,3,2,0,1	17,10,25,8,4,16,30,9,13,27,17,12	0,1,0,0,2,2,0,2,0,1,1,0	247	100	1.6912653733e-07	0.000198154682005	1.0,1.0,0.252,0.447,0.708,0.708,0.84,1.0,0.548,0.87,1.0,0.764	1.0,0.802,1.0,1.0,0.447,0.764,1.0,0.646,1.0,0.916,0.873,1.0	-0.109
6657	ENSG00000196263	ZNF471	chr19	+	56516274	56516401	56511516	56511604	56518481	56518551	6657	28,77,56,37,56,79,52,38,51,65,24,43	3,5,1,1,6,2,5,0,3,5,1,6	52,51,88,48,63,46,42,62,38,33,28,48	1,0,0,0,0,0,1,1,0,0,1,1	227	100	3.14859249784e-13	7.78353297688e-09	0.804,0.872,0.961,0.942,0.804,0.946,0.821,1.0,0.882,0.851,0.914,0.759	0.958,1.0,1.0,1.0,1.0,1.0,0.949,0.965,1.0,1.0,0.925,0.955	-0.1
7378	ENSG00000164506	STXBP5	chr6	+	147339336	147339384	147339178	147339238	147353322	147353373	7378	10,22,4,4,6,13,5,3,10,7,1,9	0,0,1,1,3,4,1,2,4,1,2,8	3,5,6,4,7,8,6,4,6,6,3,14	0,2,0,1,1,2,0,0,1,2,0,0	148	100	1.40765055168e-08	2.65942140039e-05	1.0,1.0,0.73,0.73,0.575,0.687,0.772,0.503,0.628,0.825,0.253,0.432	1.0,0.628,1.0,0.73,0.825,0.73,1.0,1.0,0.802,0.67,1.0,1.0	-0.187
7797	ENSG00000197619	ZNF615	chr19	-	52004416	52004723	52003696	52003900	52008140	52008201	7797	0,7,8,0,7,5,2,4,9,11,6,1	9,12,5,12,18,14,32,7,15,24,6,22	1,1,0,0,1,3,0,0,7,4,1,3	17,15,39,10,12,19,12,19,13,23,15,5	407	100	8.3221989855e-08	0.000112892843074	0.0,0.125,0.282,0.0,0.087,0.081,0.015,0.123,0.128,0.101,0.197,0.011	0.014,0.016,0.0,0.0,0.02,0.037,0.0,0.0,0.117,0.041,0.016,0.128	0.063
7939	ENSG00000099282	TSPAN15	chr10	+	69485140	69485215	69451464	69451690	69495593	69495689	7939	38,79,10,22,79,21,31,14,9,10,17,49	1,1,0,0,0,0,1,0,0,0,1,0	12,17,75,8,32,48,12,8,18,27,32,15	1,1,35,0,1,2,1,1,2,2,0,0	175	100	2.66942024041e-12	2.45017930324e-08	0.956,0.978,1.0,1.0,1.0,1.0,0.947,1.0,1.0,1.0,0.907,1.0	0.873,0.907,0.55,1.0,0.948,0.932,0.873,0.821,0.837,0.885,1.0,1.0	0.097
8079	ENSG00000064652	SNX24	chr5	+	123001939	123002080	123001404	123001437	123007681	123008610	8079	21,22,11,22,40,27,37,16,23,30,9,20	0,0,0,1,8,1,0,0,1,1,0,0	28,29,29,14,23,29,25,31,17,21,17,26	3,3,21,0,1,0,4,0,0,1,1,0	241	100	1.15180179626e-05	0.0049037880363	1.0,1.0,1.0,0.901,0.675,0.918,1.0,1.0,0.905,0.926,1.0,1.0	0.795,0.8,0.364,1.0,0.905,1.0,0.722,1.0,1.0,0.897,0.876,1.0	0.081
8303	ENSG00000158201	ABHD3	chr18	-	21683919	21683965	21659169	21659343	21702315	21702498	8303	5,10,19,6,5,10,12,2,6,11,6,5	1,1,2,0,0,1,0,1,0,1,2,2	5,9,4,7,6,5,7,7,13,10,10,15	2,6,13,1,1,7,4,2,1,1,2,3	146	100	3.14978224614e-08	5.17457867895e-05	0.774,0.873,0.867,1.0,1.0,0.873,1.0,0.578,1.0,0.883,0.673,0.631	0.631,0.507,0.174,0.827,0.804,0.329,0.545,0.706,0.899,0.873,0.774,0.774	0.192
8878	ENSG00000108021	TASOR2	chr10	+	5712822	5712918	5684837	5685175	5720543	5720611	8878	8,7,7,2,12,10,7,11,6,13,3,9	2,0,1,0,5,1,2,0,2,5,0,0	10,6,14,5,4,3,3,9,5,12,6,8	1,0,0,1,0,0,3,0,1,0,1,0	196	100	0.000200401554739	0.0420679047011	0.671,1.0,0.781,1.0,0.55,0.836,0.641,1.0,0.605,0.57,1.0,1.0	0.836,1.0,1.0,0.718,1.0,1.0,0.338,1.0,0.718,1.0,0.754,1.0	-0.059
9182	ENSG00000165795	NDRG2	chr14	-	21023985	21024096	21023240	21023321	21024825	21025026	9182	17,14,16,5,29,26,30,20,15,28,15,27	0,1,1,0,4,2,4,7,1,3,0,4	38,24,5,9,20,24,23,18,7,15,17,11	1,1,0,2,0,0,1,0,1,2,0,0	211	100	1.96319968948e-07	0.000219792566124	1.0,0.869,0.883,1.0,0.775,0.86,0.78,0.575,0.877,0.816,1.0,0.762	0.947,0.919,1.0,0.681,1.0,1.0,0.916,1.0,0.768,0.78,1.0,1.0	-0.068
9902	ENSG00000251562	MALAT1	chr11	+	65504132	65504206	65503698	65503905	65504325	65504358	9902	130,291,186,94,322,182,168,137,137,215,126,234	32,71,38,22,73,63,67,27,56,59,21,44	132,184,114,87,304,247,217,229,115,245,165,202	63,73,52,62,1092,60,77,61,34,66,683,75	174	100	7.48080295032e-05	0.0200048227602	0.7,0.702,0.738,0.711,0.717,0.624,0.59,0.745,0.584,0.677,0.775,0.753	0.546,0.592,0.558,0.446,0.138,0.703,0.618,0.683,0.66,0.681,0.122,0.608	0.163
10159	ENSG00000148396	SEC16A	chr9	-	136478708	136478830	136474048	136477684	136483509	136483759	10159	1,1,3,0,2,0,0,0,1,1,0,2	1,9,2,1,6,4,6,6,4,6,4,5	1,5,13,1,0,1,1,3,1,4,1,1	5,4,0,3,2,3,2,6,2,2,2,2	222	100	1.76631138736e-05	0.00674146639891	0.311,0.048,0.403,0.0,0.131,0.0,0.0,0.0,0.101,0.07,0.0,0.153	0.083,0.36,1.0,0.131,0.0,0.131,0.184,0.184,0.184,0.474,0.184,0.184	-0.157
10428	ENSG00000148498	PARD3	chr10	-	34336198	34336243	34331116	34331344	34337274	34337426	10428	12,27,19,14,37,26,16,11,7,28,1,10	2,3,1,0,0,1,0,1,1,0,1,1	27,19,12,13,25,22,12,17,15,18,15,10	2,1,0,1,3,4,7,2,1,3,8,1	145	100	2.08213662201e-07	0.000228040732744	0.805,0.861,0.929,1.0,1.0,0.947,1.0,0.884,0.828,1.0,0.408,0.873	0.903,0.929,1.0,0.9,0.852,0.791,0.542,0.854,0.912,0.805,0.564,0.873	0.051
10925	ENSG00000078328	RBFOX1	chr16	+	5467215	5467254	5239801	5240105	5598901	5598961	10925	6,9,16,13,21,18,18,14,22,14,4,22	0,1,1,0,2,0,3,2,1,0,2,0	14,12,18,5,12,12,17,19,9,16,6,14	2,2,7,0,2,1,4,7,1,2,1,0	139	100	3.98702000526e-07	0.000381393791528	1.0,0.866,0.92,1.0,0.883,1.0,0.812,0.834,0.941,1.0,0.59,1.0	0.834,0.812,0.649,1.0,0.812,0.896,0.754,0.661,0.866,0.852,0.812,1.0	0.075
11856	ENSG00000179195	ZNF664	chr12	+	123989308	123989442	123988045	123988138	124003422	124003540	11856	0,12,8,0,1,13,0,4,0,1,1,1	3,11,5,2,8,11,7,4,6,4,6,7	1,1,0,0,3,4,0,0,0,0,0,0	5,1,1,1,5,7,6,2,1,1,4,14	234	100	6.19596290941e-08	9.09188378729e-05	0.0,0.318,0.406,0.0,0.051,0.336,0.0,0.299,0.0,0.097,0.066,0.058	0.079,0.299,0.0,0.0,0.204,0.196,0.0,0.0,0.0,0.0,0.0,0.0	0.071
12051	ENSG00000169752	NRG4	chr15	-	76035943	76035991	76011220	76011286	76052066	76052177	12051	6,8,6,4,5,5,17,3,4,20,2,3	2,5,6,6,10,3,10,3,3,10,0,10	5,6,0,1,3,3,2,2,2,2,2,9	11,3,23,6,6,12,7,5,4,4,8,9	148	100	0.000186865667921	0.0399477565987	0.67,0.519,0.403,0.311,0.253,0.53,0.535,0.403,0.474,0.575,1.0,0.169	0.235,0.575,0.0,0.101,0.253,0.145,0.162,0.213,0.253,0.253,0.145,0.403	0.259
12254	ENSG00000272414	FAM47E-STBD1	chr4	+	76256177	76256523	76251720	76251820	76263703	76263843	12254	10,4,13,13,27,32,24,13,12,29,6,16	8,14,29,9,33,23,44,29,14,32,15,42	11,10,1,4,7,8,13,5,8,9,12,12	41,13,38,18,15,11,24,27,22,22,38,22	446	100	9.14547349684e-06	0.00410517659432	0.219,0.06,0.091,0.245,0.155,0.238,0.109,0.091,0.161,0.169,0.082,0.079	0.057,0.147,0.006,0.047,0.095,0.14,0.108,0.04,0.075,0.084,0.066,0.109	0.06
13096	ENSG00000101040	ZMYND8	chr20	-	47212641	47212725	47209213	47210897	47220257	47220324	13096	4,2,6,3,5,5,6,4,1,5,1,0	23,31,18,14,49,55,34,34,39,43,17,22	7,3,14,2,4,5,11,7,2,11,2,3	26,34,13,20,39,27,25,16,28,25,13,19	184	100	0.000118987518297	0.0282765605392	0.086,0.034,0.153,0.104,0.053,0.047,0.088,0.06,0.014,0.059,0.031,0.0	0.128,0.046,0.369,0.052,0.053,0.091,0.193,0.192,0.037,0.193,0.077,0.079	-0.065
13285	ENSG00000049246	PER3	chr1	+	7786720	7786836	7785440	7785586	7788044	7788246	13285	41,60,38,34,62,75,68,50,41,72,34,77	2,3,11,2,5,0,4,4,1,3,1,7	50,37,149,60,59,93,59,81,33,60,43,57	3,0,0,0,2,5,3,4,1,2,0,1	216	100	4.1343458614e-05	0.0128839003678	0.905,0.903,0.615,0.887,0.852,1.0,0.887,0.853,0.95,0.917,0.94,0.836	0.885,1.0,1.0,1.0,0.932,0.896,0.901,0.904,0.939,0.933,1.0,0.963	-0.067
13324	ENSG00000139187	KLRG1	chr12	+	8992205	8992310	8950043	8950236	9008974	9009075	13324	4,11,1,4,5,3,6,1,3,3,5,4	0,3,0,0,1,0,2,0,2,0,0,0	7,3,2,5,5,2,4,3,7,10,6,3	1,2,0,2,0,0,1,6,1,3,0,2	205	100	5.03401335916e-05	0.0150364785201	1.0,0.641,1.0,1.0,0.709,1.0,0.594,1.0,0.423,1.0,1.0,1.0	0.773,0.423,1.0,0.549,1.0,1.0,0.661,0.196,0.773,0.619,1.0,0.423	0.163
13377	ENSG00000291129	PPIEL	chr1	-	39523561	39523697	39522279	39522505	39529015	39529164	13377	9,21,8,3,14,8,8,6,5,7,5,4	1,1,3,1,7,1,2,0,1,2,2,0	6,6,4,4,5,10,2,8,1,3,2,5	0,0,0,3,3,0,0,0,1,0,2,0	236	100	0.000103971855411	0.0258460694057	0.792,0.899,0.531,0.56,0.459,0.772,0.629,1.0,0.679,0.597,0.514,1.0	1.0,1.0,1.0,0.361,0.414,1.0,1.0,1.0,0.298,1.0,0.298,1.0	-0.078
13839	ENSG00000179406	LINC00174	chr7	-	66401194	66401394	66400922	66401027	66402456	66402545	13839	2,20,5,2,5,3,8,6,6,7,3,8	0,4,1,0,0,0,0,0,0,1,0,1	7,5,14,4,5,2,9,9,4,4,3,7	2,2,6,0,1,1,1,0,1,0,0,5	300	100	1.59423177404e-06	0.0011289625378	1.0,0.625,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.727	0.538,0.455,0.438,1.0,0.625,0.4,0.75,1.0,0.571,1.0,1.0,0.318	0.215
14194	ENSG00000290476	SUGT1P3	chr13	-	40854660	40854934	40836808	40836885	40855754	40855815	14194	4,9,8,7,6,4,9,0,13,9,4,6	0,1,0,2,3,4,3,2,2,2,1,0	6,4,20,9,7,8,2,10,7,12,4,8	1,0,0,0,1,0,4,0,0,2,1,2	374	100	0.00013337167657	0.0310121977976	1.0,0.706,1.0,0.483,0.348,0.211,0.445,0.0,0.635,0.546,0.517,1.0	0.616,1.0,1.0,1.0,0.652,1.0,0.118,1.0,1.0,0.616,0.517,0.517	-0.179
14957	ENSG00000204514	ZNF814	chr19	-	57876915	57877042	57858814	57858983	57888766	57888780	14957	4,2,5,0,3,3,9,3,0,4,1,6	0,2,1,1,4,2,2,5,2,2,1,0	5,6,2,6,5,3,4,5,4,7,4,6	0,1,0,0,2,1,1,3,1,0,0,1	227	100	6.52759403197e-08	9.43522986942e-05	1.0,0.306,0.688,0.0,0.248,0.398,0.665,0.209,0.0,0.468,0.306,1.0	1.0,0.726,1.0,1.0,0.524,0.569,0.638,0.423,0.638,1.0,1.0,0.726	-0.33
15027	ENSG00000153406	NMRAL1	chr16	-	4471313	4471449	4469629	4469698	4474092	4474166	15027	2,4,1,1,4,3,3,3,2,2,3,1	1,0,4,0,2,1,4,0,2,2,2,0	0,1,20,2,0,4,2,8,1,2,2,2	1,0,6,0,1,0,1,4,0,0,0,2	236	100	5.01362946193e-05	0.0150052469407	0.459,1.0,0.096,1.0,0.459,0.56,0.241,1.0,0.298,0.298,0.389,1.0	0.0,1.0,0.585,1.0,0.0,1.0,0.459,0.459,1.0,1.0,1.0,0.298	-0.083
15124	ENSG00000288550	NA	chr3	+	9937561	9937672	9934834	9934917	9940849	9941026	15124	49,56,66,80,85,155,128,74,97,108,50,85	0,8,16,2,1,0,0,2,0,0,4,5	97,96,164,67,109,116,100,68,62,101,32,87	2,0,0,0,7,1,3,0,2,1,0,0	211	100	1.34105982164e-05	0.00550785658974	1.0,0.768,0.662,0.95,0.976,1.0,1.0,0.946,1.0,1.0,0.856,0.89	0.958,1.0,1.0,1.0,0.881,0.982,0.94,1.0,0.936,0.98,1.0,1.0	-0.052
15125	ENSG00000288550	NA	chr3	+	9938014	9938106	9934834	9934917	9940849	9941026	15125	26,36,37,25,76,94,84,42,63,80,33,39	0,8,16,2,1,0,0,2,0,0,4,5	71,49,107,43,114,33,73,38,36,48,33,47	2,0,0,0,7,1,3,0,2,1,0,0	192	100	4.01868580581e-05	0.0126803380245	1.0,0.701,0.546,0.867,0.975,1.0,1.0,0.916,1.0,1.0,0.811,0.802	0.949,1.0,1.0,1.0,0.895,0.945,0.927,1.0,0.904,0.962,1.0,1.0	-0.08
15384	ENSG00000130363	RSPH3	chr6	-	158983661	158983807	158982484	158982688	158986279	158986421	15384	47,60,44,48,62,65,63,36,68,101,33,60	0,0,2,2,1,2,3,2,8,3,0,0	64,54,56,74,44,93,58,65,62,59,37,59	5,5,9,6,6,2,1,7,4,4,2,1	246	100	7.69821902938e-05	0.0203768217569	1.0,1.0,0.899,0.907,0.962,0.93,0.895,0.88,0.776,0.932,1.0,1.0	0.839,0.814,0.717,0.834,0.749,0.95,0.959,0.791,0.863,0.857,0.883,0.96	0.08
15424	ENSG00000140416	TPM1	chr15	+	63044026	63044152	63043705	63043831	63056984	63057111	15424	14,17,20,9,27,51,40,17,22,28,11,8	0,4,1,0,1,1,0,2,0,1,1,0	30,25,12,31,25,22,44,54,21,31,30,56	1,5,4,1,1,2,3,5,5,3,13,8	226	100	3.29418814449e-09	8.58425673011e-06	1.0,0.653,0.898,1.0,0.923,0.958,1.0,0.79,1.0,0.925,0.83,1.0	0.93,0.689,0.57,0.932,0.917,0.83,0.866,0.827,0.65,0.821,0.505,0.756	0.14
15480	ENSG00000196459	TRAPPC2	chrX	-	13734043	13734185	13720427	13720497	13734524	13734620	15480	17,14,29,6,23,16,23,12,12,20,11,13	1,2,0,3,1,7,0,2,2,1,3,1	15,13,15,4,18,17,11,12,16,12,20,28	2,0,0,2,2,4,0,2,1,0,0,0	242	100	0.00023934524482	0.0477871593756	0.875,0.743,1.0,0.452,0.905,0.486,1.0,0.713,0.713,0.892,0.602,0.843	0.756,1.0,1.0,0.452,0.788,0.637,1.0,0.713,0.869,1.0,1.0,1.0	-0.083
16463	ENSG00000170919	TPT1-AS1	chr13	+	45344328	45344446	45341390	45341614	45370079	45370182	16463	2,10,7,2,2,8,1,3,3,3,0,7	1,3,0,0,6,1,2,2,0,2,2,0	9,2,4,0,8,6,8,1,1,5,2,3	0,1,0,2,0,3,0,0,0,0,1,0	218	100	7.69359523278e-06	0.00357715210959	0.478,0.605,1.0,1.0,0.133,0.786,0.187,0.408,1.0,0.408,0.0,1.0	1.0,0.478,1.0,0.0,1.0,0.478,1.0,1.0,1.0,1.0,0.478,1.0	-0.202
16921	ENSG00000233705	SLC26A4-AS1	chr7	-	107661601	107661822	107653967	107654233	107662023	107662065	16921	3,5,5,7,9,3,5,11,8,7,8,13	1,1,0,0,5,3,2,0,1,3,2,1	11,7,5,4,4,9,16,2,3,23,14,5	0,0,0,1,0,1,3,1,2,0,2,1	321	100	1.80015824336e-06	0.00123671689573	0.483,0.609,1.0,1.0,0.359,0.238,0.438,1.0,0.714,0.421,0.555,0.802	1.0,1.0,1.0,0.555,1.0,0.737,0.624,0.384,0.318,1.0,0.686,0.609	-0.108
18778	ENSG00000155659	VSIG4	chrX	-	66032467	66032749	66028049	66028112	66033473	66033664	18778	10,15,56,2,11,38,14,4,15,14,9,22	0,1,6,0,0,0,1,0,1,2,0,0	14,17,35,9,10,31,21,46,18,15,28,47	3,0,0,0,1,0,0,7,3,1,4,5	382	100	1.00003471148e-06	0.000763364880443	1.0,0.797,0.71,1.0,1.0,1.0,0.786,1.0,0.797,0.647,1.0,1.0	0.55,1.0,1.0,1.0,0.724,1.0,1.0,0.632,0.611,0.797,0.647,0.711	0.089
19175	ENSG00000149187	CELF1	chr11	-	47499452	47499604	47488836	47489024	47524523	47524674	19175	9,13,23,11,11,38,17,10,17,12,4,12	2,2,9,1,2,2,2,4,5,3,0,0	17,15,30,14,26,26,23,22,7,17,10,13	5,2,0,0,0,1,0,2,0,1,0,1	252	100	2.73289980535e-07	0.000282913157178	0.641,0.721,0.504,0.814,0.686,0.883,0.771,0.498,0.574,0.613,1.0,1.0	0.574,0.749,1.0,1.0,1.0,0.912,1.0,0.814,1.0,0.871,1.0,0.838	-0.171
19424	ENSG00000251503	CENPS-CORT	chr1	+	10442264	10442441	10440346	10440413	10451376	10451411	19424	23,29,29,20,37,99,64,27,36,71,14,28	1,1,2,5,4,6,7,1,7,4,1,2	47,36,10,36,14,58,38,54,31,43,21,27	3,2,0,4,0,0,2,1,2,0,1,0	277	100	6.89388837261e-06	0.00325609119539	0.893,0.913,0.84,0.591,0.77,0.856,0.767,0.907,0.65,0.865,0.835,0.835	0.85,0.867,1.0,0.765,1.0,1.0,0.873,0.951,0.848,1.0,0.883,1.0	-0.11
19483	ENSG00000006740	ARHGAP44	chr17	+	12974088	12974310	12958716	12958897	12980057	12980233	19483	10,7,40,7,15,31,31,11,26,26,22,28	1,0,7,0,2,6,1,2,1,3,1,0	17,13,7,23,15,21,21,56,19,39,7,15	1,0,0,0,1,0,1,0,1,1,0,1	322	100	1.65544110642e-08	3.01451836464e-05	0.756,1.0,0.64,1.0,0.7,0.616,0.906,0.631,0.89,0.729,0.872,1.0	0.841,1.0,1.0,1.0,0.823,1.0,0.867,1.0,0.855,0.924,1.0,0.823	-0.116
20477	ENSG00000174672	BRSK2	chr11	+	1459191	1459236	1456597	1456687	1460969	1462689	20477	8,3,17,12,16,28,17,9,17,29,6,15	2,0,0,0,0,7,1,1,1,0,1,3	20,7,7,2,7,18,27,12,7,10,3,11	5,5,17,0,2,4,2,1,0,2,0,1	145	100	0.000220887990527	0.045115178076	0.734,1.0,1.0,1.0,1.0,0.734,0.921,0.861,0.921,1.0,0.805,0.775	0.734,0.491,0.221,1.0,0.707,0.756,0.903,0.892,1.0,0.775,1.0,0.884	0.116
20480	ENSG00000174672	BRSK2	chr11	+	1459191	1459239	1456597	1456687	1460969	1461136	20480	25,16,44,26,42,90,61,25,58,77,25,42	2,0,0,0,0,7,1,1,1,0,1,3	61,23,46,9,26,33,79,29,14,28,13,38	5,5,17,0,2,4,2,1,0,2,0,1	148	100	1.75479780218e-06	0.00122222071253	0.894,1.0,1.0,1.0,1.0,0.897,0.976,0.944,0.975,1.0,0.944,0.904	0.892,0.757,0.646,1.0,0.898,0.848,0.964,0.951,1.0,0.904,1.0,0.963	0.059
